year,puissent_VERB aider_VERB,puissent_VERB céder_VERB
1855,3.874064091746732e-08,1.1675261646360013e-08
1856,1.2425253714809514e-08,1.0872097000458325e-08
1857,2.0502337605421417e-08,1.8061584228235006e-08
1858,2.5447114637699997e-08,5.3830437884982985e-09
1859,3.0043821652725455e-08,3.055304009791371e-09
1860,2.0597328287408345e-08,1.5104706818647173e-08
1861,1.4619487842537637e-08,7.545541969022906e-09
1862,1.445755604123633e-08,1.490935552794781e-08
1863,3.0467187883687075e-08,6.99246927027275e-09
1864,3.16452037907311e-08,9.109982990196386e-09
1865,3.012380389577629e-08,1.0825742080555756e-08
1866,1.8489329178805747e-08,5.352174259343201e-09
1867,3.202855580752839e-08,2.426405742994575e-09
1868,1.877152122631287e-08,1.975949626142892e-09
1869,1.904572499711321e-08,1.2697149998075474e-08
1870,2.752343419842873e-08,8.027668307875047e-09
1871,4.142259157902117e-08,5.3105884134652115e-09
1872,3.38650991693612e-08,7.256807155187062e-09
1873,1.9155214303623325e-08,5.9860045809045914e-09
1874,3.7042575229406793e-08,7.169530746864439e-09
1875,1.5448122780981066e-08,1.716458086775674e-08
1876,1.1487427897804992e-08,1.5719638923883394e-08
1877,2.2265338017746217e-08,5.566334504436554e-09
1878,1.4493812372506909e-08,4.22736201599605e-09
1879,2.1993571408529533e-08,5.498392852132383e-09
1880,1.6686399817444908e-08,3.8507077526617195e-09
1881,1.8825771164188154e-08,5.5780060570498335e-09
1882,1.7304001787010748e-08,0.0
1883,1.7062214752172622e-08,3.791603475633565e-09
1884,1.7824582698722224e-08,5.281357573494461e-09
1885,2.900535989169839e-08,7.7347630522695e-09
1886,3.291266637006629e-08,7.098810428374236e-09
1887,4.374379614091595e-08,1.9586774424595887e-09
1888,2.2192152115962926e-08,2.53624587998047e-09
1889,2.318100555953606e-08,1.8795409673089125e-09
1890,2.2940351840361473e-08,9.176140736144589e-09
1891,1.3385862196457765e-08,9.561330394092238e-09
1892,2.0686091062316336e-08,3.1342561879199593e-09
1893,4.926733243593162e-09,1.0469308087124318e-08
1894,1.5123694296903523e-08,7.561847148451761e-09
1895,1.3240951446391591e-08,1.1435367319734269e-08
1896,1.3563166589847242e-08,1.0024948871034667e-08
1897,3.1464253424928756e-08,2.9133566670225264e-09
1898,1.9238406423482957e-08,5.6583546736987955e-09
1899,1.9346524382513053e-08,2.7637891975018647e-09
1900,2.1283318218934255e-08,6.22926377147337e-09
1901,1.5089595351014395e-08,6.147612641171918e-09
1902,1.1293653123800595e-08,2.897067474805226e-08
1903,1.1880484152015924e-08,8.100330184390714e-09
1904,1.666133897515465e-08,1.6123875568041512e-09
1905,2.4255568220610257e-08,3.096455536422127e-09
1906,2.5206503551089554e-08,6.6874399351490865e-09
1907,2.3142794347563722e-08,3.0857059130084963e-09
1908,2.161011281032188e-08,8.840499887696751e-09
1909,2.8055016088046614e-08,2.7504918342913243e-09
1910,2.404867771588215e-08,1.068830135508847e-09
1911,2.0217422402879492e-08,2.6601871816467337e-09
1912,2.2400511667797218e-08,8.335073964360618e-09
1913,1.8030165804816534e-08,5.302989602995467e-09
1914,2.4777952134513725e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,8.789969641043172e-09,0.0
1917,2.3029491202919417e-08,7.676496771580332e-09
1918,2.6418664589300533e-08,4.594550517822427e-09
1919,1.4732557396257562e-08,9.207848705727883e-09
1920,2.3473917920568965e-08,1.1358347151713133e-08
1921,1.438822039290244e-08,4.543648568500203e-09
1922,2.2133805899215986e-08,1.2542490601674672e-08
1923,1.6985516992917837e-08,9.554353752605493e-09
1924,3.738571052736006e-08,1.289162443462999e-09
1925,2.74954441437103e-08,9.898360353588487e-09
1926,2.5636119005412183e-08,3.343841648018042e-09
1927,1.6723836537835268e-08,0.0
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,1.2604324695075775e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,1.0959536611565568e-09
1933,2.523545639121494e-08,9.176529758292418e-09
1934,1.9170528275935794e-08,1.1981580172459871e-09
1935,1.196828414151696e-08,9.574627313213568e-09
1936,2.182448710641438e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,3.5006078036303734e-08,0.0
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,2.5705489292704442e-08,1.2852744646352221e-08
1945,2.178504132643866e-08,1.3071024262956144e-08
1946,2.5057987684817817e-08,8.352662561605939e-09
1947,2.26496545963073e-08,1.1920870957027319e-09
1948,1.848220954059343e-08,2.174377566888097e-09
1949,2.7487622844546422e-08,5.890204768377316e-09
1950,3.19060831088791e-08,5.317680518146517e-09
1951,3.0918066329377325e-08,3.1984206394497505e-09
1952,2.741649041126948e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,3.232148326759443e-09
1954,3.615838295445428e-08,5.863521668203475e-09
1955,2.7218263198847126e-08,2.815682353940474e-09
1956,2.616342520411763e-08,7.849027205963921e-09
1957,3.180613461495341e-08,8.835037701437898e-10
1958,2.8125628048769613e-08,4.1361216673863055e-09
1959,2.8677767716089875e-08,3.8753737996444215e-09
1960,2.8375417571169237e-08,2.7683333403416555e-09
1961,2.36237411854745e-08,0.0
1962,3.170978146727066e-08,4.43936931660005e-09
1963,2.9743844720542256e-08,7.1126584622049904e-09
1964,2.1293889318485526e-08,4.867174663303331e-09
1965,2.2982582947861374e-08,3.830430195250756e-09
1966,2.76953731059848e-08,2.215629901769489e-09
1967,2.1693477236794934e-08,2.9582012395223956e-09
1968,3.638046663922978e-08,8.982831700699023e-10
1969,3.088395317263348e-08,1.3625273131978588e-09
1970,2.5292987260172595e-08,1.8394900047624674e-09
1971,4.367637984614703e-08,5.138397263237948e-09
1972,3.5911028817281476e-08,5.130146973897354e-09
1973,1.9847533394568018e-08,2.7566018356850464e-09
1974,3.206575982517279e-08,1.6876715580593782e-09
1975,2.2845920710778955e-08,1.7134440533084216e-09
1976,3.085304456362792e-08,3.9994687561772935e-09
1977,3.6436048844734614e-08,1.7630346071939584e-09
1978,3.2079192635592335e-08,6.534650598410963e-09
1979,3.803782533395861e-08,4.096381456264453e-09
1980,2.8994268319593175e-08,2.8425752862659692e-09
1981,2.0874313833019187e-08,4.427884725544118e-09
1982,4.0969514003563745e-08,4.345251713999687e-09
1983,3.410270821291306e-08,4.4207211225000265e-09
1984,2.8415142239168745e-08,4.059305780401701e-09
1985,3.0679345286444004e-08,4.210890747202711e-09
1986,2.8174081734277934e-08,2.3977941854269602e-09
1987,3.483165755824302e-08,4.888653482026939e-09
1988,3.358070088665954e-08,2.398621523624911e-09
1989,3.896566624916886e-08,4.390497743145261e-09
1990,2.45189291092629e-08,5.44865097484859e-10
1991,3.868566977871524e-08,1.7584396161396398e-09
1992,3.305966345124034e-08,1.65298330578878e-09
1993,2.7142116110212555e-08,3.323524566667402e-09
1994,4.483687732204089e-08,0.0
1995,3.199246023655178e-08,2.7112254663563817e-09
1996,4.911044726441105e-08,4.270473752399084e-09
1997,3.5002731380018304e-08,4.794894259418925e-09
1998,3.814503202193009e-08,1.43043876743576e-09
1999,3.793266856177979e-08,2.7421207526856506e-09
2000,3.49024489310068e-08,3.092622158362701e-09
2001,3.986902896713218e-08,2.190605918883648e-09
2002,3.6364138367162013e-08,1.3143663935011318e-09
2003,5.583676809806093e-08,4.583615265119079e-09
2004,3.611928889313276e-08,4.404791198453495e-09
2005,4.2335244643254555e-08,0.0
2006,3.953174143589422e-08,2.4707338397433887e-09
2007,3.7148659259855776e-08,4.393927444112933e-09
2008,2.937633425403874e-08,2.1287198670449925e-09
2009,3.528462499957641e-08,2.384096253749135e-09
2010,3.164941375644048e-08,4.723793023408973e-10
2011,3.326855591012645e-08,3.4415748029203996e-09
2012,3.846805540774767e-08,1.7021263287730903e-09
2013,2.7891250198308626e-08,2.2313000336282585e-09
2014,2.425298539776577e-08,2.815078836704288e-09
2015,2.792885034352821e-08,2.881548111233201e-09
2016,2.5891750965456595e-08,2.278474076078396e-09
2017,2.4149869659595424e-08,3.018733707449428e-09
2018,2.7621693377000156e-08,2.323319980845895e-09
2019,2.2958889900337454e-08,1.53059265262101e-09
