year,mangeant_VERB en_ADP
1896,1.0614652268259306e-08
1897,1.1653426668090106e-08
1898,1.2448380992680086e-08
1899,8.844125432005967e-09
1900,6.748368974740515e-09
1901,4.470991132876634e-09
1902,1.1293653123800595e-08
1903,1.5120615870500842e-08
1904,5.374625189347171e-09
1905,1.2901897328276846e-08
1906,8.230695236477459e-09
1907,1.5942815068115124e-08
1908,7.858222517143076e-09
1909,1.265226234892225e-08
1910,1.60324518105881e-08
1911,1.1704822888702893e-08
1912,9.897900277167082e-09
1913,1.856046338843953e-08
1914,8.705766885164223e-09
1915,1.4136913861761968e-08
1916,6.592477230782379e-09
1917,6.57985488317081e-09
1918,1.6080926812378493e-08
1919,1.1970203106503874e-08
1920,8.329454459499175e-09
1921,5.300923255902035e-09
1922,1.1804696775641332e-08
1923,7.431163684401554e-09
1924,5.156649773851996e-09
1925,1.4297631523163545e-08
1926,1.2260752413340015e-08
1927,1.7838759802657478e-08
1928,3.4278122562625413e-09
1929,3.342121912552898e-09
1930,6.302162347537887e-09
1931,1.4826963656844327e-08
1932,2.301502677326539e-08
1933,1.0323596200123575e-08
1934,1.3179738189705859e-08
1935,1.196828414151696e-08
1936,8.487299751891442e-09
1937,3.777335333410292e-09
1938,1.5558256905023882e-08
1939,1.070583532936098e-08
1940,5.0715658339584024e-09
1941,1.1806010391524069e-08
1942,3.6410540360520827e-08
1943,2.9032352522051497e-08
1944,9.639558484764166e-09
1945,6.535512131478072e-09
1946,6.960552134671616e-09
1947,1.0728784083369192e-08
1948,1.3046265179283978e-08
1949,1.7670615193310368e-08
1950,1.8080114960739024e-08
1951,1.5992101864981123e-08
1952,1.370824520563474e-08
1953,8.619061908632375e-09
1954,1.2704297169818801e-08
1955,2.815682353940474e-09
1956,1.5698054411927842e-08
1957,1.7670075402875796e-09
1958,3.3088974338291166e-09
1959,1.705164542897819e-08
1960,1.314958364417862e-08
1961,1.181187059273725e-08
1962,1.0147130247162295e-08
1963,9.052474325699222e-09
1964,1.3384730601639916e-08
1965,1.0396882743624047e-08
1966,7.754704434148607e-09
1967,9.367637554547059e-09
1968,9.88111459321317e-09
1969,1.1808570538063279e-08
1970,1.103694025061941e-08
1971,6.679916619845017e-09
1972,1.1799337507056862e-08
1973,1.4334330167287135e-08
1974,9.00091468025721e-09
1975,1.4849848462006321e-08
1976,9.712995741040231e-09
1977,6.464460078348111e-09
1978,1.128712323605896e-08
1979,1.1703946256602649e-08
1980,5.68515062804309e-09
1981,1.2651098835192442e-08
1982,7.449002747961231e-09
1983,1.1999100379966876e-08
1984,7.538711266352749e-09
1985,5.4140022465176685e-09
1986,4.7955883708539204e-09
1987,6.110816741511371e-09
1988,7.195864348830128e-09
1989,7.683371272548811e-09
1990,9.80757214330552e-09
1991,6.4476117778156095e-09
1992,7.162927584403178e-09
1993,1.2740176913439427e-08
1994,7.384897138251745e-09
1995,1.4640617607142303e-08
1996,8.007137841659073e-09
1997,8.630810066634353e-09
1998,1.3350761940422728e-08
1999,8.683382013430219e-09
2000,7.068850393920911e-09
2001,8.324302136486494e-09
2002,8.324320788233308e-09
2003,8.750537905388711e-09
2004,6.166707589017051e-09
2005,2.1617998058331978e-08
2006,1.2353669365250397e-08
2007,4.793375391054511e-09
2008,9.792111205220166e-09
2009,1.3350938798950551e-08
2010,1.747803468621356e-08
2011,1.414869643667771e-08
2012,1.1234034147378225e-08
2013,1.4503450496139436e-08
2014,1.9055918065724597e-08
2015,1.6845973865864394e-08
2016,1.9263462214258453e-08
2017,1.78608410839054e-08
2018,2.090988004965766e-08
2019,1.9132408879407592e-08
