year,levant_VERB en_ADP,levant_VERB sans_ADP
1844,8.452384037127558e-08,9.879410178825765e-09
1845,6.194053270291988e-08,2.7901139176833567e-09
1846,4.6836010625384006e-08,6.439951683034906e-09
1847,6.25613978399997e-08,1.1865092020002521e-08
1848,5.470750608083108e-08,1.528592186161859e-08
1849,4.776266493422554e-08,3.3517659758786067e-09
1850,4.412847331991543e-08,2.0366988096043315e-09
1851,4.1921353499674296e-08,5.159551008659946e-09
1852,5.078225484567156e-08,1.9531636308300904e-09
1853,4.837264810930719e-08,4.777545470346922e-09
1854,4.624141425324524e-08,1.558699391779328e-09
1855,4.2455496895854594e-08,1.6982198758341838e-08
1856,7.351608388717068e-08,4.141751386299575e-09
1857,5.516105261449411e-08,4.881508974818871e-09
1858,1.0570339981086363e-07,6.361778659424999e-09
1859,6.670747154657874e-08,1.8331824946926645e-08
1860,6.04188272745887e-08,1.5104706818647173e-08
1861,6.649509032286005e-08,8.017138064531082e-09
1862,7.138418567365079e-08,1.0843167252971853e-08
1863,4.04564275413577e-08,4.495158911765884e-09
1864,5.034464223285795e-08,4.794728170054441e-09
1865,4.706844336510585e-08,5.177528628053096e-09
1866,5.741423336758089e-08,9.244664589402873e-09
1867,5.871901720411188e-08,3.88224918879132e-09
1868,5.08807040944248e-08,8.397785578040384e-09
1869,4.3463320054115684e-08,6.348574999037737e-09
1870,3.1537268796455464e-08,5.734048791339319e-10
1871,4.0360472297606975e-08,0.0
1872,4.7169248063028135e-08,1.269941218851045e-08
1873,3.8909028887701425e-08,7.183205141814142e-09
1874,5.436894312538243e-08,2.9873046258899194e-09
1875,4.405575992905142e-08,4.577221712764867e-09
1876,4.0508300713781864e-08,1.1487427897804992e-08
1877,4.7004601100297805e-08,4.329371083855449e-09
1878,2.0532901601200138e-08,6.039088784604019e-09
1879,4.3376211067425174e-08,4.887460214320072e-09
1880,3.786529134686134e-08,7.059631101924424e-09
1881,3.765154232837631e-08,8.367009307619355e-09
1882,5.0580926114207614e-08,9.983077475794744e-09
1883,1.8326083761621703e-08,5.687405213450347e-09
1884,2.5746619058963915e-08,4.621187876807653e-09
1885,3.287274097374393e-08,1.933690763067375e-09
1886,4.840097744818195e-08,7.098810428374236e-09
1887,3.7867764035581786e-08,3.264462256069578e-09
1888,3.867775077992519e-08,6.340614699951175e-10
1889,2.4434033463194282e-08,7.51816386923565e-09
1890,2.818386235503567e-08,2.2940351840361473e-08
1891,2.039750413018737e-08,3.1871101313640793e-09
1892,3.949162774574688e-08,3.761107425503951e-09
1893,4.618812354806323e-08,2.463366621796581e-09
1894,3.843938856107343e-08,1.3233232287745977e-08
1895,2.2268872967856623e-08,4.814891596538473e-09
1896,1.3563166589847242e-08,5.897029087265082e-09
1897,3.1464253424928756e-08,2.330685422435863e-09
1898,1.810673566637888e-08,2.8291773368493978e-09
1899,2.1004797901014172e-08,9.39688327150634e-09
1900,2.803168719367477e-08,1.1939421895590385e-08
1901,2.1237207548097103e-08,1.676621730339889e-09
1902,1.0311596021495006e-08,7.365425602756659e-09
1903,3.456140973412403e-08,6.480264325148255e-09
1904,2.6873125946735854e-08,6.449550227216605e-09
1905,3.560923644840841e-08,2.0643036169332163e-09
1906,1.9033482345776065e-08,1.5432553013283723e-09
1907,3.239991386294605e-08,2.5714217422034835e-09
1908,1.1296195090437777e-08,8.349361202419914e-09
1909,1.7603147384193107e-08,2.2003934230241384e-09
1910,2.2979847358328698e-08,3.206490406526541e-09
1911,1.8621308939259507e-08,2.6601871816467337e-09
1912,1.4586379215586476e-08,2.6047106693738442e-09
1913,1.3257474229533273e-08,3.181793939432964e-09
1914,2.678697441638178e-08,4.68772043404897e-09
1915,2.3561524287174507e-08,2.3561523843085297e-09
1916,0.0,1.0987462051303964e-09
1917,8.773139548168274e-09,4.386569774084137e-09
1918,1.378365155346728e-08,2.2972752589112133e-09
1919,4.4197673076951105e-08,9.207848372660976e-10
1920,1.741613253614105e-08,3.028892692213958e-09
1921,3.0290991048786964e-08,3.0290989716519334e-09
1922,2.7298360905092522e-08,7.377935595798135e-09
1923,1.4862327368803108e-08,6.369568872344189e-09
1924,2.5783249313349188e-08,1.1602462102189293e-08
1925,1.9796720707176974e-08,2.1996355847875293e-09
1926,2.1177662290483568e-08,2.229227691330493e-09
1927,4.0137209111890115e-08,1.2264147031260109e-08
1928,2.5137291359556002e-08,7.998228745975666e-09
1929,2.6736975300423182e-08,5.570202965543558e-09
1930,1.1553964007759987e-08,0.0
1931,1.1405356659111021e-08,3.4216069977333063e-09
1932,6.575722188983946e-09,3.287861094491973e-09
1933,8.02946331646126e-09,5.735331320977366e-09
1934,2.3963160344919743e-08,7.188948103475923e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.9399543305098632e-08,3.6374143697059935e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,2.2941076593951948e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,0.0
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,4.1763312808029696e-09
1947,8.344609447874518e-09,5.960435700558264e-09
1948,2.717971980814582e-08,1.4133454406817236e-08
1949,1.1780409536754632e-08,2.945102384188658e-09
1950,5.317680518146517e-09,7.444753258312176e-09
1951,1.9190522948520083e-08,0.0
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,1.0773827163745864e-08,4.3095309543161875e-09
1954,1.6613311615287785e-08,3.9090144454689835e-09
1955,1.407841132561316e-08,2.815682353940474e-09
1956,1.3081712602058815e-08,5.232684952005684e-09
1957,1.8553580005686854e-08,6.184526224473075e-09
1958,9.099467845885556e-09,6.617794756635931e-09
1959,1.4726420971555854e-08,9.300897829689347e-09
1960,1.5225833038812198e-08,6.2287499602575735e-09
1961,1.528595028332802e-08,8.33779090214648e-09
1962,2.029426049432459e-08,6.976152100435229e-09
1963,1.4871922360271128e-08,5.1728425987107585e-09
1964,2.1293889318485526e-08,3.6503808864551957e-09
1965,1.4227312661319047e-08,3.2832261354087677e-09
1966,2.7141465963609335e-08,5.539074976468328e-09
1967,8.874604162656397e-09,3.451234853457663e-09
1968,1.3474247495537384e-08,8.084548142051062e-09
1969,1.7712855182594467e-08,3.1792304344691047e-09
1970,1.5635665207014426e-08,2.2993624781975086e-09
1971,1.5929032315398217e-08,4.1107179882260425e-09
1972,1.6416469961200164e-08,6.156176013405457e-09
1973,1.3783009400469837e-08,2.205281512956958e-09
1974,1.012602890426706e-08,4.500457340128605e-09
1975,6.8537762132336866e-09,3.998036124386317e-09
1976,1.2569759455516305e-08,5.713526984862938e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,1.0099005187669263e-08,2.3762365408686037e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,9.096241093686785e-09,4.548120546843393e-09
1981,1.0120879245789638e-08,1.8976649140967083e-09
1982,1.924325765401136e-08,5.586751949948621e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,6.958810416790584e-09,6.958810416790584e-09
1985,7.820225356169885e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,5.395036861699509e-09
1987,1.0388388815840699e-08,6.110816852533674e-10
1988,8.994830658082265e-09,3.597932174415064e-09
1989,7.683371272548811e-09,2.7440609784434855e-09
1990,5.993515905799995e-09,4.90378582185258e-09
1991,1.0550637696837839e-08,2.9307325455363298e-09
1992,1.0468894195980738e-08,2.7549720282848966e-09
1993,1.0524494165053966e-08,4.985286850001103e-09
1994,1.0549853435293244e-08,4.2199412852994556e-09
1995,7.591431483433553e-09,5.422450821690461e-10
1996,1.2277611816102763e-08,1.067618438099771e-09
1997,8.630809844589749e-09,2.3974471297094624e-09
1998,9.059445638115449e-09,4.291316191284977e-09
1999,6.8553016596695215e-09,3.1991407301035224e-09
2000,1.0603275590881367e-08,4.4180314962005696e-10
2001,1.4019877703219663e-08,3.943090742808408e-09
2002,9.63868718173444e-09,2.6287327870022636e-09
2003,9.58392298855415e-09,1.2500769308587678e-09
2004,3.0833537945085254e-09,2.642874807889939e-09
2005,9.457874483587148e-09,4.954124666056714e-09
2006,1.317724773741702e-08,2.0589450144825605e-09
2007,1.3181781888249589e-08,5.991719120856942e-09
2008,1.7881246705542253e-08,7.2376473703172906e-09
2009,1.5258216023994464e-08,7.629108011997232e-09
2010,1.7005655550406118e-08,8.030448306328708e-09
2011,2.7532598423363197e-08,1.2236710311697152e-08
2012,2.144679278615058e-08,1.5659562535574878e-08
2013,3.8489925913154366e-08,1.840822605458925e-08
2014,3.269822101970021e-08,2.1004817440939405e-08
2015,4.4109849994811157e-08,1.684597350504191e-08
2016,4.494807726018735e-08,1.7813524877396958e-08
2017,3.018733707449428e-08,1.9621769098421282e-08
2018,3.407535942301365e-08,1.8070267060465994e-08
2019,3.877501342230971e-08,1.811201322254874e-08
