year,touchant_VERB en_ADP
1890,6.030035698545433e-08
1891,4.398211705947119e-08
1892,5.140180192597654e-08
1893,8.190693989718056e-08
1894,4.915200690902566e-08
1895,8.847363375252826e-08
1896,3.4202766840962795e-08
1897,5.302309347143819e-08
1898,7.299278004246901e-08
1899,6.467266899790047e-08
1900,5.6582480034705895e-08
1901,7.824234415920728e-08
1902,6.13785502423525e-08
1903,4.968202804711552e-08
1904,5.912087708281888e-08
1905,4.6446832158153484e-08
1906,4.3211148437194424e-08
1907,4.52570218523185e-08
1908,5.206072239971604e-08
1909,5.3359539009534274e-08
1910,4.382203400155049e-08
1911,3.458243114096149e-08
1912,6.251305251225858e-08
1913,6.363587345958877e-08
1914,5.424362470307642e-08
1915,2.5917676671483036e-08
1916,7.361599330124591e-08
1917,8.334482259897413e-08
1918,5.972916028440522e-08
1919,3.775218004875569e-08
1920,5.2248399384779987e-08
1921,4.4679211441689404e-08
1922,5.3858929760508545e-08
1923,7.855801698042342e-08
1924,6.574728672603669e-08
1925,6.598907020816114e-08
1926,5.795991953050361e-08
1927,5.797597069090443e-08
1928,6.627104198742018e-08
1929,6.907051641746875e-08
1930,3.046045193855207e-08
1931,3.763767608688795e-08
1932,7.342889318806556e-08
1933,7.226517340086502e-08
1934,7.668211310374318e-08
1935,5.744776387928141e-08
1936,5.33487423126644e-08
1937,3.3996019999094074e-08
1938,3.8895642262559704e-08
1939,6.270560959364957e-08
1940,9.889553354014424e-08
1941,5.017554371988808e-08
1942,1.2136847260535433e-07
1943,1.4225852851268428e-07
1944,1.4138018400444707e-07
1945,1.0238969139209075e-07
1946,8.90950682119751e-08
1947,6.437270450021515e-08
1948,1.4133453873910184e-07
1949,7.85360690924719e-08
1950,4.1477910883713776e-08
1951,9.062191708153478e-08
1952,6.221433979103352e-08
1953,5.2791755966730136e-08
1954,3.7135635899687713e-08
1955,4.786660090516648e-08
1956,5.494319066379205e-08
1957,5.9194753987412696e-08
1958,3.9706769427994004e-08
1959,6.045583234026708e-08
1960,4.3601250609981435e-08
1961,5.628008992175637e-08
1962,3.551495525444537e-08
1963,5.88410856705579e-08
1964,3.6503809308641166e-08
1965,4.377634726937529e-08
1966,4.431259692516676e-08
1967,2.958201350544698e-08
1968,4.6710724177501106e-08
1969,4.3600874438665116e-08
1970,4.368788641961885e-08
1971,4.624557803367679e-08
1972,5.0275438923108595e-08
1973,6.615844472257493e-08
1974,4.7817358961310674e-08
1975,4.0551507929365016e-08
1976,5.999203084305904e-08
1977,4.760193306196925e-08
1978,4.455443658457625e-08
1979,4.506019379846293e-08
1980,5.1734871719943953e-08
1981,5.819505433102279e-08
1982,6.517877659817373e-08
1983,5.1785590926556324e-08
1984,5.3350879547497954e-08
1985,5.654624501971739e-08
1986,7.313272476494603e-08
1987,5.988600548789691e-08
1988,5.936588104438201e-08
1989,6.585746525900049e-08
1990,5.7210836956755884e-08
1991,5.8614652687083435e-08
1992,4.628353122981821e-08
1993,4.929894714678085e-08
1994,5.222177157371277e-08
1995,5.476675468685244e-08
1996,4.537378450741869e-08
1997,6.233362725982516e-08
1998,5.0542170448864e-08
1999,5.3928372711897765e-08
2000,5.566719751826099e-08
2001,4.7317088192055934e-08
2002,5.476526698799944e-08
2003,6.083707726478593e-08
2004,6.607186764373552e-08
2005,5.809837078096791e-08
2006,6.300371380163483e-08
2007,5.6721609853482846e-08
2008,5.790117993398347e-08
2009,4.8635564464660774e-08
2010,4.6765552763616824e-08
2011,4.474047343716592e-08
2012,4.595741098789574e-08
2013,3.87688384173579e-08
2014,4.1576548537314295e-08
2015,3.6130178140969527e-08
2016,3.376284168910004e-08
2017,3.8740415875260226e-08
2018,3.7947560316275997e-08
2019,3.0866952605013154e-08
