year,sauvant_VERB en_ADP
1995,5.4224509327127635e-09
1996,2.6690460952494277e-09
1997,2.3974471297094624e-09
1998,2.86087753487152e-09
1999,4.113180906983871e-09
2000,5.3016377954406835e-09
2001,4.381211837767296e-09
2002,7.448076377869484e-09
2003,2.5001538617175356e-09
2004,5.285749615779878e-09
2005,1.3511248786457486e-09
2006,9.882935358973555e-09
2007,3.1955835755326234e-09
2008,3.405951742863067e-09
2009,1.907277002999308e-09
2010,3.3066551718974324e-09
2011,3.059177577924288e-09
2012,6.468080293586809e-09
2013,6.693900100884775e-09
2014,4.330890313042346e-09
2015,6.64972610309178e-09
2016,6.214019965256057e-09
2017,4.779661555431858e-09
2018,5.421080029321956e-09
2019,9.94885240857002e-09
