year,travaillant_VERB en_ADP
1913,6.326466848172174e-07
1914,4.4265475418470146e-07
1915,5.595861898299859e-07
1916,4.99929512898234e-07
1917,6.426324908881398e-07
1918,6.26007498283343e-07
1919,6.18767411530996e-07
1920,5.913912919375264e-07
1921,5.732569716698777e-07
1922,6.094174871407176e-07
1923,4.777176525472271e-07
1924,6.020388729766069e-07
1925,5.213136544668373e-07
1926,5.784846131007271e-07
1927,5.295881972955385e-07
1928,6.638529805869098e-07
1929,6.015819220550611e-07
1930,6.16561523614223e-07
1931,5.999217824737002e-07
1932,6.038704931654593e-07
1933,7.375635853179574e-07
1934,6.637795362252064e-07
1935,6.30728566264338e-07
1936,6.826214367094963e-07
1937,8.096089212372704e-07
1938,6.962319893943913e-07
1939,8.381139702251517e-07
1940,6.82125624429375e-07
1941,6.493305981791764e-07
1942,7.919292723812532e-07
1943,7.751638282371687e-07
1944,9.735954211720355e-07
1945,1.0347893741879943e-06
1946,1.0148485216632253e-06
1947,7.748566037690807e-07
1948,8.643150941622935e-07
1949,9.532315168314653e-07
1950,9.61436654733916e-07
1951,9.851134894489633e-07
1952,1.0007019088931202e-06
1953,8.597514273844808e-07
1954,9.332772261672062e-07
1955,9.995671987894639e-07
1956,1.002059200061467e-06
1957,1.031048913802124e-06
1958,1.0894544839601394e-06
1959,1.0858798100699119e-06
1960,1.0104416432454855e-06
1961,1.0672373029763094e-06
1962,9.620748038230431e-07
1963,1.193633423213214e-06
1964,1.114583053407614e-06
1965,1.1409210820545468e-06
1966,1.1039375529264817e-06
1967,9.929695412580486e-07
1968,1.0864734942828136e-06
1969,1.017807889525102e-06
1970,1.0678239164008119e-06
1971,1.1386688729686512e-06
1972,1.1773687624838658e-06
1973,1.0601890956252191e-06
1974,1.2123106465367073e-06
1975,1.1131675137221464e-06
1976,1.2684030217258169e-06
1977,1.1330435256695637e-06
1978,1.1685143554984734e-06
1979,1.1522535494634667e-06
1980,9.11898176525483e-07
1981,1.1341709971190994e-06
1982,1.166389708373572e-06
1983,1.4114731641257094e-06
1984,1.046720996100703e-06
1985,1.057535143900168e-06
1986,1.0142669513157898e-06
1987,1.0119512481310267e-06
1988,9.684434267853703e-07
1989,8.440731882330965e-07
1990,9.251809380828036e-07
1991,9.39006696398792e-07
1992,9.080387819437874e-07
1993,8.691016546436003e-07
1994,9.067598902845475e-07
1995,8.160788631528249e-07
1996,8.925289911587697e-07
1997,8.71711812067133e-07
1998,9.536258609443848e-07
1999,1.0474901586121632e-06
2000,8.23521055792753e-07
2001,8.398783162277823e-07
2002,1.2495243382204535e-06
2003,9.129728368861834e-07
2004,9.051846134866537e-07
2005,8.714755530547791e-07
2006,8.845227483789131e-07
2007,8.080831896961627e-07
2008,8.11467980810221e-07
2009,7.657717038256351e-07
2010,7.203784235798594e-07
2011,7.273194775336833e-07
2012,6.621271335660595e-07
2013,6.163966368433194e-07
2014,5.12127760643466e-07
2015,4.6104768003374375e-07
2016,4.014256891338164e-07
2017,4.769599062370844e-07
2018,4.6027550659744065e-07
2019,4.479534592150003e-07
