year,dut_VERB aider_VERB,dut_VERB céder_VERB
1980,6.253665585376211e-09,1.500879847071701e-07
1981,1.2651099057237047e-09,1.3789697561605863e-07
1982,4.966001831974154e-09,1.3159905165593955e-07
1983,6.946847541655643e-09,1.288324540382746e-07
1984,5.219107812592938e-09,1.269982874418929e-07
1985,5.414002135495366e-09,1.269282705607111e-07
1986,5.395036861699509e-09,1.1869081362192446e-07
1987,3.0554083707556856e-09,1.2466065868466103e-07
1988,5.396898483667201e-09,1.1993107307262107e-07
1989,3.2928733073589456e-09,1.3939830978415557e-07
1990,8.717841559757744e-09,1.3022275879848166e-07
1991,2.9307325455363298e-09,1.0785095838627967e-07
1992,3.856960972825618e-09,1.2066777799191186e-07
1993,2.7696036575264316e-09,1.3404881826772908e-07
1994,6.857404422078162e-09,1.0127858729447325e-07
1995,5.964695848348356e-09,1.220051473183048e-07
1996,4.804283193493575e-09,1.1583659897951293e-07
1997,3.3564262480467733e-09,1.385724459623816e-07
1998,2.86087753487152e-09,1.0299159214355313e-07
1999,5.941261704833778e-09,1.1242694597513037e-07
2000,4.859834756842929e-09,1.1000898325619346e-07
2001,9.638665865452367e-09,1.051490841064151e-07
2002,3.504977197366088e-09,1.1172114966484514e-07
2003,6.250384210204629e-09,1.0959007568089874e-07
2004,3.0833537945085254e-09,8.369103454697324e-08
2005,4.954124666056714e-09,1.0268549033298768e-07
2006,7.000412693969338e-09,9.512325505056651e-08
2007,6.391167151065247e-09,8.068848700304443e-08
2008,2.9802078582719105e-09,9.366367237362283e-08
2009,1.0013204487790972e-08,1.0346978029929232e-07
2010,4.2514138876015295e-09,7.369116872268933e-08
2011,9.55992973672437e-09,7.342026009382607e-08
2012,1.5659562535574878e-08,8.27233392897142e-08
2013,1.4224537991935904e-08,9.678264234480594e-08
2014,1.905591773265769e-08,1.2148147732204961e-07
2015,1.1747849804066846e-08,1.0528733440651195e-07
2016,1.3463710146766061e-08,1.410582513017289e-07
2017,8.301517695485927e-09,7.395897227979731e-08
2018,1.7295826992835828e-08,8.906059889568496e-08
2019,8.928457084778074e-09,7.780512589761202e-08
