year,aient_VERB eu_VERB,aient_VERB su_VERB
1879,1.6709004739823285e-06,8.430868803088742e-08
1880,1.384971255902201e-06,6.35366745882493e-08
1881,1.4865386219753418e-06,8.367008774712303e-08
1882,1.6072755215645884e-06,6.988154410692005e-08
1883,1.5198010032690945e-06,8.02556030521373e-08
1884,1.477459818488569e-06,9.968562153517269e-08
1885,1.565644879519823e-06,9.410628365458251e-08
1886,1.5475405916731688e-06,8.841245602297931e-08
1887,1.6048096540544066e-06,5.549586035158427e-08
1888,1.6479257283208426e-06,4.882273429984707e-08
1889,1.5525008620898006e-06,9.523007804546069e-08
1890,1.608446495993121e-06,6.94764992204e-08
1891,1.6088531538116513e-06,4.971891698346553e-08
1892,1.5702623841207242e-06,6.205826963423533e-08
1893,1.5999565903257462e-06,4.8035648347877213e-08
1894,1.5779054365339107e-06,9.263262512604342e-08
1895,1.48900517160655e-06,1.0773320013868215e-07
1896,1.547970100546081e-06,1.0024949403941719e-07
1897,1.4922213722456945e-06,8.914872040577393e-08
1898,1.5407700857394957e-06,7.355861697533328e-08
1899,1.4432507668971084e-06,8.346643198819947e-08
1900,1.4820457181485835e-06,9.914911203168231e-08
1901,1.4798980600971845e-06,6.371162442064815e-08
1902,1.4033590787221328e-06,5.5977235291493344e-08
1903,1.4629197266913252e-06,7.2902970771338e-08
1904,1.5371427934951498e-06,8.438161813728584e-08
1905,1.551324203319382e-06,7.844353433483775e-08
1906,1.4763809303985909e-06,9.61962527412652e-08
1907,1.5346245163527783e-06,7.25140907320565e-08
1908,1.5333356486735283e-06,7.12151404513861e-08
1909,1.3900985322834458e-06,7.536347368386487e-08
1910,1.4760544218006544e-06,7.855901174025348e-08
1911,1.513646452622197e-06,9.523469657324313e-08
1912,1.5039598793009645e-06,8.699733200501214e-08
1913,1.4164285175866098e-06,8.431753428794764e-08
1914,1.4016284239914967e-06,1.0246017723147816e-07
1915,1.7317720448772889e-06,6.950649833470379e-08
1916,1.6140581919898978e-06,1.3404704191088967e-07
1917,1.5276228850780171e-06,1.3050045311047143e-07
1918,1.492080286880082e-06,6.317507228459363e-08
1919,1.4962753311920096e-06,6.629650783906982e-08
1920,1.5470069456569036e-06,5.4520068459851245e-08
1921,1.3797546216665069e-06,9.465934169838874e-08
1922,1.4099234704190167e-06,1.0919344362037009e-07
1923,1.4458921668847324e-06,7.325004247604738e-08
1924,1.3239698546385625e-06,7.734974616369072e-08
1925,1.3923693131800974e-06,5.49908882874206e-08
1926,1.4445395208895206e-06,9.13983342343272e-08
1927,1.3501711464414257e-06,1.0145794959726118e-07
1928,1.3631266710945056e-06,1.1083260176292242e-07
1929,1.4259719591791509e-06,1.0249173953980062e-07
1930,1.3150511222193018e-06,8.71799059609657e-08
1931,1.33556727632822e-06,8.89617837174228e-08
1932,1.3491189747583121e-06,9.5347971296178e-08
1933,1.2893024177174084e-06,8.947116469926186e-08
1934,1.409033870913845e-06,7.06913212411564e-08
1935,1.3021492577536264e-06,6.702239119249498e-08
1936,1.3143190926712123e-06,6.547345776652946e-08
1937,1.3271038596940343e-06,7.80649358489427e-08
1938,1.2641083912967588e-06,9.205302120562919e-08
1939,1.4116408237896394e-06,8.411727492330101e-08
1940,1.5087908877831069e-06,6.339457314652464e-08
1941,1.360642727377126e-06,8.559357667081713e-08
1942,1.5686874803577666e-06,3.944475324146879e-08
1943,1.5764567251608241e-06,1.1612940653549231e-07
1944,1.523050286778016e-06,1.0603514510876266e-07
1945,1.5467378489120165e-06,9.803267886354661e-08
1946,1.4380500488186954e-06,1.1136883415474585e-07
1947,1.3768606095254654e-06,7.510148947176276e-08
1948,1.335067850050109e-06,9.458542393758762e-08
1949,1.3792896425002255e-06,7.853606831531579e-08
1950,1.2411467196216108e-06,7.12569203642488e-08
1951,1.411569542142388e-06,8.955577612823618e-08
1952,1.3339176803128794e-06,7.27591498161928e-08
1953,1.3531927152143908e-06,6.787511352968068e-08
1954,1.3456782426146674e-06,5.570345606997762e-08
1955,1.3778072798231733e-06,6.382213513234092e-08
1956,1.2401463891364983e-06,7.064124929456739e-08
1957,1.4127225540505606e-06,7.598132611974506e-08
1958,1.3103233413858106e-06,7.775908983376212e-08
1959,1.374982616653142e-06,7.905762799964577e-08
1960,1.3585596434495528e-06,7.474500307580456e-08
1961,1.299305836255371e-06,8.059864597953492e-08
1962,1.3191269090384594e-06,1.0147130069526611e-07
1963,1.3048495475231903e-06,7.694603709751391e-08
1964,1.3159623222236405e-06,6.874883951013544e-08
1965,1.4101456144999247e-06,7.551420111440166e-08
1966,1.3310396980159567e-06,5.4836839069594134e-08
1967,1.4460674719884992e-06,7.691323844483122e-08
1968,1.3352979522096575e-06,8.578604138165247e-08
1969,1.3384560588747263e-06,7.039724891910737e-08
1970,1.3304111234901939e-06,7.03604925433865e-08
1971,1.2157448736616061e-06,7.913131838677145e-08
1972,1.209688662129338e-06,6.720492251588439e-08
1973,1.269690869776241e-06,6.726108381371887e-08
1974,1.184182792712818e-06,5.62557183059198e-08
1975,1.2119760413042968e-06,6.282628106646371e-08
1976,1.2169812180218287e-06,7.084773301357927e-08
1977,1.203564920615463e-06,8.227494419088544e-08
1978,1.2207915460749064e-06,5.405938097169383e-08
1979,1.2195512226753635e-06,6.729769097546523e-08
1980,1.1989982340310235e-06,6.82218086467401e-08
1981,1.1518825431267032e-06,4.491140259688109e-08
1982,1.234051410392567e-06,7.759378206628753e-08
1983,1.2302235745664802e-06,5.241712486281358e-08
1984,1.1632811265371856e-06,7.190770645593147e-08
1985,1.0942300150418305e-06,6.135869057288801e-08
1986,1.083802999346517e-06,7.912721144975876e-08
1987,1.2007755003651255e-06,6.171924837872211e-08
1988,1.1339483307892806e-06,6.896036808257122e-08
1989,1.0976244766425225e-06,7.902895760025785e-08
1990,1.1398577726140502e-06,7.13773289362507e-08
1991,1.0779234571600682e-06,5.8614652687083435e-08
1992,1.126783558902389e-06,7.548623415232214e-08
1993,1.0181063316849759e-06,6.480872372094382e-08
1994,1.0776675480883569e-06,6.910153871331204e-08
1995,1.0665960417099996e-06,6.181593903420435e-08
1996,1.1135260820083204e-06,5.87190136513982e-08
1997,1.0822076319527696e-06,6.041567246484192e-08
1998,1.0237173455607262e-06,5.5787111818972335e-08
1999,1.0721691978687886e-06,7.083811937036444e-08
2000,1.0294013463862939e-06,6.052702872239024e-08
2001,9.75695911620278e-07,5.5641390162008975e-08
2002,1.0164434343096218e-06,5.5203390303404376e-08
2003,1.0354802952861064e-06,5.708684369665207e-08
2004,1.0144234465769841e-06,4.713126600108808e-08
2005,1.0043361271527829e-06,4.638862094452634e-08
2006,9.084064913622569e-07,5.723866891571561e-08
2007,9.379037919643451e-07,4.673540843214141e-08
2008,9.366367521579377e-07,6.684179965077419e-08
2009,8.868838108355703e-07,3.9575997590191037e-08
2010,8.554789019399323e-07,5.007220593711281e-08
2011,7.410857847389707e-07,3.556294103645996e-08
2012,8.020419386411959e-07,4.731911218414098e-08
2013,8.646287597002811e-07,5.1319901217539154e-08
2014,9.478153515374288e-07,5.7600843206273566e-08
2015,8.278909149339597e-07,4.521813679048137e-08
2016,8.519421612618316e-07,5.4890509915139774e-08
2017,7.841160254429269e-07,3.8740413543791874e-08
2018,7.64888568483002e-07,4.801528064035665e-08
2019,8.489687388646416e-07,4.668307695965268e-08
