year,servant_VERB en_ADP,servant_VERB sans_ADP
1863,1.323574583267373e-07,2.447364266799923e-08
1864,1.0644296111195217e-07,1.2945765348604255e-08
1865,1.0213852125184886e-07,1.835669216632141e-08
1866,1.1580158637558569e-07,2.7733993990253225e-08
1867,1.4801075742809644e-07,7.279217228983725e-09
1868,1.0521931548268526e-07,2.6181332657415624e-08
1869,8.790334693475899e-08,8.790334682373668e-09
1870,6.938199170747339e-08,1.490852596930381e-08
1871,1.2532989046576404e-07,5.2043770182308435e-08
1872,1.2094677970253542e-07,4.8378716144270584e-08
1873,1.1373408204118363e-07,2.1549615425442425e-08
1874,1.3263632636650868e-07,9.559374625212058e-09
1875,1.1214193307296227e-07,1.659242937490646e-08
1876,1.2998931708807504e-07,1.6324239737741664e-08
1877,1.3482898453265335e-07,1.6080522136086017e-08
1878,8.33394268595633e-08,1.2078177569208037e-08
1879,9.286174673661662e-08,3.1157558311178946e-08
1880,1.1359587848147612e-07,2.1820676820993867e-08
1881,1.5409241793662432e-07,2.1614772693911988e-08
1882,1.5773263029039697e-07,1.7304001787010748e-08
1883,1.4218512944808026e-07,2.211768546089843e-08
1884,9.176358872764467e-08,2.2445769687351458e-08
1885,1.0570842701174143e-07,2.2559724977000428e-08
1886,1.400401603013357e-07,2.2587123282846733e-08
1887,1.4755369509567018e-07,2.285123695822122e-08
1888,1.572472427824323e-07,1.7119660356001987e-08
1889,1.8419501657263027e-07,1.5662841412744655e-08
1890,1.5271721159892948e-07,1.7041404731799048e-08
1891,1.4724448627045916e-07,1.529812720946211e-08
1892,1.6047392348284006e-07,3.447681962143179e-08
1893,1.5088120641770786e-07,1.7859408174558666e-08
1894,1.6068925590140282e-07,3.528862180246506e-08
1895,1.5648398110634787e-07,1.745398137131815e-08
1896,1.5921977553068345e-07,2.0049897742069334e-08
1897,1.5732126446010852e-07,2.0393496669157685e-08
1898,1.5051224122597517e-07,1.5277558773618694e-08
1899,1.4869185172017296e-07,1.3818945987509323e-08
1900,1.437921743896453e-07,1.5054054003371675e-08
1901,1.6151454929058673e-07,2.5708198236884527e-08
1902,3.6483410026377783e-07,2.0623192042990013e-08
1903,1.2852524866602266e-07,3.888158772724637e-08
1904,1.7628770887512246e-07,1.8811189050893518e-08
1905,9.289366592613035e-08,2.167518786677647e-08
1906,9.413857754436705e-08,1.7490227932626112e-08
1907,1.0542829187443203e-07,2.6228502036929058e-08
1908,1.0068347688907409e-07,2.553922229253658e-08
1909,1.287230113611315e-07,1.5402754349747028e-08
1910,1.0153886409458579e-07,1.9238942883248455e-08
1911,1.1492008411551069e-07,9.044636151145369e-09
1912,1.2294234252863134e-07,1.4586379215586476e-08
1913,1.2037786789598215e-07,4.0302722548180014e-08
1914,1.4130128739298087e-07,1.4063161579702665e-08
1915,1.1898569229895628e-07,4.947920118070215e-08
1916,8.789969285771804e-08,2.966614687238689e-08
1917,1.261138748986923e-07,1.315970976634162e-08
1918,8.844509391536803e-08,1.378365155346728e-08
1919,6.53757222246476e-08,1.4732557396257562e-08
1920,9.843901249695364e-08,1.817335615328375e-08
1921,7.19411019645122e-08,1.438822039290244e-08
1922,8.041949683956773e-08,9.591316185719734e-09
1923,8.386599281706708e-08,1.1677542488541803e-08
1924,5.672314884463958e-08,1.1602462102189293e-08
1925,1.0448268739082778e-07,9.898360353588487e-09
1926,9.474217610438984e-08,1.3375366592072169e-08
1927,7.2469961698296e-08,2.2298449309232637e-08
1928,9.369354136978814e-08,2.6279895593006586e-08
1929,8.578112642432245e-08,2.1166771446701205e-08
1930,9.558279201460351e-08,1.6805765667982087e-08
1931,6.843213729013087e-08,3.5356606531422585e-08
1932,7.342889862815838e-08,1.53433514782364e-08
1933,7.341224117496381e-08,8.02946331646126e-09
1934,8.387105765450542e-08,2.875579241390369e-08
1935,8.856530264722551e-08,2.154291145473053e-08
1936,8.244806215529366e-08,2.3036957230715416e-08
1937,6.673292318737367e-08,5.0364472592434595e-09
1938,8.9459980756601e-08,1.4261735792331365e-08
1939,1.147053767525108e-07,7.647025235257843e-09
1940,1.4453962648985907e-07,5.0715658339584024e-09
1941,8.854507882460894e-08,1.7709016475464523e-08
1942,1.0923162108156248e-07,1.517105907566929e-08
1943,8.709705690002068e-08,1.7419411024732767e-08
1944,1.124615138792251e-07,1.2852744646352221e-08
1945,5.2284098384092204e-08,2.178504132643866e-08
1946,6.682130138102593e-08,3.897909284233947e-08
1947,9.894323227399582e-08,1.549713246618012e-08
1948,8.371353743541476e-08,1.0871888278529696e-08
1949,8.73713774662832e-08,1.0798709482173763e-08
1950,7.657460088239532e-08,2.5524867552917385e-08
1951,7.462980988748313e-08,1.3859822622919182e-08
1952,1.0650251702770674e-07,1.5817205323287453e-08
1953,1.228216350845912e-07,1.0773827163745864e-08
1954,8.20893006903134e-08,1.7590565448699635e-08
1955,1.1825865975367833e-07,1.3139850985055546e-08
1956,1.0727004329247336e-07,1.3081712602058815e-08
1957,2.2706046892695397e-07,7.068030161150318e-09
1958,1.1084805917604967e-07,8.272243334772611e-09
1959,9.533419498275464e-08,1.3951345856355601e-08
1960,9.619958518669591e-08,2.353083417006019e-08
1961,9.310533455320069e-08,1.737039845295385e-08
1962,1.0337388617331911e-07,1.7123282347597524e-08
1963,8.793832373399368e-08,1.3578711488548834e-08
1964,1.210709699162038e-07,7.909158661334459e-09
1965,6.949495434671604e-08,1.9699356812452606e-08
1966,8.087048997129642e-08,1.4401594583546284e-08
1967,8.529480272079226e-08,1.6763140986419955e-08
1968,7.725235162681088e-08,1.661823922916028e-08
1969,9.446855964156953e-08,1.6804503788492298e-08
1970,7.633883783442208e-08,1.2876429700270364e-08
1971,7.86174831901576e-08,1.798439086542203e-08
1972,8.772551174374144e-08,9.234264020108185e-09
1973,8.380069893565434e-08,1.7090931336838366e-08
1974,6.300640198464436e-08,1.3501372464475025e-08
1975,1.6620407405909532e-07,1.8276736568623164e-08
1976,8.855966604492949e-08,1.599787569084299e-08
1977,9.637921882799105e-08,1.2928920156696222e-08
1978,9.326728722669486e-08,1.485147871349568e-08
1979,9.538716483348253e-08,1.111874914361266e-08
1980,7.106438570936291e-08,1.762396723004045e-08
1981,6.958104276089117e-08,1.2018543993352893e-08
1982,6.890327353126224e-08,1.1794254461960918e-08
1983,7.515226019272347e-08,1.5788289786655696e-08
1984,8.46655252573214e-08,2.609553817478627e-08
1985,8.963181385990282e-08,1.3234227935754461e-08
1986,8.032610854247224e-08,9.591176741707841e-09
1987,7.271872065617302e-08,1.1610551631235921e-08
1988,7.855485462116008e-08,1.4391728697660255e-08
1989,6.530865059861668e-08,1.3171493229435782e-08
1990,5.4486510414619715e-08,1.3076762783725826e-08
1991,5.158089477763639e-08,7.033758464558559e-09
1992,7.493523868085106e-08,1.5427843891302473e-08
1993,6.647048778063436e-08,1.6063701702151434e-08
1994,6.857404577509385e-08,1.318731612798274e-08
1995,7.374533073090106e-08,1.4098372247417501e-08
1996,7.846995764282383e-08,1.7081894343462523e-08
1997,6.664903140496392e-08,8.630809844589749e-09
1998,6.389293494279968e-08,1.5734826774860267e-08
1999,5.986963591553263e-08,1.6452723627935484e-08
2000,6.361965221302057e-08,1.988114206596947e-08
2001,7.973805393746147e-08,1.664860427297299e-08
2002,7.316639916155054e-08,1.2267419968736704e-08
2003,7.458792206094245e-08,1.166738422542224e-08
2004,5.505989159049207e-08,1.365485272075695e-08
2005,6.350287096168472e-08,1.306087415997581e-08
2006,6.341550595756473e-08,9.882935692040462e-09
2007,5.991719187470324e-08,1.2782334302130494e-08
2008,5.279225212539984e-08,1.1920831516354369e-08
2009,4.815874565800016e-08,1.3827758493789588e-08
2010,5.526837942859686e-08,7.558068670920903e-09
2011,3.9386910510863515e-08,9.177532511728259e-09
2012,5.617016873848968e-08,1.565956214699682e-08
2013,6.498661253573346e-08,1.589801357226861e-08
2014,4.3308905128824904e-08,1.0394137106572998e-08
2015,4.167161567203426e-08,9.974589335048911e-09
2016,4.4533810861224765e-08,1.5742184444889062e-08
2017,4.226227123815818e-08,1.3081178806828575e-08
2018,3.7689413034946995e-08,1.3423627209796507e-08
2019,3.418323674120316e-08,1.0459049626376782e-08
