year,passant_VERB en_ADP
1944,9.31823976202395e-07
1945,1.0304324220555827e-06
1946,9.92574754832276e-07
1947,9.715510174146402e-07
1948,1.0165215229562818e-06
1949,9.561766347587763e-07
1950,8.39130002816546e-07
1951,1.0075024619027317e-06
1952,9.880481002255692e-07
1953,9.06078895468454e-07
1954,1.000707683829205e-06
1955,9.714104294289427e-07
1956,9.270573428921125e-07
1957,9.488830272630366e-07
1958,8.834756073383687e-07
1959,8.789347774040834e-07
1960,8.076612445506726e-07
1961,7.705508906497016e-07
1962,7.578637877259098e-07
1963,8.334742460647249e-07
1964,7.805731314647346e-07
1965,8.312033941137997e-07
1966,7.610688825820944e-07
1967,7.972352733531807e-07
1968,9.69696692720845e-07
1969,7.816365439339279e-07
1970,7.610889696252343e-07
1971,7.240002304342852e-07
1972,7.885035842036814e-07
1973,7.007282150084393e-07
1974,7.380749877938797e-07
1975,6.859487768906547e-07
1976,7.433298492287577e-07
1977,6.711284683547092e-07
1978,6.885145324986297e-07
1979,6.735621482789611e-07
1980,7.146234679566987e-07
1981,7.312335412734683e-07
1982,6.542707566836725e-07
1983,6.094280209367753e-07
1984,6.74424690316755e-07
1985,5.95540221581814e-07
1986,6.522000077779921e-07
1987,6.318584553355322e-07
1988,5.882619049657478e-07
1989,5.943636054439594e-07
1990,6.020759286684552e-07
1991,5.867326891006996e-07
1992,5.967269700590805e-07
1993,6.591656926957512e-07
1994,5.464824042178407e-07
1995,6.14363649731331e-07
1996,5.951972994466814e-07
1997,6.089515807161661e-07
1998,6.098437168589044e-07
1999,6.133209708991672e-07
2000,6.141063622067122e-07
2001,6.019784990485277e-07
2002,6.177522315908845e-07
2003,6.150378411007296e-07
2004,6.726116481559075e-07
2005,6.494406932233687e-07
2006,6.423908303077042e-07
2007,6.163481600651721e-07
2008,6.356357360459697e-07
2009,6.18434576438176e-07
2010,6.570796315941152e-07
2011,6.70342259923018e-07
2012,7.005951800920229e-07
2013,6.571178836622948e-07
2014,6.543975601402963e-07
2015,7.374546591165654e-07
2016,6.487436969848659e-07
2017,6.01985785664283e-07
2018,6.358152582208731e-07
2019,6.882564989041384e-07
