year,embrassant_VERB en_ADP
1888,2.4094335415725254e-08
1889,1.8168895721260014e-08
1890,2.6872983838188702e-08
1891,1.5935549768641977e-08
1892,3.071571019752639e-08
1893,2.3401982574000613e-08
1894,1.6384001710889606e-08
1895,2.828748768557432e-08
1896,2.5357223876198987e-08
1897,2.2724183423861177e-08
1898,4.3003495875382214e-08
1899,1.0502398950507086e-08
1900,1.7130474816440255e-08
1901,3.968004602672437e-08
1902,2.2096276808269977e-08
1903,1.1880484818149739e-08
1904,2.6335662539622717e-08
1905,1.0321517862621477e-08
1906,1.4403716441790948e-08
1907,1.2857107989372452e-08
1908,1.2278472460991452e-08
1909,1.6502950117569526e-08
1910,2.1911018666109783e-08
1911,1.8089272302290738e-08
1912,2.917275843117295e-08
1913,2.704524781904638e-08
1914,2.343860217024485e-08
1915,2.238344798399794e-08
1916,1.2086208478478966e-08
1917,1.5352993543160665e-08
1918,5.743188147278033e-09
1919,1.4732557396257562e-08
1920,8.329454459499175e-09
1921,6.058197943303867e-09
1922,1.475587119159627e-08
1923,1.1677542488541803e-08
1924,2.4494086758863887e-08
1925,7.698724324711748e-09
1926,1.0031524944054127e-08
1927,2.4528294062520217e-08
1928,4.570416489713125e-09
1929,1.5596569369336066e-08
1930,1.6805765667982087e-08
1931,1.0264820993199919e-08
1932,8.767629289252454e-09
1933,1.0323596200123575e-08
1934,1.677421224144382e-08
1935,2.154291145473053e-08
1936,1.2124714565686645e-08
1937,1.7627565185307503e-08
1938,1.1668693344901726e-08
1939,9.176430282309411e-09
1940,0.0
1941,1.4757512545315876e-08
1942,2.1239483061208375e-08
1943,5.806470415592457e-09
1944,1.6065930807940276e-08
1945,1.089252066321933e-08
1946,1.9489545088902105e-08
1947,2.1457568388782988e-08
1948,1.7395020757149382e-08
1949,1.0798709482173763e-08
1950,1.3825969702452312e-08
1951,2.238894425410365e-08
1952,8.435843024123812e-09
1953,6.464296653518886e-09
1954,9.772536557761669e-09
1955,1.3139850985055546e-08
1956,1.831439710997529e-08
1957,5.301022731885041e-09
1958,2.4816730892496253e-09
1959,8.525822714489095e-09
1960,1.314958364417862e-08
1961,9.72742331128984e-09
1962,1.7123282347597524e-08
1963,1.4871922360271128e-08
1964,1.5209921211400967e-08
1965,1.91521518644322e-08
1966,1.273987226824147e-08
1967,1.2818872185960117e-08
1968,1.7965662735264232e-08
1969,1.2262745902047456e-08
1970,1.5635665207014426e-08
1971,1.2845993713206383e-08
1972,1.0773308023459549e-08
1973,9.37244681864513e-09
1974,6.750686232237513e-09
1975,7.996072248772634e-09
1976,1.1427053969725876e-08
1977,1.057820764316375e-08
1978,1.3069301196821925e-08
1979,1.345953837272873e-08
1980,1.0233271119375331e-08
1981,6.325549417596221e-09
1982,1.0552753892945077e-08
1983,4.4207211225000265e-09
1984,8.69851302098823e-09
1985,8.421781494405423e-09
1986,9.591176741707841e-09
1987,8.555143260480236e-09
1988,3.597932174415064e-09
1989,7.683371272548811e-09
1990,9.262707045820662e-09
1991,1.0550637696837839e-08
1992,3.856960972825618e-09
1993,1.1632335539246696e-08
1994,9.494867947434926e-09
1995,8.675921314704738e-09
1996,8.007138063703678e-09
1997,1.2946214766884623e-08
1998,5.72175506974304e-09
1999,5.484241505371301e-09
2000,5.301637684418381e-09
2001,4.8193329327261836e-09
2002,7.009954394732176e-09
2003,1.0417307017007715e-08
2004,1.101197855124525e-08
2005,5.404499514582994e-09
2006,9.882935358973555e-09
2007,5.991719120856942e-09
2008,8.514879551446697e-09
2009,6.675469732542183e-09
2010,8.97520635589899e-09
2011,8.412738061736036e-09
2012,1.1234034147378225e-08
2013,1.3387799813191492e-08
2014,6.279790909502481e-09
2015,9.309617077235544e-09
2016,1.5120782986821624e-08
2017,1.1320251402935355e-08
2018,1.161660012627408e-08
2019,1.0459050236999445e-08
