year,découvrant_VERB en_ADP,découvrant_VERB sans_ADP
1841,2.632424944692957e-08,8.346713542550788e-09
1842,1.8783142596845437e-08,2.683306021822318e-09
1843,2.7171791094904307e-08,7.088293507706567e-09
1844,1.97588213013411e-08,2.7442805805577564e-09
1845,2.5669049108500985e-08,5.022205318283568e-09
1846,1.6392604607062822e-08,2.9272506640865004e-09
1847,2.3190860787281053e-08,3.775256551818984e-09
1848,2.8158275489076345e-08,8.84974404868899e-09
1849,2.0110596077316245e-08,1.6758829879393033e-09
1850,1.4935791270431764e-08,6.1100964288129944e-09
1851,4.321124080775007e-08,6.449438760824933e-10
1852,1.3021091094245207e-08,9.765818376195057e-09
1853,2.866527215594772e-08,7.166318205520383e-09
1854,2.9095720721628027e-08,8.313063126763609e-09
1855,3.290301009428731e-08,2.1227748447927297e-09
1856,1.863788101630348e-08,4.141751386299575e-09
1857,5.516105261449411e-08,6.834112886711097e-09
1858,2.6425850618849722e-08,6.8511463169329545e-09
1859,4.582956147913819e-08,5.601390462572908e-09
1860,3.2040288810986084e-08,1.1442959468865865e-08
1861,1.6977470096435354e-08,5.659156698811785e-09
1862,1.626475132354699e-08,7.680577063240435e-09
1863,3.7459656709870615e-08,1.2486552236623538e-08
1864,3.8837296045812764e-08,7.1920918109924514e-09
1865,1.9768745529447074e-08,4.706844247692743e-09
1866,8.75810357570117e-09,2.919367858567057e-09
1867,2.232293283555009e-08,5.338092634588065e-09
1868,2.272342025655405e-08,2.4699371437009177e-09
1869,3.516133761927165e-08,1.4650557433881772e-09
1870,2.981705415905367e-08,3.4404292748035914e-09
1871,1.805600113868877e-08,7.434824311758348e-09
1872,1.5723081503438152e-08,6.652073114565837e-09
1873,1.0176207765333345e-08,1.2570609442263958e-08
1874,8.961914044203212e-09,6.572070221366744e-09
1875,3.3757011408397375e-08,1.716458086775674e-09
1876,9.67362345782874e-09,9.673623679873344e-09
1877,1.1751150275074451e-08,3.710889595609501e-09
1878,1.69094480639842e-08,1.8117265465633636e-09
1879,4.27652757650776e-09,3.0546627449723474e-09
1880,1.4119262203848848e-08,1.2835692508872398e-09
1881,1.8825769887431676e-08,1.3945015142624584e-09
1882,2.861815673327328e-08,1.7969540078155433e-08
1883,1.2638677882037541e-08,1.2638677882037541e-09
1884,2.6406786979293884e-08,7.2618666635548834e-09
1885,3.545099686030895e-08,1.933690763067375e-09
1886,2.8395241713496944e-08,5.808117542471791e-09
1887,2.4809914123125054e-08,6.528924623161458e-10
1888,1.3949351895803375e-08,5.072491537916335e-09
1889,3.257871128425904e-08,1.566284169030041e-08
1890,2.5562107375254328e-08,7.865263995654459e-09
1891,3.059625619528106e-08,7.649063604731055e-09
1892,4.0745331997271705e-08,6.8953633913793055e-09
1893,3.879802457085191e-08,1.847525021858587e-09
1894,2.3945849747519787e-08,1.764431090123253e-08
1895,3.490796229854709e-08,5.416753268150387e-09
1896,2.299841245223533e-08,2.3588115349859606e-09
1897,1.3984112201548271e-08,7.574727511894253e-09
1898,2.546259780800142e-08,7.921697076085366e-09
1899,8.291367592505594e-09,9.39688327150634e-09
1900,1.8168686666264477e-08,8.30568502863116e-09
1901,1.900171220370339e-08,8.941982265753268e-09
1902,2.553347622225033e-08,2.455141867585553e-09
1903,1.4580595175672784e-08,1.2960528428251905e-08
1904,2.2573425795258117e-08,1.2361637935498493e-08
1905,1.8062657147766004e-08,3.096455536422127e-09
1906,1.1317205839134203e-08,6.6874399351490865e-09
1907,2.3142794347563722e-08,3.599990305858114e-09
1908,1.4243028090277221e-08,1.4734167219643268e-09
1909,2.7504917454734823e-08,7.701377313651392e-09
1910,1.5498037075900584e-08,5.34415089958884e-09
1911,1.649316061502759e-08,1.3300935464144459e-08
1912,2.8130874241139026e-08,5.2094213387476884e-09
1913,7.954484182448596e-09,5.302989602995467e-09
1914,1.1384464038144415e-08,3.3483718020477227e-09
1915,1.8849219074468238e-08,1.0602685840410686e-08
1916,1.8678685265172135e-08,1.3184954461564757e-08
1917,1.6449636319748606e-08,7.676496771580332e-09
1918,2.2972751700933713e-08,1.378365155346728e-08
1919,2.762354434082681e-08,1.012863304339362e-08
1920,2.3473917476479755e-08,1.2115570768855832e-08
1921,2.8019165654313838e-08,1.060184651180407e-08
1922,2.951174238319254e-08,1.475587119159627e-08
1923,3.290943828559989e-08,5.307974060286824e-09
1924,1.804827398643738e-08,3.867487219366694e-09
1925,1.8696902470694e-08,1.7597084678300234e-08
1926,3.678225690695314e-08,1.2260752413340015e-08
1927,3.7907363914513326e-08,8.919379901328739e-09
1928,4.4561559775502246e-08,9.14083297942625e-09
1929,4.7903748523481227e-08,5.570202965543558e-09
1930,3.676261128848779e-08,7.352522590764465e-09
1931,2.2810713318222042e-08,6.843213995466613e-09
1932,4.274219378430644e-08,5.4797681947604815e-09
1933,2.982372038218273e-08,8.02946331646126e-09
1934,2.036868629318178e-08,8.38710612072191e-09
1935,3.8298509252854274e-08,8.377798899061872e-09
1936,2.9099314957647948e-08,8.487299751891442e-09
1937,3.651424407280501e-08,3.777335333410292e-09
1938,2.463390735840676e-08,7.779128452511941e-09
1939,2.9058696782158222e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,3.337632992206352e-08,0.0
1943,2.9032352077962287e-08,5.806470415592457e-09
1944,3.534504777746861e-08,1.2852744646352221e-08
1945,2.178504088234945e-08,4.357008087652048e-09
1946,6.125285700875338e-08,6.960552134671616e-09
1947,5.006765846360395e-08,1.1920871401116528e-08
1948,3.9138794649673514e-08,1.1959077061973744e-08
1949,4.123143426681963e-08,6.8719059331812105e-09
1950,5.317680873417885e-08,2.8715476219076663e-08
1951,4.051332780363737e-08,1.0661401761424827e-09
1952,3.5852332658237174e-08,9.490323193972472e-09
1953,5.8178667217134716e-08,1.0773827163745864e-08
1954,5.081718668087376e-08,9.772536557761669e-09
1955,4.598947711542678e-08,5.631364707880948e-09
1956,3.4884567901016794e-08,9.593255967388359e-09
1957,4.152467597551279e-08,7.068030161150318e-09
1958,2.8125627604680403e-08,1.0753916868111446e-08
1959,2.325224335297804e-08,6.975673039200103e-09
1960,4.15249985508126e-08,1.2457499920515147e-08
1961,3.960450678519578e-08,3.47407969059077e-09
1962,3.55149545328004e-08,1.2049716779927166e-08
1963,6.530713747565642e-08,5.1728425987107585e-09
1964,4.0762587749654244e-08,7.909158661334459e-09
1965,4.1587529864273165e-08,6.5664522708175355e-09
1966,3.6003986236821106e-08,1.163205709531212e-08
1967,4.190785252156104e-08,8.874604162656397e-09
1968,4.895643090918611e-08,1.0779397763283072e-08
1969,3.769658840635515e-08,4.087581828571274e-09
1970,3.8629290349811995e-08,9.657322941336588e-09
1971,5.1897814934420694e-08,1.5929032315398217e-08
1972,3.539801407548282e-08,7.182205497002769e-09
1973,5.017015558550497e-08,2.205281512956958e-09
1974,3.6003658943073447e-08,1.1251143128276908e-08
1975,4.226495242676265e-08,9.709516746170266e-09
1976,4.5136863080497136e-08,6.856232248608762e-09
1977,4.7014255599719945e-08,5.876781727920388e-09
1978,6.356432846743587e-08,1.1881182260253809e-08
1979,3.5111838769807946e-08,6.437170685380522e-09
1980,4.3775660651945714e-08,1.705545238372963e-08
1981,4.4911403263014904e-08,1.138598904049104e-08
1982,4.096951389254144e-08,7.449002747961231e-09
1983,3.8523428003145455e-08,8.841442245000053e-09
1984,5.219107690468405e-08,8.118611560803402e-09
1985,5.0530688966432535e-08,9.02333674446254e-09
1986,4.6756987615026446e-08,7.792831269171074e-09
1987,4.216463489470357e-08,5.49973533381376e-09
1988,4.8572086686071714e-08,1.0194141530917022e-08
1989,5.158834737173379e-08,6.036934507847036e-09
1990,4.1409746964760075e-08,6.538381391862913e-09
1991,4.7477866971235017e-08,4.68917216167597e-09
1992,4.4079552008469136e-08,7.162927584403178e-09
1993,4.7637184863447146e-08,8.862732159276021e-09
1994,4.483687721101859e-08,5.274926662135471e-09
1995,5.422450644054777e-08,6.506940763983948e-09
1996,4.85766395996734e-08,6.4057106285986265e-09
1997,5.082588216964723e-08,6.233362714880286e-09
1998,4.863491831486044e-08,5.2449422582867555e-09
1999,5.438539241175988e-08,5.0272213059088244e-09
2000,4.771473927078773e-08,8.836062659334232e-09
2001,4.2059633775792804e-08,6.571817756650944e-09
2002,5.0822168695674463e-08,3.066854992184176e-09
2003,4.5836150708300494e-08,6.250384210204629e-09
2004,5.021462090581963e-08,5.285749615779878e-09
2005,4.90908691475056e-08,6.7556245042510454e-09
2006,6.300371424572404e-08,7.000413027036245e-09
2007,4.913209616930203e-08,9.187302696389565e-09
2008,4.853481394562209e-08,1.1920831516354369e-08
2009,5.292693816549843e-08,8.105927484791664e-09
2010,5.904741140483338e-08,1.0392344762522043e-08
2011,4.971163458655781e-08,7.265546830836911e-09
2012,6.365952565090538e-08,1.2595735121578855e-08
2013,5.717706419439139e-08,1.059867482666732e-08
2014,5.781738476873244e-08,1.3209215457554713e-08
2015,5.91825630724685e-08,1.5072712522545828e-08
2016,5.5304779422726824e-08,1.1185236126198816e-08
2017,6.087779280683492e-08,8.04995595182767e-09
2018,5.885744025491135e-08,1.1358453733123497e-08
2019,5.612173042957025e-08,1.1479444950168727e-08
