year,tout_ADV au_ADP,tout_ADV sot_ADJ
1865,1.4544149440354204e-07,5.6482132304580546e-09
1866,1.3818340960369824e-07,7.298419202328432e-09
1867,1.5723109747511899e-07,6.308654931785895e-09
1868,1.9710097376446356e-07,5.9278488784286765e-09
1869,1.294132605522691e-07,2.197583581775575e-08
1870,1.0550649687246505e-07,3.4404292748035914e-09
1871,1.6356613574686207e-07,6.37270636261178e-09
1872,1.6811603664734776e-07,7.256807155187062e-09
1873,1.747913245253585e-07,2.3944017879529156e-09
1874,1.4279315152521121e-07,4.779687312606029e-09
1875,1.5619769122565685e-07,9.154443425529735e-09
1876,1.2031569696091537e-07,9.673623679873344e-09
1877,1.4781710078182186e-07,1.4225076672147452e-08
1878,1.2621695155701218e-07,4.22736201599605e-09
1879,1.4845659901396857e-07,7.94212251520321e-09
1880,1.3990904790261993e-07,2.5671385017744797e-09
1881,1.4502815126604673e-07,7.669758161910067e-09
1882,1.8834740522777338e-07,7.986462158271479e-09
1883,1.516641301435584e-07,5.0554711528150165e-09
1884,1.6438225358683667e-07,1.5844072720483382e-08
1885,1.418039881073696e-07,2.5782542767416317e-09
1886,1.271332354946253e-07,3.872078213618124e-09
1887,1.9195037914698787e-07,1.1752064432712928e-08
1888,1.6485598841597948e-07,5.706553229956057e-09
1889,1.773033648788669e-07,5.01210956072029e-09
1890,1.3764211992395303e-07,1.9663159989136147e-09
1891,1.5234385664086858e-07,2.549687905251119e-09
1892,1.410415251257291e-07,6.8953633913793055e-09
1893,1.410277423730122e-07,7.390100087434348e-09
1894,1.4997664088411966e-07,7.561847148451761e-09
1895,1.6190073459654286e-07,1.8055843487019274e-09
1896,1.662962176851579e-07,2.3588115349859606e-09
1897,1.2527433845832547e-07,1.1653427112179315e-09
1898,1.2844465402395144e-07,5.092519295146758e-09
1899,1.719076845319023e-07,6.633094074004475e-09
1900,1.687092296975834e-07,1.2458527431924438e-08
1901,1.4027735062427382e-07,5.588739027118095e-09
1902,1.7480610203790548e-07,5.401312119790447e-09
1903,1.323053950841313e-07,2.1600881083827517e-09
1904,1.2307891950058547e-07,5.912087708281888e-09
1905,1.5224239291455888e-07,2.0643036169332163e-09
1906,1.8261854961565405e-07,5.658602919567102e-09
1907,1.6251385304144605e-07,5.142843373384665e-10
1908,1.5176192924570842e-07,3.929111258571538e-09
1909,1.7713166755584098e-07,8.801573692096554e-09
1910,1.5337712611085408e-07,1.2291546891418648e-08
1911,1.915334664204238e-07,1.5961122423746588e-09
1912,1.5836640976374383e-07,2.0837684910901544e-09
1913,1.7075627667395565e-07,2.121195885607108e-09
1914,1.9286622077174798e-07,6.027069510139427e-09
1915,2.0380718801504827e-07,2.3561523843085297e-09
1916,2.1974923392065193e-07,5.493731025651982e-09
1917,1.9629900371853637e-07,1.0966424435210342e-09
1918,2.3087616796146904e-07,8.040463406189247e-09
1919,2.2282993583644384e-07,5.524709023596586e-09
1920,1.6810354708240993e-07,0.0
1921,1.8628958464717016e-07,0.0
1922,1.8075941810025142e-07,3.6889677423879164e-09
1923,1.6454719187208866e-07,4.246379248229459e-09
1924,1.495428403330834e-07,5.156649773851996e-09
1925,1.6497267552040284e-07,1.0998177923937646e-09
1926,1.4824364313881233e-07,1.0031524944054127e-08
1927,1.2933101167789118e-07,0.0
1928,1.2568645502142317e-07,2.2852082448565625e-09
1929,1.0026365693249772e-07,1.1140406153131721e-08
1930,9.243170850936622e-08,5.2518016602221e-09
1931,1.699398133325758e-07,2.2810713318222042e-09
1932,1.2822657780020563e-07,2.1919073223131136e-09
1933,1.5141273834728963e-07,6.882397318719313e-09
1934,1.4857159058578873e-07,1.1981580172459871e-09
1935,1.0532090044534925e-07,2.393656828303392e-09
1936,1.115473722279603e-07,1.2124714565686645e-09
1937,1.1080184059153453e-07,1.2591118148108649e-09
1938,1.7762343418326054e-07,3.8895642262559704e-09
1939,1.238818114757123e-07,3.058810094103137e-09
1940,1.4200384157447843e-07,0.0
1941,1.239631082228243e-07,5.9030051957620344e-09
1942,1.2743689481453657e-07,6.068423541449874e-09
1943,1.538714649029771e-07,1.1612940831184915e-08
1944,1.6065930807940276e-07,6.4263723231761105e-09
1945,1.8735135043357332e-07,1.3071024262956144e-08
1946,1.545242582778883e-07,2.7842208538686464e-09
1947,1.3709001578376956e-07,1.1920870957027319e-09
1948,1.7068864011093865e-07,5.435944139264848e-09
1949,1.7866954848955174e-07,0.0
1950,1.0529007710147198e-07,3.190608444114673e-09
1951,1.2473839916538054e-07,1.0661401761424827e-09
1952,1.634444615206121e-07,8.435843135146115e-09
1953,1.8100029564038778e-07,3.232148326759443e-09
1954,1.1531592747360264e-07,7.818028890937967e-09
1955,1.3327563408438436e-07,6.569925492527773e-09
1956,1.4738729348096058e-07,6.104799332717903e-09
1957,1.7051623046882014e-07,1.1485548956358116e-08
1958,1.348375668897006e-07,0.0
1959,1.457140577088012e-07,1.5501495642666896e-09
1960,1.626395835785388e-07,2.7683333958528067e-09
1961,1.6050248063947947e-07,5.558527582660844e-09
1962,1.5284114951441552e-07,5.7077609305622445e-09
1963,1.810494936194118e-07,2.5864212993553792e-09
1964,1.484488230119041e-07,7.909158661334459e-09
1965,1.4665076264464005e-07,4.924839203113152e-09
1966,1.733730385922172e-07,6.64688981633077e-09
1967,2.0756713325909004e-07,3.451234797946512e-09
1968,1.7202122393200625e-07,5.389698881641536e-09
1969,1.798536075625634e-07,2.2708789015890574e-09
1970,1.963655549275245e-07,4.1388523719376735e-09
1971,1.8138543111945182e-07,8.221435976452085e-09
1972,1.775030824546775e-07,1.0260293725750103e-09
1973,1.9516741645020375e-07,0.0
1974,1.9633245074146544e-07,0.0
1975,1.759135912493548e-07,0.0
1976,1.7826203446702493e-07,5.713526873840635e-10
1977,2.0745039819303202e-07,0.0
1978,1.900989232694883e-07,2.970295565063452e-09
1979,1.9370031623111572e-07,2.925986564150662e-09
1980,2.1205612199537427e-07,2.2740602734216964e-09
1981,1.9419437080614443e-07,6.325549528618524e-10
1982,2.0733057226607343e-07,3.1037510339615437e-09
1983,1.9766939374221693e-07,4.4207211225000265e-09
1984,2.1456331467106793e-07,1.739702604197646e-09
1985,2.3821609573815294e-07,4.210890525158106e-09
1986,2.080086431988093e-07,4.196139935519483e-09
1987,1.7354719972217936e-07,3.055408426266837e-09
1988,2.458587076148433e-07,1.798966087207532e-09
1989,1.7068059321445617e-07,4.390497743145261e-09
1990,1.9887576740984514e-07,3.2691906959314565e-09
1991,1.9635908188320172e-07,5.861465202094962e-10
1992,1.911950633370907e-07,5.509944167592096e-10
1993,2.0882811924138878e-07,1.661762283333701e-09
1994,2.0308467441054745e-07,1.0549853213248639e-09
1995,2.2015150591414567e-07,0.0
1996,2.3380843572340382e-07,1.6014276571496566e-09
1997,2.2679851241491633e-07,3.835915585170824e-09
1998,2.3554558481464483e-07,2.3840646123929332e-09
1999,2.2896707463360144e-07,1.3710603763428253e-09
2000,2.717089273573947e-07,5.3016377954406835e-09
2001,2.4359538031148986e-07,3.5049694258049158e-09
2002,2.742644653608295e-07,2.1906108038649563e-09
2003,2.4168153345272003e-07,1.2500769308587678e-09
2004,2.3962063977478465e-07,3.523833003171717e-09
2005,2.747287268789478e-07,1.8014998381943315e-09
2006,2.7054537810045076e-07,4.11788997345397e-09
2007,2.6962736399127607e-07,1.0385647009059085e-08
2008,2.797137810262029e-07,2.5544638071473003e-09
2009,2.6940287511934e-07,5.721830786953319e-09
2010,2.5791909763484e-07,2.3618964561933353e-09
2011,2.7264920277048077e-07,2.294383183443216e-09
2012,2.6348915582730115e-07,1.0893608903828067e-08
2013,2.317762906045573e-07,6.136075092477711e-09
2014,2.091820050509341e-07,3.0316233551319627e-09
2015,2.2675565958252264e-07,4.876465897751814e-09
2016,2.3923976755213516e-07,7.45682404712511e-09
2017,2.2087068174414526e-07,1.5093667704579872e-09
2018,2.3336458809808391e-07,1.3939920773253789e-08
2019,2.6122114604731905e-07,1.7856913725466939e-09
