year,poussant_VERB en_ADP
1964,3.285342842218597e-08
1965,2.024656114985035e-08
1966,2.3818022332200428e-08
1967,3.401931397695179e-08
1968,3.817703331243649e-08
1969,3.179230456673565e-08
1970,3.2191075804988145e-08
1971,3.237190437932469e-08
1972,3.334595388704287e-08
1973,2.370677543162003e-08
1974,3.3190872494870405e-08
1975,2.5701661243715535e-08
1976,2.4568166057115093e-08
1977,2.8796230511218823e-08
1978,3.089107558640336e-08
1979,3.160065631391262e-08
1980,2.956278433163817e-08
1981,2.9097527554089453e-08
1982,3.786576252551299e-08
1983,4.799640040964448e-08
1984,3.0734745637417404e-08
1985,3.248401336808371e-08
1986,3.2969669661042644e-08
1987,2.3221103262471843e-08
1988,2.5185526109083867e-08
1989,1.7013178421620978e-08
1990,1.9070278800548124e-08
1991,3.165191264642431e-08
1992,3.030469308828998e-08
1993,2.0495068142611927e-08
1994,2.953958855300698e-08
1995,3.090796896199066e-08
1996,1.9217132551929694e-08
1997,4.603098591182686e-08
1998,2.6224710292233055e-08
1999,1.9651864940906094e-08
2000,2.0322944216388805e-08
2001,3.329720854594598e-08
2002,2.8039817023817193e-08
2003,3.041853657848037e-08
2004,2.951210209545252e-08
2005,2.5220998067787548e-08
2006,2.1824816065496577e-08
2007,2.196963749812042e-08
2008,3.278228399850036e-08
2009,2.0980047477081598e-08
2010,2.645324048700104e-08
2011,2.906218632414692e-08
2012,4.493613728340229e-08
2013,3.1238199804661804e-08
2014,3.204858967098545e-08
2015,4.277990620082939e-08
2016,4.411954335203916e-08
2017,3.723104669006716e-08
2018,5.214562581734583e-08
2019,3.443833529459539e-08
