year,tout_ADV eu_VERB,tout_ADV su_VERB
1847,1.5586416779456158e-07,5.44715597072809e-08
1848,1.198738033281188e-07,5.551202875153649e-08
1849,1.2904298873905873e-07,5.362825561405771e-08
1850,1.5614690607179682e-07,9.572484316322516e-08
1851,1.896134946832717e-07,5.095056465620473e-08
1852,1.5690415011704317e-07,9.179868953879122e-08
1853,1.8453268779694554e-07,4.001194398028929e-08
1854,1.8600479201325015e-07,7.014146774508845e-08
1855,2.250141406534567e-07,7.53585069901419e-08
1856,2.0708756842680032e-07,9.008309120872582e-08
1857,2.0355893148860105e-07,9.274867096564776e-08
1858,1.575763679539932e-07,7.04689355757182e-08
1859,1.751707632280386e-07,1.0846328990510301e-07
1860,1.6157458482268794e-07,7.689668990451537e-08
1861,1.9476930468442788e-07,7.262584489353685e-08
1862,1.6671369174048323e-07,8.900433101644012e-08
1863,2.002842993675813e-07,6.243276118311769e-08
1864,1.7117178341408135e-07,8.390773587052536e-08
1865,1.8921514310932253e-07,7.954567138312996e-08
1866,2.1797945670698482e-07,9.828538338751969e-08
1867,2.149795506056762e-07,5.046923945428716e-08
1868,1.60051925490734e-07,1.1312311443134604e-07
1869,1.49435682494925e-07,9.083345275939791e-08
1870,1.3876398696766046e-07,9.23181886491875e-08
1871,1.5825554111614792e-07,5.629224020253787e-08
1872,1.2638938784448328e-07,5.5635521079011596e-08
1873,1.4605850395810194e-07,5.5071240012694034e-08
1874,1.6728905194440813e-07,4.002988163165355e-08
1875,1.447546420507706e-07,5.607096653648114e-08
1876,1.5961479427062386e-07,7.436598536969541e-08
1877,1.3853987823608804e-07,5.8755752263550676e-08
1878,1.50977216506476e-07,6.099479321619583e-08
1879,1.3623795247497128e-07,9.958200308801679e-08
1880,1.5723723478799911e-07,4.941741593711413e-08
1881,1.9174395227139485e-07,5.368830713337047e-08
1882,1.7902985760542833e-07,4.592215674392719e-08
1883,1.819969668304111e-07,4.2339571848515334e-08
1884,1.6636276622961077e-07,4.4891539374702916e-08
1885,2.1270598349332204e-07,6.252266615547342e-08
1886,1.8456906758501646e-07,5.0337018109303244e-08
1887,2.441817752441011e-07,4.961982824625011e-08
1888,1.864140664054048e-07,5.389522428345117e-08
1889,1.6602611996319183e-07,3.57112810434046e-08
1890,1.8548914226812485e-07,4.915789730830511e-08
1891,1.9441370646688938e-07,4.206985337873448e-08
1892,1.5545910869718682e-07,5.5162907131034444e-08
1893,1.8352081276873378e-07,8.744951429662251e-08
1894,1.512369420808568e-07,4.600123659770361e-08
1895,1.4745605447785692e-07,3.310238128051424e-08
1896,1.9519166372106156e-07,8.255840810988957e-08
1897,1.613999600635907e-07,4.078699333831537e-08
1898,1.7314565603498977e-07,4.6964345301603316e-08
1899,1.9014869856448513e-07,7.572782578790793e-08
1900,1.5209785964032108e-07,5.2429637520390315e-08
1901,1.4642495393957233e-07,6.035838140405758e-08
1902,1.3797897135958692e-07,5.155797921929661e-08
1903,1.5336625036610485e-07,4.3741785304973746e-08
1904,1.429650371420621e-07,5.750849041419315e-08
1905,1.5224239469091572e-07,4.5930754311029887e-08
1906,1.3580646651689676e-07,6.481672443214848e-08
1907,1.4039962081824342e-07,5.657127744029822e-08
1908,1.5618217297230785e-07,5.009616899087632e-08
1909,1.2872301802246966e-07,5.3909637642846064e-08
1910,1.106239206905002e-07,5.3975920621951445e-08
1911,1.0534340955103971e-07,6.384448880680793e-08
1912,1.0939784367280936e-07,5.62617508137464e-08
1913,1.081809903880071e-07,4.1363318104004065e-08
1914,1.1250529485806737e-07,5.826166926681253e-08
1915,1.2251992309586512e-07,2.3561524287174507e-08
1916,1.27454559795126e-07,7.581348882013117e-08
1917,1.5352993898432032e-07,3.289927263949721e-08
1918,1.3898515849319892e-07,5.398596769623509e-08
1919,1.197020296217488e-07,3.867296172188617e-08
1920,1.1964126045427292e-07,6.360674831284996e-08
1921,1.1889213347160421e-07,6.66401760440749e-08
1922,1.5050987833831186e-07,6.861480272846165e-08
1923,1.475616784318845e-07,7.537322943562685e-08
1924,1.2118126768712045e-07,6.83256118350073e-08
1925,1.3747722338308677e-07,5.27912540349007e-08
1926,1.1257600007752444e-07,5.5730691173039304e-08
1927,9.811317980279455e-08,6.801027296887696e-08
1928,9.940655854023817e-08,4.570416578530967e-08
1929,1.0360577906709523e-07,4.567566591617833e-08
1930,9.033099068744832e-08,5.461873797685257e-08
1931,9.808606993289004e-08,3.763767608688795e-08
1932,9.206010798123998e-08,5.041386685888938e-08
1933,9.63535633502488e-08,4.817677989876756e-08
1934,8.866369327620305e-08,6.230421689679133e-08
1935,6.941604713261995e-08,5.0266791618014395e-08
1936,8.972288689790275e-08,4.122403041151301e-08
1937,9.31742745180486e-08,7.051026074123001e-08
1938,6.741911340313322e-08,5.186085871855539e-08
1939,5.964679683501117e-08,3.5176316970364496e-08
1940,5.3251442144741645e-08,4.81798743123818e-08
1941,4.132103814669108e-08,8.264207451702532e-08
1942,5.4615812983271894e-08,5.158160121254696e-08
1943,6.967764698551093e-08,8.419382169222445e-08
1944,5.462416652335378e-08,3.855823393905666e-08
1945,7.406914015462007e-08,3.703456741277478e-08
1946,5.0115976257814054e-08,3.897909195416105e-08
1947,5.722018148190955e-08,4.2915136333476767e-08
1948,6.523132833891054e-08,5.6533817627268945e-08
1949,5.890205123648684e-08,4.319483792869505e-08
1950,8.614642865722999e-08,6.806631347444636e-08
1951,6.290226917116115e-08,3.944718685033877e-08
1952,5.377850120780181e-08,3.796129277588989e-08
1953,4.5250076685654506e-08,5.925604895651304e-08
1954,3.8112889733099564e-08,4.10446503451567e-08
1955,4.3173796981932355e-08,4.5050917663047585e-08
1956,6.192010415517757e-08,4.7094165012140365e-08
1957,5.3893730811438445e-08,4.8592706747285774e-08
1958,3.6397871050475317e-08,5.21151335419745e-08
1959,4.417926346977907e-08,4.340418868764573e-08
1960,3.737250153790228e-08,6.297958066170395e-08
1961,3.821487437605242e-08,5.141637871020066e-08
1962,3.995432679149147e-08,6.278536801573864e-08
1963,3.879631771397385e-08,5.496145405459174e-08
1964,2.7377857980681597e-08,5.353892262860427e-08
1965,4.1587528087916326e-08,5.307882133820385e-08
1966,2.6033652122947615e-08,4.2096967689531084e-08
1967,4.634515526902305e-08,4.437302081328198e-08
1968,4.311759127517689e-08,5.3896989982149535e-08
1969,3.951329308193863e-08,4.723428048691858e-08
1970,1.3244328123107607e-07,3.49503110896876e-08
1971,4.419021726320693e-08,6.166077071156906e-08
1972,3.693705741270037e-08,4.3093233870195036e-08
1973,3.032262108071393e-08,3.197658315912122e-08
1974,2.5877630038806387e-08,2.8690415376786405e-08
1975,2.9699696924012642e-08,3.1413140533231854e-08
1976,2.9710340410105118e-08,5.142174330785565e-08
1977,2.7620874920586402e-08,4.348818549715361e-08
1978,3.3267311683182754e-08,2.673266052966028e-08
1979,3.2771050317847994e-08,4.096381189810927e-08
1980,2.5014663673772475e-08,4.2638628627855724e-08
1981,2.71998629175485e-08,2.1506869174459098e-08
1982,3.662426317774248e-08,3.7245012407538525e-08
1983,2.5261264524623073e-08,1.894594880980094e-08
1984,3.0734745637417404e-08,4.1172960152380256e-08
1985,2.9476234120195954e-08,3.789801539255677e-08
1986,2.8174080901610665e-08,4.7955882820360785e-08
1987,2.7498676447024195e-08,4.0331389783432314e-08
1988,4.0176910465206106e-08,4.61734650514245e-08
1989,1.9208427959327423e-08,3.1831110192115375e-08
1990,2.996758002860034e-08,5.067245467671455e-08
1991,3.223805933316726e-08,2.9307326343541718e-08
1992,2.2039776725879534e-08,2.975369817193041e-08
1993,2.381859270927933e-08,4.3205819366676224e-08
1994,4.008944287647864e-08,3.6924486579437144e-08
1995,3.361919603817043e-08,2.6027763055935793e-08
1996,3.149474281372022e-08,4.110330920070737e-08
1997,3.931813552515706e-08,2.924885578181602e-08
1998,3.385371882824728e-08,3.57609692969163e-08
1999,3.4276508575903364e-08,3.564757022900267e-08
2000,3.534425063733693e-08,2.960081069147691e-08
2001,3.548781690732028e-08,2.2782300490575835e-08
2002,3.8554747616714735e-08,3.6364138367162013e-08
2003,3.375207474620723e-08,3.958576755280774e-08
2004,2.6869227065517975e-08,4.184551727348662e-08
2005,3.693074746013991e-08,3.557962102718193e-08
2006,3.541385246164097e-08,3.9943532925690306e-08
2007,3.874645174151148e-08,4.673540843214141e-08
2008,3.7891212917307016e-08,3.320802832718073e-08
2009,4.482101112479597e-08,3.385416746937153e-08
2010,5.5740756010891346e-08,4.109699958121382e-08
2011,5.850677184393582e-08,5.20060190467575e-08
2012,5.685102166808065e-08,7.046803318644379e-08
2013,5.3830113311281735e-08,6.024509957569535e-08
2014,6.474681316093189e-08,8.57516297969596e-08
2015,5.763095974054e-08,6.250742501379136e-08
2016,6.193306623103467e-08,6.856135570387778e-08
2017,7.722926770314942e-08,5.106690892375809e-08
2018,6.660183982099e-08,5.963187987845231e-08
2019,6.938686369917235e-08,7.80602249506046e-08
