year,doivent_VERB aider_VERB,doivent_VERB céder_VERB
1958,1.0919361415062667e-07,1.1829308022015539e-07
1959,1.3486301497778186e-07,1.2246181313457782e-07
1960,1.2665124415889295e-07,1.1627000162661716e-07
1961,1.2576168728628545e-07,1.3687873945400497e-07
1962,1.528411530671292e-07,1.033738925571015e-07
1963,1.332007002474711e-07,1.0733648281302521e-07
1964,1.5635798433777381e-07,1.1133661814710649e-07
1965,1.1655452425429758e-07,1.2640420266052388e-07
1966,1.1576666025803206e-07,1.2296746376705414e-07
1967,1.385424326372231e-07,1.2227232559780532e-07
1968,1.1587852810635013e-07,1.1183625758803828e-07
1969,1.026437246309797e-07,1.3943196108812117e-07
1970,1.0623054436109669e-07,1.2922417624849913e-07
1971,1.3257066200367262e-07,1.1510010722304287e-07
1972,1.0722006749119828e-07,1.226105155183177e-07
1973,9.482710794372906e-08,1.356248162664997e-07
1974,1.0913608861073953e-07,1.4345208398935938e-07
1975,1.1537189692489846e-07,9.081253438125714e-08
1976,1.0741430855887302e-07,1.3941006216100504e-07
1977,1.4868257380840078e-07,1.2635081247935886e-07
1978,9.980193738101661e-08,9.386134536271129e-08
1979,1.053355234148512e-07,1.4044735507923178e-07
1980,1.0972340902526412e-07,1.347380731431258e-07
1981,1.138598904049104e-07,1.069017869781419e-07
1982,1.185632925171376e-07,9.683703439122837e-08
1983,1.1304415892254838e-07,1.288324540382746e-07
1984,1.188796758810895e-07,1.1192086191158523e-07
1985,1.0045982179462953e-07,8.782714644439693e-08
1986,1.1089797880003971e-07,1.216880605170445e-07
1987,1.2466065868466103e-07,9.593982497335674e-08
1988,8.155313224733618e-08,1.0014245077627493e-07
1989,1.0098144542780574e-07,1.0207907052972587e-07
1990,1.1387680842744885e-07,1.0406923678374369e-07
1991,1.3305526636031573e-07,1.0198949240702859e-07
1992,1.1295385604626063e-07,1.101988829077527e-07
1993,1.05798861227413e-07,1.0247534021345928e-07
1994,1.2923570125167316e-07,1.09190978037077e-07
1995,1.01399827201476e-07,1.220051473183048e-07
1996,1.174380273027964e-07,9.074756945892659e-08
1997,1.3138010501734243e-07,1.1843389557952833e-07
1998,1.3303080947935086e-07,9.679302337417539e-08
1999,1.2568052909500693e-07,1.0282952445095361e-07
2000,1.3607537141524517e-07,1.0691636020965234e-07
2001,1.577236190541953e-07,9.638665687816683e-08
2002,1.0777804959616333e-07,1.0076809786596641e-07
2003,1.1625714790852726e-07,1.0333968702980201e-07
2004,1.228936810093728e-07,1.0483402945737907e-07
2005,1.5132599173739436e-07,1.0133436489923042e-07
2006,1.3136069298980146e-07,1.0377082304557916e-07
2007,1.178371462629002e-07,7.749289920866431e-08
2008,1.281489403481828e-07,8.727751321657706e-08
2009,1.3541666987748613e-07,9.727112626478629e-08
2010,1.2329100229635515e-07,6.802262220162447e-08
2011,1.1663114207749459e-07,8.298019338326412e-08
2012,9.599992978337468e-08,7.489355624556993e-08
2013,9.957176416719449e-08,6.721791123709409e-08
2014,7.68733059430815e-08,6.864460999622679e-08
2015,8.090500358548525e-08,7.292533155123238e-08
2016,8.202506762700068e-08,7.00112963158972e-08
2017,7.421053282996581e-08,5.8362182642213156e-08
2018,7.279736280452198e-08,5.369450661873998e-08
2019,6.045841161039789e-08,6.275429598190385e-08
