year,serait_VERB en_PRON,serait_VERB sans_ADP
1849,1.4496387734652671e-07,2.676385065569775e-06
1850,1.6972489902400412e-07,2.2817814624431776e-06
1851,1.6123597390560462e-07,2.212157596659381e-06
1852,1.7838894450505904e-07,2.355515334784286e-06
1853,1.6243654954450903e-07,2.30636010201124e-06
1854,1.662612589825585e-07,2.283494495713967e-06
1855,1.3744967475304293e-07,2.1763748918601777e-06
1856,1.7291812071107415e-07,2.1386968001024798e-06
1857,1.7426987142243888e-07,2.255745357615524e-06
1858,1.6932119706325466e-07,2.0925358512613457e-06
1859,1.2323059195296082e-07,2.267544687128975e-06
1860,1.3411148813702312e-07,2.1618038772430737e-06
1861,1.4713806706367905e-07,2.0542738639051095e-06
1862,1.4502735723453952e-07,1.9766189325309824e-06
1863,1.388504529131751e-07,1.909443653858034e-06
1864,1.2082713851668814e-07,2.052143599939882e-06
1865,1.2379000224882475e-07,2.0672459868364967e-06
1866,1.0023162388961282e-07,2.0659392703237245e-06
1867,1.3199647241890489e-07,2.0891352505714167e-06
1868,8.051994626612213e-08,2.0090467387490207e-06
1869,1.4357546262999676e-07,2.493036618034239e-06
1870,1.152543802618311e-07,2.0963682345609413e-06
1871,1.614418891904279e-07,2.233633495052345e-06
1872,1.2094677970253542e-07,2.1764374196209246e-06
1873,1.2151589601216983e-07,2.1759126411780016e-06
1874,1.4996268760114617e-07,2.074384383377037e-06
1875,1.4132172054814873e-07,2.1793296127725625e-06
1876,1.1185127135604489e-07,2.1523812847590307e-06
1877,9.7101612084316e-08,1.963679096661508e-06
1878,1.1293095525388708e-07,1.7851546090241754e-06
1879,1.1302251579081712e-07,2.0014149413327686e-06
1880,1.1744658934276231e-07,2.1679484234482516e-06
1881,1.052848617177915e-07,1.9767057892750017e-06
1882,9.783416032860259e-08,1.95934535440756e-06
1883,1.308103207975364e-07,1.854094080044888e-06
1884,8.912290638818376e-08,1.90921082321438e-06
1885,1.0506386161068804e-07,1.8898604139394592e-06
1886,1.1680769773647626e-07,1.8986090708494885e-06
1887,8.87933779836203e-08,1.8463798596712877e-06
1888,1.1539918887137901e-07,1.9789058569585904e-06
1889,8.896493852716958e-08,1.8883122265833663e-06
1890,1.291214175580535e-07,2.020061856455868e-06
1891,1.6318003304149897e-07,2.1614980596496025e-06
1892,1.1847488678995433e-07,1.8849416392185958e-06
1893,1.0469307909488634e-07,1.910956598294433e-06
1894,9.011201029807125e-08,1.944024916156195e-06
1895,1.3060393655450753e-07,1.860955649135576e-06
1896,1.1263325205845831e-07,1.9985031940450426e-06
1897,9.847146031916054e-08,1.9041699488298036e-06
1898,1.1146958911467664e-07,2.0058866994077107e-06
1899,1.1663190235822185e-07,2.1037963051639963e-06
1900,1.1160764046280747e-07,2.020876991082332e-06
1901,1.358063599354864e-07,2.1024836769356625e-06
1902,1.0802624217376433e-07,1.912064590214868e-06
1903,1.0422424878697711e-07,2.152527713406016e-06
1904,1.1447951919763e-07,2.1251269117783522e-06
1905,1.223099843628006e-07,2.094752062475891e-06
1906,8.539346652014501e-08,2.0993416001147125e-06
1907,1.2034253416004503e-07,2.1116513835295336e-06
1908,1.154176416662267e-07,2.1177909275138518e-06
1909,9.791750699150725e-08,2.0865229544142494e-06
1910,1.1810573141701752e-07,2.0425343336683e-06
1911,1.2556083106574079e-07,2.0286586277507013e-06
1912,1.0106277414934084e-07,2.124402044501039e-06
1913,1.214384610648267e-07,2.0628629044949776e-06
1914,1.1317496984020181e-07,2.072642246275791e-06
1915,1.284103063881048e-07,2.016866346821189e-06
1916,9.55909200683891e-08,2.3612055883859284e-06
1917,1.1843738434436091e-07,2.174642077079625e-06
1918,1.0682330042754984e-07,2.11234464586596e-06
1919,9.668240608107226e-08,2.274338612551219e-06
1920,1.0298235508798825e-07,2.0657048480643425e-06
1921,1.1964941393216577e-07,2.137029241566779e-06
1922,1.1362020302385645e-07,2.0459015104279388e-06
1923,1.1996021953564195e-07,1.9809358491329476e-06
1924,9.797634703545555e-08,1.918273710543872e-06
1925,1.1878032069034816e-07,1.94227823158144e-06
1926,1.248367453854371e-07,2.0453164779610233e-06
1927,1.103773286104115e-07,2.0436530121514807e-06
1928,7.655447831211859e-08,1.9504252577462466e-06
1929,9.91496165170247e-08,2.1500984530575806e-06
1930,9.138135226294253e-08,2.1038717932242434e-06
1931,9.58049923838189e-08,2.2183419332577614e-06
1932,1.249387224788734e-07,2.290543079652707e-06
1933,1.192948815287309e-07,2.1897494661970995e-06
1934,8.626737724171107e-08,2.100370920743444e-06
1935,9.574627313213568e-08,2.0405923351063393e-06
1936,1.0427254437672673e-07,2.0648387817345792e-06
1937,7.680581859403901e-08,1.936514081535279e-06
1938,7.519824407609121e-08,2.192417696278426e-06
1939,8.870549095263414e-08,2.1381083570304327e-06
1940,7.86092684279538e-08,1.879015144368168e-06
1941,6.493305448884712e-08,1.750241040099354e-06
1942,6.675266206457309e-08,2.196769401052734e-06
1943,1.0161323160673419e-07,2.014845222220174e-06
1944,8.996921252446555e-08,2.345625944144558e-06
1945,1.5903079031431844e-07,2.1632545212924015e-06
1946,1.0440827935553898e-07,2.21484765461355e-06
1947,1.1682453759931377e-07,2.29715192290314e-06
1948,1.4024735150997003e-07,2.177639089495642e-06
1949,1.0798709126902395e-07,2.2049000563129084e-06
1950,1.2337019938968297e-07,2.3387160581478383e-06
1951,1.6098717026125087e-07,2.5502072276140098e-06
1952,1.1810180211568877e-07,2.2713506950822193e-06
1953,1.4867882214275596e-07,2.393944441791973e-06
1954,1.2899747048322752e-07,2.3385678105114494e-06
1955,1.4266123571360367e-07,2.412101139270817e-06
1956,1.42154604532152e-07,2.352091996726813e-06
1957,1.5726367053048307e-07,2.4305188617290696e-06
1958,1.2904699531191e-07,2.2062072275730316e-06
1959,1.1083569262382298e-07,2.3934310320328223e-06
1960,1.377245837375085e-07,2.208437990702805e-06
1961,1.1950834277740796e-07,2.217852397734532e-06
1962,1.6235408395459672e-07,2.233637133031152e-06
1963,1.4483958921118756e-07,2.370455149502959e-06
1964,1.3019692346460943e-07,2.219431735284161e-06
1965,1.3789549768716824e-07,2.2282160898612347e-06
1966,1.6118707435452961e-07,2.3302886802412104e-06
1967,1.3903546403071232e-07,2.137300498361583e-06
1968,1.3788645958356938e-07,2.3000541204964975e-06
1969,1.698617353440568e-07,2.249078534077853e-06
1970,1.5129805319702427e-07,2.252455487905536e-06
1971,1.7830238618898875e-07,2.248048986075446e-06
1972,1.446701389795635e-07,2.1064383872726467e-06
1973,1.4885650045926013e-07,2.0845423023274634e-06
1974,1.3838906909313664e-07,2.066835122604971e-06
1975,1.6791751988876058e-07,2.0424254216777626e-06
1976,1.7426256704311527e-07,2.132859663106501e-06
1977,2.0451200555271498e-07,2.0985987703170395e-06
1978,1.7940585905762418e-07,2.098216782542295e-06
1979,1.8901873488630372e-07,2.221408976765815e-06
1980,1.637323379100053e-07,2.189919996453682e-06
1981,1.929292636759783e-07,2.0817383301618975e-06
1982,1.8808731283570523e-07,2.1720049971918343e-06
1983,1.9956398489284766e-07,2.029742518061539e-06
1984,2.0702459835320042e-07,2.0777847566932905e-06
1985,1.8347452623856952e-07,2.1234920950519154e-06
1986,1.9182353128144314e-07,2.0932743609591853e-06
1987,2.1876724076719256e-07,2.032457587120007e-06
1988,1.8709248195136752e-07,2.103590986735071e-06
1989,2.1513439207865304e-07,2.0739614683407126e-06
1990,1.825298028279576e-07,1.9707770206878195e-06
1991,2.2449411574143596e-07,2.0286531707824906e-06
1992,1.9450102684004378e-07,2.0182926618872443e-06
1993,2.3153887696025777e-07,1.96309520106297e-06
1994,2.0413965273746726e-07,2.0751560896314913e-06
1995,2.0659537369738246e-07,1.9466599496809067e-06
1996,2.3701129236997076e-07,2.054631750070257e-06
1997,2.4693707700862433e-07,2.026801894317032e-06
1998,2.1504263258975698e-07,1.9935548607463716e-06
1999,2.408496015959827e-07,2.0136305920459563e-06
2000,2.602220661174215e-07,1.912565721795545e-06
2001,2.1511749537239666e-07,1.9645353859232273e-06
2002,2.3395722337227198e-07,1.9912652078346582e-06
2003,2.5168213824144914e-07,1.9701210476341657e-06
2004,2.382992079219548e-07,1.8583814380690455e-06
2005,2.4275209398183506e-07,1.8465373159415321e-06
2006,2.1865994881409279e-07,1.9753517790377373e-06
2007,2.2169361102442053e-07,1.988451913348399e-06
2008,2.1202049538260326e-07,1.949907300513587e-06
2009,2.274427828297121e-07,2.1075411495985463e-06
2010,2.1729448462792789e-07,2.2702549813402584e-06
2011,1.8928660949768528e-07,2.1831056074006483e-06
2012,1.7293604059887002e-07,2.294125806656666e-06
2013,1.5479643877824856e-07,2.477300768077839e-06
2014,1.5136461684051028e-07,2.5725489649630617e-06
2015,1.4984050267230486e-07,2.4014377686398802e-06
2016,1.4333673448163609e-07,2.362570512559614e-06
2017,1.4540233905790956e-07,2.341027993679745e-06
2018,1.559205884404946e-07,2.4180599211831577e-06
2019,1.428553133564492e-07,2.1879820906178793e-06
