year,espérant_VERB en_ADP
1884,2.2445769687351458e-08
1885,2.6427105948023666e-08
1886,3.74300894723234e-08
1887,2.8727269063555383e-08
1888,3.360525768769662e-08
1889,3.571128076584884e-08
1890,3.473824811139892e-08
1891,1.5298127875595924e-08
1892,3.00888589599424e-08
1893,5.173069839159439e-08
1894,3.5288620248152824e-08
1895,2.6481904225050812e-08
1896,1.8870492723976895e-08
1897,5.010973680441566e-08
1898,4.130599151608294e-08
1899,1.5477219506010442e-08
1900,1.972600260913282e-08
1901,2.2913829056392387e-08
1902,2.7497589982772297e-08
1903,1.5120615870500842e-08
1904,3.0097901060344157e-08
1905,3.199670733922133e-08
1906,2.4692085709432376e-08
1907,3.085706046235259e-08
1908,3.33974468080811e-08
1909,2.695482004266836e-08
1910,3.313373486690807e-08
1911,3.08581699082211e-08
1912,2.7609932784500302e-08
1913,2.015136069122292e-08
1914,1.875088229130739e-08
1915,3.769843792689187e-08
1916,1.867868548721674e-08
1917,2.4126133979507358e-08
1918,2.6418664589300533e-08
1919,3.130668307926854e-08
1920,3.483226684863894e-08
1921,2.499006651612845e-08
1922,2.2871599725249325e-08
1923,2.3355085421172816e-08
1924,2.836157397823058e-08
1925,3.189471442510694e-08
1926,1.7833821530643945e-08
1927,2.6758140592164636e-08
1928,2.6279895481984283e-08
1929,2.6736974412244763e-08
1930,2.3107928015519974e-08
1931,2.167017854048936e-08
1932,2.5206933651489294e-08
1933,2.1794258620033702e-08
1934,1.5576054224197833e-08
1935,1.4361940969820353e-08
1936,1.6974600836050513e-08
1937,3.021868266728234e-08
1938,2.9819993030422154e-08
1939,3.6705721129237645e-08
1940,4.3108308034334186e-08
1941,2.3612020783048138e-08
1942,3.3376331032286544e-08
1943,3.193558839598154e-08
1944,1.927911696952833e-08
1945,1.9606536394434215e-08
1946,2.5057987684817817e-08
1947,3.5762614203349585e-08
1948,3.152847538601122e-08
1949,2.6505922567920948e-08
1950,1.3825969702452312e-08
1951,2.3455084208201527e-08
1952,2.1089608281954497e-08
1953,2.5857186169986335e-08
1954,2.247683283940205e-08
1955,2.7218262754757916e-08
1956,1.3953826982771034e-08
1957,2.1204090594473257e-08
1958,2.564395418236387e-08
1959,2.0927019450667217e-08
1960,1.9378333382391588e-08
1961,2.501337403870707e-08
1962,2.5367825173816527e-08
1963,2.845063518108759e-08
1964,2.7986254869105665e-08
1965,2.3529786119524942e-08
1966,2.2710207381315684e-08
1967,2.613077793034435e-08
1968,3.1889051815836567e-08
1969,2.2708789071401725e-08
1970,2.2533751975473137e-08
1971,2.0039749748512747e-08
1972,1.3338381954497436e-08
1973,2.7014698034122375e-08
1974,2.137717214356627e-08
1975,2.1132476657470534e-08
1976,2.342546046030236e-08
1977,2.291944944943225e-08
1978,3.267325099365337e-08
1979,2.57486831856113e-08
1980,3.6384963542079873e-08
1981,3.0995193078808825e-08
1982,2.545075850068912e-08
1983,2.5261265079734585e-08
1984,3.247444679832512e-08
1985,2.8874678315027325e-08
1986,2.5176838502893872e-08
1987,2.688759348501435e-08
1988,1.9788627625416666e-08
1989,3.45751683950013e-08
1990,3.214704158427395e-08
1991,3.57549367890897e-08
1992,2.424375467047213e-08
1993,2.5480354270968064e-08
1994,3.164955919565671e-08
1995,3.0365723879821616e-08
1996,2.6690460286360462e-08
1997,2.3974472185273044e-08
1998,3.623778155326107e-08
1999,2.8335246371469225e-08
2000,2.8275400687505226e-08
2001,3.373532986294947e-08
2002,3.4611648658255945e-08
2003,3.375207474620723e-08
2004,3.611928733882053e-08
2005,4.008337173289078e-08
2006,4.076711146439038e-08
2007,4.114313939540537e-08
2008,5.023778948398672e-08
2009,4.43441896536001e-08
2010,4.0152239977331305e-08
2011,6.30955365732433e-08
2012,4.425528599139028e-08
2013,6.554443787720743e-08
2014,7.275895619329731e-08
2015,6.694057508305207e-08
2016,6.607574754013967e-08
2017,6.716682432461596e-08
2018,6.221334902800635e-08
2019,5.1785053134523196e-08
