year,tout_DET avant_NOUN,tout_DET savant_NOUN
1851,5.159551008659946e-09,2.3862922748918436e-08
1852,7.161599979710331e-09,2.864639925270751e-08
1853,4.180352064508952e-09,1.015228412448721e-08
1854,5.195664620760709e-09,2.0782657372819813e-08
1855,1.6982198758341838e-08,3.1841622671890946e-08
1856,4.659470143053568e-09,2.7439103433835044e-08
1857,7.810414537345878e-09,3.172980833632266e-08
1858,9.787352261980686e-09,3.52344677878591e-08
1859,1.2730433596175317e-08,4.8884863712572724e-08
1860,5.492620580582752e-09,1.373155145145688e-08
1861,6.6023493339173456e-09,3.489813238388706e-08
1862,9.487771512883825e-09,2.394532772065361e-08
1863,2.097740825490746e-08,1.8480097452311384e-08
1864,8.151037178549814e-09,4.554991539507114e-08
1865,1.2708479601997169e-08,6.071829150577912e-08
1866,6.3252967308358166e-09,6.617233339056838e-08
1867,1.358787216076962e-08,4.804283548764943e-08
1868,7.903798393549266e-09,4.5446843066621057e-08
1869,8.30198221279943e-09,5.6648822965854606e-08
1870,8.027668307875047e-09,5.2753250656678574e-08
1871,0.0,2.3366590662377007e-08
1872,7.861540751719076e-09,3.386510083469574e-08
1873,1.7958012854535355e-09,3.4120226810596677e-08
1874,7.169530746864439e-09,3.106796703233883e-08
1875,7.437985338754061e-09,6.408110192479555e-08
1876,6.650616279912924e-09,5.6832537564943664e-08
1877,4.947852683123699e-09,7.483627229021295e-08
1878,1.6909448730118015e-08,6.220261367095858e-08
1879,9.163987790827832e-09,6.536977847915182e-08
1880,2.5671385017744797e-09,3.337280074511284e-08
1881,2.7890030285249168e-09,3.416528798760865e-08
1882,5.324308105514319e-09,5.657077362108964e-08
1883,3.791603475633565e-09,4.802697528560884e-08
1884,1.1883054540362536e-08,5.149323811792783e-08
1885,1.933690763067375e-09,3.3517306263775026e-08
1886,3.872078213618124e-09,3.291266587046593e-08
1887,6.528924623161458e-10,3.13388383021973e-08
1888,3.804368819970705e-09,3.9311810695608074e-08
1889,3.759081934617825e-09,4.0723387773056174e-08
1890,1.3108772733971819e-08,4.5225268197057744e-08
1891,5.099376032546843e-09,8.286485808639554e-08
1892,6.268512375839919e-09,5.767031474590567e-08
1893,2.463366621796581e-09,3.633465800456648e-08
1894,6.301539290376468e-09,4.9782161282152515e-08
1895,6.018614495673091e-09,4.333402592315849e-08
1896,8.255840455717589e-09,4.776593343081004e-08
1897,6.409385022720926e-09,4.253501018069983e-08
1898,1.0185038590293516e-08,5.601771324581506e-08
1899,4.9748205555033564e-09,4.753717419703207e-08
1900,5.710158568206225e-09,4.671947673173804e-08
1901,7.824234593556412e-09,4.359216299043567e-08
1902,7.365425880312415e-09,3.682712734764948e-08
1903,5.400220493001484e-09,3.1321276905416084e-08
1904,0.0,6.019580212068831e-08
1905,1.341797323251015e-08,5.367189492844204e-08
1906,1.5432553568395235e-09,4.3211149769462054e-08
1907,1.0285686691258178e-08,5.914269785023407e-08
1908,7.367083387777029e-09,3.290630701258124e-08
1909,6.0510818578052294e-09,4.840865375221881e-08
1910,8.550640973048473e-09,3.58058107607917e-08
1911,2.6601871816467337e-09,4.7883365605905226e-08
1912,3.646594803896619e-09,5.46989227245831e-08
1913,5.833288518886093e-09,5.5151093969474374e-08
1914,6.696743715117748e-10,4.151981214395306e-08
1915,2.3561523843085297e-09,5.5369582696584985e-08
1916,3.2962386153911893e-09,4.2851102222130066e-08
1917,1.315970976634162e-08,3.3995917192441993e-08
1918,2.2972752589112133e-09,4.82427813253139e-08
1919,8.287063535394878e-09,3.591060959706738e-08
1920,5.300562211374427e-09,3.634671275065671e-08
1921,6.81547268621685e-09,4.013556109683236e-08
1922,8.115729144275718e-09,2.7298360905092522e-08
1923,2.1231896241147297e-09,4.777176698667063e-08
1924,1.1602462102189293e-08,3.867487285980076e-08
1925,8.798542117105512e-09,7.038834004546857e-08
1926,8.916910765321973e-09,3.009457483216238e-08
1927,8.919379901328739e-09,4.7941666636575064e-08
1928,5.713020723163709e-09,3.427812322875923e-08
1929,6.684243825105796e-09,3.119313873867213e-08
1930,2.100720708497761e-09,4.096405403775094e-08
1931,0.0,2.167017854048936e-08
1932,5.479768305782784e-09,4.4934100884574946e-08
1933,1.1470662197865522e-09,1.2617728861741284e-08
1934,3.5944740517379614e-09,2.6359476379411717e-08
1935,7.180970484910176e-09,4.308582113310422e-08
1936,2.424942913137329e-09,4.243650186808168e-08
1937,1.5109342110797286e-08,4.1550688223424004e-08
1938,7.779128452511941e-09,4.1488687485546905e-08
1939,3.058810094103137e-09,2.141166977054354e-08
1940,7.607348528892999e-09,7.607348972982209e-08
1941,8.854508237732261e-09,2.3612021227137348e-08
1942,9.102635090130207e-09,4.247896612241675e-08
1943,5.806470415592457e-09,4.064529335323641e-08
1944,6.4263723231761105e-09,4.498460803858961e-08
1945,4.357008087652048e-09,3.485606470121638e-08
1946,4.1763312808029696e-09,3.341064935824534e-08
1947,1.1920871401116528e-08,3.8146785952264395e-08
1948,4.348755133776194e-09,3.913879709216417e-08
1949,1.570721330779179e-08,3.926803493481401e-08
1950,1.4889506516624351e-08,4.998619784757352e-08
1951,1.4925962688039363e-08,3.4116485636559446e-08
1952,3.1634410646574906e-09,3.374337076422762e-08
1953,4.3095309543161875e-09,4.3095308654983455e-08
1954,1.6613311615287785e-08,3.420387528763058e-08
1955,8.447047505910632e-09,2.7218263198847126e-08
1956,2.616342476002842e-09,3.0523995775411095e-08
1957,8.835037701437898e-10,2.738861759610245e-08
1958,5.790570245522986e-09,4.4670116050582465e-08
1959,4.650448581777766e-09,3.5653439312000046e-08
1960,7.612916519406099e-09,3.806458326316431e-08
1961,5.55852741612739e-09,3.890969180186943e-08
1962,1.0147129914095387e-08,5.200404373795209e-08
1963,9.052474325699222e-09,2.0691370394843034e-08
1964,4.8671746077921796e-09,2.4335873760605864e-08
1965,1.1491291473930687e-08,3.666269177138304e-08
1966,8.862519607077957e-09,4.486650562185446e-08
1967,9.860671390526932e-09,2.9088979891511713e-08
1968,9.431973424511852e-09,3.0541628309732616e-08
1969,6.358460813427058e-09,3.270065546123746e-08
1970,5.9783426265003214e-09,2.7592349738370103e-08
1971,6.6799168418896215e-09,2.9288866554288973e-08
1972,1.7442499000708267e-08,2.8215806913145514e-08
1973,1.2129048487796723e-08,2.4258095976392724e-08
1974,6.188128898187983e-09,2.8690416320475975e-08
1975,6.282628195464213e-09,1.9990180621931586e-08
1976,2.856763492431469e-09,1.7140580454988452e-08
1977,9.402850942308305e-09,2.2331770210826107e-08
1978,4.158414057542359e-09,2.019801137453925e-08
1979,1.2289143924704149e-08,2.1067103284089228e-08
1980,6.822181042309694e-09,1.364436125195212e-08
1981,5.692994575756671e-09,1.3283653788054295e-08
1982,4.966001831974154e-09,2.2347007799794483e-08
1983,5.052252727288931e-09,2.2103606056589342e-08
1984,1.3337719928507852e-08,2.0876430362193332e-08
1985,9.02333674446254e-09,1.4437339546091721e-08
1986,1.1988970760601347e-08,2.697518408645294e-08
1987,1.0388388815840699e-08,1.8332450668623324e-08
1988,1.3792074149421296e-08,1.2592763276586538e-08
1989,1.0976244468885454e-08,1.4269117665222097e-08
1990,9.80757164370516e-09,1.3621627492632626e-08
1991,6.447611611282156e-09,1.817054151587172e-08
1992,7.713921945651236e-09,1.708082614237938e-08
1993,1.3294098266669607e-08,1.274017746855094e-08
1994,1.8462243067673967e-08,1.74072576353268e-08
1995,8.675921647771645e-09,1.4098371692305989e-08
1996,9.60856594289794e-09,1.7081894787551732e-08
1997,1.0069278078006505e-08,1.3425704992187093e-08
1998,1.1920322950942364e-08,1.5258013297270168e-08
1999,1.0511462811280126e-08,1.1425503126938352e-08
2000,9.71966962470816e-09,1.767212509662386e-08
2001,1.3581756164171566e-08,1.6648605327684862e-08
2002,9.63868718173444e-09,2.0591741367592675e-08
2003,1.1667384391955693e-08,1.4584230378922314e-08
2004,1.7178685363106183e-08,1.7178685141061578e-08
2005,9.457873817453333e-09,1.891574741286206e-08
2006,1.4412614546266411e-08,1.4412614379732958e-08
2007,1.5179021817246507e-08,1.3581230140502498e-08
2008,9.792111288486893e-09,1.2772319285536682e-08
2009,1.525821580194986e-08,1.668867355419934e-08
2010,1.7005654662227698e-08,1.1809482725055886e-08
2011,1.6060682533902693e-08,1.5295888056154894e-08
2012,1.736168897537027e-08,1.0212757750593937e-08
2013,1.4503449996539075e-08,1.5061275393524198e-08
2014,1.9922095972901843e-08,1.5158116054014847e-08
2015,1.5072713036023977e-08,1.5072712689079282e-08
2016,2.1127668642373365e-08,2.319900921365914e-08
2017,1.8112401578562753e-08,1.0062445376934903e-08
2018,1.652138692520566e-08,7.486253505994966e-09
2019,1.7601816060253128e-08,1.071414901243628e-08
