year,frappant_VERB en_ADP,frappant_VERB sans_ADP
1852,1.40627776090696e-07,5.338647213193326e-08
1853,8.480143520728234e-08,2.6276499198729653e-08
1854,8.313062949127925e-08,1.8704392701351935e-08
1855,5.519214596461097e-08,5.73149208094037e-08
1856,7.506924504241397e-08,3.7793480345271746e-08
1857,1.1081025519388277e-07,5.076769321599173e-08
1858,4.991549573674092e-08,2.936205589776364e-08
1859,5.8050776630125256e-08,2.7497735644033128e-08
1860,7.781212474355925e-08,4.7602711106264906e-08
1861,8.771692705522582e-08,6.696668464201139e-08
1862,7.273958146924997e-08,4.924605101486179e-08
1863,5.893652499366908e-08,5.793760138317339e-08
1864,4.650886253898534e-08,3.404256920802595e-08
1865,6.966129717511649e-08,2.3063536858103362e-08
1866,1.0023162388961282e-07,4.038458745192486e-08
1867,9.123285593659602e-08,4.4160586298858107e-08
1868,6.668830110356794e-08,5.3844626535237694e-08
1869,1.3478512528308784e-07,5.1765301378736694e-08
1870,5.676708170199163e-08,4.7019199200803996e-08
1871,7.965883241922711e-08,4.779529660936532e-08
1872,1.0280476914203973e-07,3.144616467221084e-08
1873,6.524744833313889e-08,4.0106229448610975e-08
1874,6.572069821686455e-08,4.002988163165355e-08
1875,6.694186538425129e-08,5.435450611823711e-08
1876,9.492243435715864e-08,3.506688628363008e-08
1877,1.1751150452710135e-07,2.1028373708986692e-08
1878,6.099479321619583e-08,5.254007007238215e-08
1879,4.887460391955756e-08,4.887460391955756e-08
1880,6.161132404258751e-08,4.171599954361227e-08
1881,5.996356833293248e-08,3.834879080955034e-08
1882,1.211280107327184e-07,5.124646662579835e-08
1883,8.404720830412771e-08,3.538829879135008e-08
1884,6.46966284989503e-08,4.423136878983769e-08
1885,6.574548194748786e-08,2.5137978865164e-08
1886,9.099384357114104e-08,5.0982364496743315e-08
1887,8.814048158001242e-08,3.0685946228459215e-08
1888,7.03808211710566e-08,4.438430223352441e-08
1889,6.891650627949275e-08,3.571128015522618e-08
1890,8.192983358412675e-08,4.260351360585446e-08
1891,8.541454832311501e-08,1.8485238229004608e-08
1892,6.080456671497814e-08,3.19694137829174e-08
1893,6.959010789842068e-08,2.8328715373504565e-08
1894,9.263262512604342e-08,3.7179081147087345e-08
1895,8.726991040930443e-08,2.5880042997528108e-08
1896,6.545702291305133e-08,3.066455178668548e-08
1897,5.360576338375722e-08,2.0393496669157685e-08
1898,7.525611778191887e-08,4.1305991738127545e-08
1899,8.623022296205818e-08,2.5426860617017155e-08
1900,9.707269299497057e-08,2.4397950326715545e-08
1901,8.886095059779109e-08,2.235495527580511e-08
1902,7.807351209976332e-08,2.0132164380015638e-08
1903,5.6702312178913417e-08,4.050165181013199e-08
1904,5.750849041419315e-08,3.33226779503093e-08
1905,8.153999431215198e-08,3.302885787093146e-08
1906,7.356183573392627e-08,1.6975809202790515e-08
1907,7.714265137792609e-08,2.7771354993433306e-08
1908,6.188350454294778e-08,2.2101250829464902e-08
1909,7.371318133664317e-08,1.265226234892225e-08
1910,8.123109296320763e-08,1.977335806202518e-08
1911,8.672209617088811e-08,2.8197982615552064e-08
1912,6.355493553655833e-08,2.5005221004903433e-08
1913,6.893886705938712e-08,2.4393752795504042e-08
1914,6.964613419313537e-08,2.276892896446725e-08
1915,6.125996065975414e-08,1.5314990164938536e-08
1916,8.899844061716067e-08,4.944358011904626e-08
1917,7.23783983858084e-08,5.3735480065597585e-08
1918,1.0337738842736144e-07,3.101321510712296e-08
1919,9.392005040353979e-08,2.1178051312631396e-08
1920,9.010955892563288e-08,3.407504323149624e-08
1921,6.588290091258386e-08,2.196096815509918e-08
1922,8.779743154718744e-08,2.7298360905092522e-08
1923,9.235874642854469e-08,2.1231895797058087e-08
1924,6.445812061883771e-08,1.804827443052659e-08
1925,8.35861513337477e-08,2.8595261936104066e-08
1926,7.57937428375044e-08,2.229227646921572e-08
1927,1.0368778902147824e-07,2.787306307983073e-08
1928,9.255093402771308e-08,1.2568645679778001e-08
1929,8.243900850857244e-08,1.1140405931087116e-08
1930,8.297846676441623e-08,1.68057662230936e-08
1931,9.124285327288817e-08,1.4826963656844327e-08
1932,8.000461804158476e-08,9.863582839386709e-09
1933,1.0208889023033407e-07,2.408838994938378e-08
1934,1.0903237779302799e-07,2.7557634396657704e-08
1935,8.377799076697556e-08,1.0771455727365264e-08
1936,9.699771652549316e-08,1.2124714565686645e-08
1937,1.0198805711070236e-07,2.392312481447334e-08
1938,8.297737252860315e-08,2.074434313215079e-08
1939,7.647025057622159e-08,1.8352860564618823e-08
1940,5.832300686847702e-08,1.7750480196809804e-08
1941,5.017554371988808e-08,2.3612020783048138e-08
1942,1.2136847260535433e-07,1.2136847082899749e-08
1943,1.1612940653549231e-07,2.9032351633873077e-08
1944,8.675602458652065e-08,2.2492303131116387e-08
1945,7.189063211399116e-08,1.742803235060819e-08
1946,6.960551957035932e-08,3.480275978517966e-08
1947,7.748565877818692e-08,1.9073394197377525e-08
1948,8.914948068650119e-08,3.696441908118686e-08
1949,8.246286853363927e-08,1.9634017078828947e-08
1950,8.720996191868835e-08,2.765193918286002e-08
1951,1.5032576072826487e-07,3.1984203729962246e-08
1952,7.27591498161928e-08,7.381362632230548e-09
1953,7.97263197682696e-08,2.0470272588113403e-08
1954,7.427127712844594e-08,2.247683283940205e-08
1955,9.291751723594643e-08,3.472674992011093e-08
1956,9.506044307272532e-08,2.965188072856506e-08
1957,9.453490434907508e-08,1.501956425897788e-08
1958,1.1498418217570361e-07,1.2408365002158916e-08
1959,8.680837737529146e-08,1.6276571201956358e-08
1960,8.858666689093297e-08,2.145458388724819e-08
1961,1.0144312767579322e-07,2.570818935510033e-08
1962,1.0527647731350953e-07,4.312530421657357e-08
1963,9.893061303500872e-08,2.7157423754253784e-08
1964,9.856028526655791e-08,2.7377858202726202e-08
1965,9.028871517102743e-08,2.134096988015699e-08
1966,1.0191897814593176e-07,2.492583628388445e-08
1967,8.775997173415817e-08,2.0214375284766106e-08
1968,1.0554827412079248e-07,2.4702787371211343e-08
1969,7.312230110301243e-08,2.1346261647181564e-08
1970,1.0071207867667908e-07,2.8052222600383203e-08
1971,9.197731287713395e-08,2.5178147566862208e-08
1972,9.747279250404972e-08,3.0780881121739156e-08
1973,7.939013357827207e-08,3.804110448868414e-08
1974,9.844750081811071e-08,2.0814615808717463e-08
1975,7.367809473635134e-08,1.770558810676448e-08
1976,8.570290077614118e-08,1.4855169538918744e-08
1977,8.638869530841475e-08,3.23223002252071e-08
1978,9.742569773152354e-08,2.5544542481270582e-08
1979,8.368321857687988e-08,2.925986741786346e-08
1980,8.982537735846563e-08,3.240536017301565e-08
1981,7.211126273887203e-08,4.3013738348918196e-08
1982,1.0118228743749569e-07,1.6139505731871395e-08
1983,7.957298464589257e-08,2.7155859783078995e-08
1984,8.756502722917503e-08,1.681712546997005e-08
1985,6.496802740230123e-08,2.5866899733273385e-08
1986,1.025057017045583e-07,3.8364706966831363e-08
1987,8.49403534175508e-08,4.2775717912224565e-08
1988,8.335209855658832e-08,5.396898550280582e-08
1989,9.00052015140318e-08,4.280735410588932e-08
1990,8.990274125153519e-08,3.378163526690514e-08
1991,9.730032246579867e-08,3.868567183262783e-08
1992,8.37511535678459e-08,2.9202704754371922e-08
1993,8.862731704084581e-08,2.769603679730892e-08
1994,7.173900229417995e-08,2.9012095836833396e-08
1995,8.4590233484505e-08,4.0668382439434936e-08
1996,8.060519007813127e-08,8.060518985608667e-08
1997,8.630809844589749e-08,6.28131157087708e-08
1998,7.629006404386018e-08,6.00784275661681e-08
1999,6.809599994994642e-08,8.317766031495921e-08
2000,7.908276700163697e-08,7.422292658265661e-08
2001,7.710932692361894e-08,5.126017654788484e-08
2002,7.75476181047452e-08,7.272827673432403e-08
2003,7.25044557725596e-08,7.542130636695177e-08
2004,7.620288755560978e-08,7.400049639727513e-08
2005,8.557124431263219e-08,7.205998997505958e-08
2006,8.359316439054965e-08,9.67704139043235e-08
2007,7.509621724466342e-08,8.068848417197572e-08
2008,6.982200773109071e-08,8.387156311129296e-08
2009,7.104606680741199e-08,7.629108256246298e-08
2010,7.463592766043803e-08,5.479600062585632e-08
2011,6.65371118202529e-08,3.212136420738254e-08
2012,5.8893572685292384e-08,4.629783559306766e-08
2013,7.084377529054109e-08,3.7095363003558646e-08
2014,6.886115500037704e-08,2.8583876932053442e-08
2015,7.048709704804423e-08,3.014542626633698e-08
2016,6.93898911663382e-08,4.971216038818227e-08
2017,5.6098134137982925e-08,2.3143623906207722e-08
2018,6.453667111827599e-08,3.123574754404501e-08
2019,7.474394436712828e-08,3.163224976399093e-08
