year,serrant_VERB en_ADP
1897,1.4566783557157237e-08
1898,1.4145887128336199e-08
1899,8.291367592505594e-09
1900,1.193942211763499e-08
1901,2.1237208436275523e-08
1902,2.897067474805226e-08
1903,1.9440792975444765e-08
1904,1.1824175416563776e-08
1905,1.1353670004154992e-08
1906,1.1831624013858288e-08
1907,7.1999805006939255e-09
1908,1.8663278034125597e-08
1909,6.0510818578052294e-09
1910,1.2825961848150769e-08
1911,7.980560989828689e-09
1912,1.3544495303108306e-08
1913,2.1742257771961704e-08
1914,2.1429579888376793e-08
1915,7.068456930880984e-09
1916,1.7579939504130948e-08
1917,2.522277586791688e-08
1918,1.8378202071289707e-08
1919,1.4732557618302167e-08
1920,1.4387240288016301e-08
1921,1.741731875393171e-08
1922,1.623145795548453e-08
1923,1.4862327368803108e-08
1924,1.1602462102189293e-08
1925,4.399271169575059e-09
1926,1.1146138789719373e-08
1927,1.1149224876660924e-08
1928,2.5137291359556002e-08
1929,1.4482528509773829e-08
1930,1.0503603542488804e-08
1931,7.983749661377715e-09
1932,7.671675517073595e-09
1933,1.3764794637438627e-08
1934,2.2765002327673756e-08
1935,7.180970484910176e-09
1936,8.487300195980652e-09
1937,1.7627564963262898e-08
1938,1.2965214679638848e-08
1939,1.5294050470515685e-09
1940,1.2678914362851401e-08
1941,2.9515025978810172e-09
1942,0.0
1943,1.7419411024732767e-08
1944,1.2852744646352221e-08
1945,2.178504043826024e-09
1946,1.3921104269343232e-09
1947,2.3841741914054637e-09
1948,1.087188761239588e-08
1949,8.835307485632882e-09
1950,1.595304244261797e-08
1951,9.595261474260042e-09
1952,1.0544803696888039e-08
1953,2.1547654771580937e-09
1954,6.840775057526116e-09
1955,5.631364707880948e-09
1956,8.721141808720745e-09
1957,3.534015080575159e-09
1958,2.4816730892496253e-09
1959,7.750748043378053e-09
1960,6.228750015768725e-09
1961,7.642975030641708e-09
1962,1.2683912808952869e-09
1963,9.052474325699222e-09
1964,1.1559539991878864e-08
1965,7.1136563306595235e-09
1966,4.431259803538978e-09
1967,7.888536712741256e-09
1968,8.533689976886194e-09
1969,5.450109363813738e-09
1970,5.5184699032651e-09
1971,5.652237122788506e-09
1972,7.182205663536223e-09
1973,4.410563025913916e-09
1974,3.937900228123681e-09
1975,7.4249242310031605e-09
1976,6.284879505713548e-09
1977,1.057820719907454e-08
1978,1.2475242172627077e-08
1979,2.9259866751729646e-09
1980,6.253665807420816e-09
1981,1.897664858585557e-09
1982,3.724501262958313e-09
1983,5.052252838311233e-09
1984,4.639206629963866e-09
1985,7.218669662023558e-09
1986,4.196139880008332e-09
1987,6.721898426764739e-09
1988,8.99483088012687e-09
1989,6.585746725740194e-09
1990,4.903786043897185e-09
1991,6.4476115557710045e-09
1992,4.4079553340736766e-09
1993,6.647048800267896e-09
1994,4.747434001473039e-09
1995,5.964695848348356e-09
1996,2.6690460952494277e-09
1997,3.3564261370244708e-09
1998,5.721755180765342e-09
1999,1.3710603763428253e-09
2000,5.743440834038438e-09
2001,3.943090687297257e-09
2002,4.381221385685308e-09
2003,2.9168459869666208e-09
2004,7.928624201625212e-09
2005,5.85487458515388e-09
2006,7.000412693969338e-09
2007,2.796135656346621e-09
2008,6.811903263681529e-09
2009,3.814554005998616e-09
2010,6.140930874920514e-09
2011,7.265546830836911e-09
2012,1.1234033758800166e-08
2013,1.2551062411603198e-08
2014,1.104377074512275e-08
2015,1.2412822103513577e-08
2016,1.0149566187500625e-08
2017,1.33327402451755e-08
2018,1.4714359952705536e-08
2019,1.4795729086358733e-08
