year,remontant_VERB en_ADP
1913,1.1560517365616363e-07
1914,1.011208325962798e-07
1915,1.0367070357730768e-07
1916,8.680095220370276e-08
1917,9.211796270225392e-08
1918,8.15532681386344e-08
1919,1.049694700050452e-07
1920,9.692456659493587e-08
1921,7.87565699322812e-08
1922,9.148639779077428e-08
1923,8.174280274886314e-08
1924,6.703644883643278e-08
1925,1.0008341710943114e-07
1926,7.690835523987971e-08
1927,7.804457724525093e-08
1928,7.769707699445405e-08
1929,1.0137770090068443e-07
1930,9.138135281805404e-08
1931,1.072103525956436e-07
1932,9.753987928462493e-08
1933,1.0897128754905339e-07
1934,8.626738079442475e-08
1935,9.09589594755289e-08
1936,7.881064467696319e-08
1937,6.043736533456467e-08
1938,8.816345831164085e-08
1939,6.117619921752748e-08
1940,1.1918179332326417e-07
1941,9.444808490854939e-08
1942,5.4615812983271894e-08
1943,1.2774234736667722e-07
1944,8.354284197764628e-08
1945,7.189063211399116e-08
1946,1.0858461330087721e-07
1947,1.0132740202450918e-07
1948,1.1959076751111297e-07
1949,7.657266420935116e-08
1950,1.084806875439881e-07
1951,8.315893529342588e-08
1952,1.3075556726249715e-07
1953,1.0989303689257213e-07
1954,1.0847514797518443e-07
1955,1.1075017525286057e-07
1956,1.0639792868971654e-07
1957,8.569986253981199e-08
1958,1.0340304124056843e-07
1959,8.525822403626648e-08
1960,8.512625321310807e-08
1961,8.893643999030587e-08
1962,8.181124044881471e-08
1963,5.948769121744135e-08
1964,7.544120506075558e-08
1965,8.481667279625071e-08
1966,7.477750729734112e-08
1967,8.085750596853458e-08
1968,7.635406840122982e-08
1969,7.720988459691824e-08
1970,7.449934291692273e-08
1971,6.988220313530746e-08
1972,6.771793836790607e-08
1973,6.946637087779095e-08
1974,7.200731522161163e-08
1975,7.139350444163028e-08
1976,6.113473771662825e-08
1977,5.641710532078292e-08
1978,5.821779569537e-08
1979,5.793453716762542e-08
1980,8.75513199716238e-08
1981,5.8195054997156603e-08
1982,7.324852879797561e-08
1983,7.95729815372681e-08
1984,6.78483971228161e-08
1985,7.459292294953457e-08
1986,8.632059422808425e-08
1987,7.882953623195021e-08
1988,5.756691789926549e-08
1989,7.354083964017377e-08
1990,8.39092253457352e-08
1991,6.447611422544242e-08
1992,6.942529529041508e-08
1993,4.929894714678085e-08
1994,7.859640716034733e-08
1995,6.235818150734929e-08
1996,7.633471899026745e-08
1997,7.719780237280816e-08
1998,6.007842978661415e-08
1999,7.312322125585524e-08
2000,5.6550803817501105e-08
2001,6.002260244386548e-08
2002,6.046085632149811e-08
2003,7.542130209259312e-08
2004,8.016720354220297e-08
2005,9.638024067726292e-08
2006,6.09447701194199e-08
2007,5.831940175227146e-08
2008,7.961412240575783e-08
2009,9.488703422988465e-08
2010,9.400348366384037e-08
2011,8.489217462326337e-08
2012,9.259567645969469e-08
2013,9.427242630977162e-08
2014,9.051560745376719e-08
2015,1.0196246824634159e-07
2016,1.0688114571166807e-07
2017,8.553078600925801e-08
2018,1.0274237194352054e-07
2019,9.821302970891566e-08
