year,ressemblant_VERB en_ADP
1978,3.2079192635592335e-08
1979,2.0481905949054635e-08
1980,3.1268328370970266e-08
1981,2.6567308353264707e-08
1982,3.041676066573018e-08
1983,3.915495838668903e-08
1984,3.537395087960249e-08
1985,2.466378745680231e-08
1986,3.2370220282018636e-08
1987,3.116516467116526e-08
1988,1.9188972188999287e-08
1989,3.2928731741321826e-08
1990,2.2339468941368068e-08
1991,3.692722927439718e-08
1992,3.250866953408149e-08
1993,3.43430848204207e-08
1994,3.586950114708998e-08
1995,3.0907969517102174e-08
1996,3.202855225481471e-08
1997,2.6371919759071716e-08
1998,4.005228504411207e-08
1999,3.97607493596297e-08
2000,3.048441854502926e-08
2001,4.205963222148057e-08
2002,3.373540380380291e-08
2003,3.4585461605729506e-08
2004,3.7000248198637564e-08
2005,3.422849559342467e-08
2006,3.706101026068609e-08
2007,3.1955835311237024e-08
2008,3.1079309792403365e-08
2009,3.337734710839868e-08
2010,3.495607003856094e-08
2011,4.971163392042399e-08
2012,3.982975727012672e-08
2013,4.93675145207817e-08
2014,6.084901116309993e-08
2015,4.699139921626738e-08
2016,5.67547182583894e-08
2017,3.6224804489393136e-08
2018,5.5501534035329314e-08
2019,5.7652322027479386e-08
