year,devrait_VERB aider_VERB,devrait_VERB céder_VERB
1846,5.854501328173001e-10,3.805426018743674e-08
1847,5.3932236454556914e-09,1.1865092020002521e-08
1848,3.218088684420195e-09,1.689496542667257e-08
1849,1.6758829879393033e-09,4.9438547478075634e-08
1850,4.073397619208663e-09,2.4440385715251978e-08
1851,0.0,1.7413483988093503e-08
1852,1.9531636308300904e-09,1.5625309046640723e-08
1853,2.388772735173461e-09,7.763511611358354e-09
1854,2.0782657816909023e-09,3.4810952342922974e-08
1855,7.960405667972736e-09,1.5920811335945473e-08
1856,7.765783571755946e-09,2.9509978460851016e-08
1857,4.393358121745905e-09,3.7099468386259105e-08
1858,9.787352039936081e-10,3.52344677878591e-08
1859,4.582956236731661e-09,3.055303920973529e-08
1860,1.327383358784573e-08,2.746310379109218e-08
1861,4.715963619617014e-09,4.33868656557479e-08
1862,9.035972858839614e-09,3.207770404856092e-08
1863,1.0988165932701577e-08,2.5472566278494924e-08
1864,1.9178911792039344e-09,2.589153069720851e-08
1865,5.177528628053096e-09,2.3063536858103362e-08
1866,3.4059290943133647e-09,2.3841502994059738e-08
1867,3.88224918879132e-09,1.94112459439566e-08
1868,1.4819622196071691e-09,2.0747471296544973e-08
1869,1.0743741896135361e-08,2.6371003158942585e-08
1870,1.1468097582678638e-08,1.7202147262196377e-08
1871,2.1242354542039266e-09,4.779529660936532e-08
1872,8.4662747923403e-09,3.205089882385437e-08
1873,2.9930022904522957e-09,2.334541804316359e-08
1874,2.9873046258899194e-09,1.4936523129449597e-08
1875,6.293679799540541e-09,2.0025344937835143e-08
1876,6.650616057868319e-09,1.874264654588842e-08
1877,3.710889595609501e-09,2.5976227391311113e-08
1878,5.435179861734696e-09,3.4422804162659304e-08
1879,1.5273313280772527e-08,2.1382637882538802e-08
1880,5.134277003548959e-09,1.6044616302224313e-08
1881,1.045876096839038e-08,3.2073533162702006e-08
1882,6.655385131892899e-09,1.1979693681496428e-08
1883,2.5277355764075082e-09,1.7694148368718743e-08
1884,1.9805090900604227e-09,2.6406787867472303e-08
1885,1.353583467533781e-08,1.6114089618213256e-08
1886,3.2267319927115068e-09,1.677900662855336e-08
1887,5.223139698529167e-09,2.0892558794116667e-08
1888,6.974675947901687e-09,1.9655905347804037e-08
1889,4.385595886446936e-09,1.9421923624918236e-08
1890,8.520702365899524e-09,2.2940351840361473e-08
1891,3.1871101313640793e-09,3.378336543846672e-08
1892,1.1283322720601063e-08,2.2566645441202127e-08
1893,8.621783287310336e-09,1.9091091374434654e-08
1894,1.7014155417882648e-08,8.822155450616265e-09
1895,2.467631965430428e-08,3.069493459406658e-08
1896,4.717623180994224e-09,3.2433661090180976e-08
1897,4.661370844871726e-09,3.088158351260972e-08
1898,4.52668391659472e-09,1.810673566637888e-08
1899,4.9748205555033564e-09,2.3215829259015663e-08
1900,4.15284251431558e-09,2.8550791952852705e-08
1901,6.147612641171918e-09,2.51493244007861e-08
1902,2.9461704187383475e-09,2.0132164380015638e-08
1903,9.1803746826713e-09,2.3220946943069976e-08
1904,1.289910045443321e-08,1.5048950530172078e-08
1905,8.257214467732865e-09,2.3223416079076742e-08
1906,7.716276506641861e-09,2.41776678677752e-08
1907,8.228549397415463e-09,2.108565766434367e-08
1908,1.080505640516094e-08,2.504808449543816e-08
1909,5.5009836685826485e-09,1.4302557360679202e-08
1910,5.878565634276356e-09,1.8170112525695004e-08
1911,5.3203743632934675e-09,2.8730021028877673e-08
1912,1.2502610502451716e-08,2.031674206648404e-08
1913,1.9090762748419365e-08,2.598464909908671e-08
1914,1.0045115850232378e-08,2.5447626228469744e-08
1915,1.0602685840410686e-08,3.180805663305364e-08
1916,5.493730803607377e-09,5.7134801778602196e-08
1917,1.5352993543160665e-08,4.276905585243185e-08
1918,1.4932290071101306e-08,3.675640414257941e-08
1919,1.012863304339362e-08,5.616787390749778e-08
1920,4.543339038320937e-09,1.9687803387569147e-08
1921,1.060184651180407e-08,3.862101038976107e-08
1922,8.853522359686394e-09,4.279202414636529e-08
1923,1.5923921736771263e-08,2.441668023323018e-08
1924,1.4180787211159895e-08,4.2542360745301266e-08
1925,1.4297631523163545e-08,2.0896537833436923e-08
1926,2.229227691330493e-09,2.0063049888108253e-08
1927,1.3379070296082318e-08,2.1183527820767267e-08
1928,2.0566874425753667e-08,3.5420729460611255e-08
1929,1.7824650200282122e-08,3.342121956961819e-08
1930,1.2604324695075775e-08,4.096405348263943e-08
1931,1.3686427990933225e-08,3.42160717536899e-08
1932,1.6439305028370654e-08,4.931791508511196e-08
1933,1.261772819560747e-08,2.2941325283909464e-08
1934,1.1981580172459871e-08,2.516131836216573e-08
1935,1.196828414151696e-08,4.0692164304800826e-08
1936,8.487299751891442e-09,3.273672888326473e-08
1937,1.3850230295986421e-08,3.777335422228134e-08
1938,1.2965214679638848e-08,3.5006078036303734e-08
1939,2.4470480752825097e-08,3.211750509990452e-08
1940,2.028626333583361e-08,1.7750480196809804e-08
1941,1.1806010391524069e-08,2.3612020783048138e-08
1942,1.2136847082899749e-08,2.4273694165799498e-08
1943,3.193558839598154e-08,6.096794180621146e-08
1944,9.639558484764166e-09,4.819779064746399e-08
1945,3.485606470121638e-08,2.832055301382752e-08
1946,1.9489545977080525e-08,3.6194869323935563e-08
1947,2.1457568166738383e-08,2.5033829231801974e-08
1948,4.022598432129598e-08,2.8266908813634473e-08
1949,3.5341230386620737e-08,4.123143426681963e-08
1950,3.722376362702562e-08,4.1477910883713776e-08
1951,3.3050344683260846e-08,2.3455083209000804e-08
1952,2.8470971358274255e-08,3.690681538159879e-08
1953,3.5553629373907825e-08,3.232148060305917e-08
1954,2.14995790059902e-08,2.34540866728139e-08
1955,2.815682265122632e-08,3.566530892840092e-08
1956,4.098936656760088e-08,2.7907653077363648e-08
1957,5.03597163969971e-08,2.47381048978923e-08
1958,4.6324561964183886e-08,3.1434524316864554e-08
1959,4.340418868764573e-08,3.797866554577922e-08
1960,3.737250153790228e-08,3.114374891310945e-08
1961,5.975417138870398e-08,2.153929301584867e-08
1962,4.439369405417892e-08,1.77574772664002e-08
1963,4.9142006020019835e-08,3.297687101166957e-08
1964,5.353892262860427e-08,2.251068309533366e-08
1965,4.596516589572275e-08,3.720989383282358e-08
1966,7.311578542612551e-08,2.76953731059848e-08
1967,6.803863072946115e-08,2.7609878827661305e-08
1968,6.243067929290191e-08,4.1321026600371624e-08
1969,7.72098829315837e-08,2.361714024345929e-08
1970,8.829552200495527e-08,3.54101814536989e-08
1971,8.992195432711014e-08,3.1858064630796434e-08
1972,7.336110030564669e-08,2.7189777540570503e-08
1973,9.59297423719363e-08,2.921997932503473e-08
1974,1.1026120461110622e-07,2.981553137715309e-08
1975,8.167416609694556e-08,3.541117621352896e-08
1976,1.0570024500111685e-07,2.7996280849151844e-08
1977,1.0401903693946224e-07,2.6445517775641747e-08
1978,9.386134536271129e-08,3.029701645118621e-08
1979,9.831315139763319e-08,3.2185852205657284e-08
1980,1.2677885763423546e-07,3.354238842234736e-08
1981,1.1322733683982733e-07,2.6567308353264707e-08
1982,1.4277254933858785e-07,2.7313010519947056e-08
1983,1.288324540382746e-07,3.220811350956865e-08
1984,1.443953152602262e-07,2.145633182237816e-08
1985,1.2392050052767445e-07,2.8874678648094232e-08
1986,1.2948088112807454e-07,2.937297871596911e-08
1987,1.3504904927685857e-07,3.299841111470414e-08
1988,1.2832624918246438e-07,3.1781734577407406e-08
1989,1.4653285518306802e-07,3.4026356843241956e-08
1990,1.5474168435503088e-07,2.2884334427430986e-08
1991,1.430197471563588e-07,2.4618154625954958e-08
1992,1.399525757506126e-07,2.4794749364787094e-08
1993,1.3349489336178522e-07,3.37891670199042e-08
1994,1.6616019138382399e-07,3.3759530282395644e-08
1995,1.2905432811294304e-07,2.3858783393393423e-08
1996,1.5320324564527255e-07,3.202855225481471e-08
1997,1.5008019715878618e-07,4.315404922294874e-08
1998,2.0502955067058792e-07,1.4781200263769279e-08
1999,1.878352691164764e-07,2.6507166239753133e-08
2000,1.6567618388307892e-07,2.2973763336153752e-08
2001,1.5903798100680433e-07,4.030714961800186e-08
2002,1.634195569977237e-07,2.6725450297249154e-08
2003,1.55009530544703e-07,2.7918384049030465e-08
2004,1.5901296990250557e-07,2.8190664025373735e-08
2005,1.6123424018132937e-07,3.2877373712381086e-08
2006,1.4453793539814797e-07,2.8825230202755847e-08
2007,1.326167193838046e-07,2.7162460725094206e-08
2008,1.4603017461922718e-07,3.320802832718073e-08
2009,1.1777435560134109e-07,2.7655516987579176e-08
2010,1.4785472046696668e-07,3.637320489247031e-08
2011,1.2886785327737016e-07,2.5238215073386527e-08
2012,9.804247724787274e-08,2.2127641940983267e-08
2013,1.0152415086395195e-07,2.9843636895066084e-08
2014,8.791707273303473e-08,2.7068065122648477e-08
2015,8.22349477402895e-08,2.0392493027543424e-08
2016,8.036799670207984e-08,2.423467826417891e-08
2017,9.861196303972974e-08,2.3646746782901573e-08
2018,9.086762986498798e-08,2.0393587263356494e-08
2019,8.494789227597721e-08,2.1683396411731337e-08
