year,traversant_VERB en_ADP,traversant_VERB sans_ADP
1850,2.9192683825840504e-08,4.073397619208663e-09
1851,3.998652076120379e-08,3.1602251482354404e-08
1852,4.7526983237844433e-08,4.557382027314816e-09
1853,5.6733352238325097e-08,1.4929829816878737e-08
1854,4.676098053213451e-08,1.2469595134234623e-08
1855,5.7845614520601885e-08,1.1144567935161831e-08
1856,4.245295315286057e-08,9.318940286107136e-09
1857,4.393358032928063e-08,3.905207268672939e-09
1858,5.431980554249094e-08,2.7404586100399086e-08
1859,5.9069209523698873e-08,9.675129142294736e-09
1860,5.9503392213500206e-08,2.288591982591015e-09
1861,6.602348912032596e-08,1.2733101684148096e-08
1862,4.021007882215599e-08,2.0330938710344526e-08
1863,3.945750420841776e-08,3.496234635136375e-09
1864,6.568777022319949e-08,1.1507347186245909e-08
1865,7.013197977912e-08,1.8827376602192913e-08
1866,6.325296553200133e-08,7.298419479884188e-09
1867,5.774845668327089e-08,5.82337378318698e-09
1868,5.1374691167893616e-08,9.385760613156435e-09
1869,5.323035745519178e-08,1.6603965091732675e-08
1870,3.096386169687548e-08,1.1468097582678638e-08
1871,2.7615060460561835e-08,3.18635318130589e-09
1872,3.1446163006876304e-08,1.1489944995446422e-08
1873,7.602225338132484e-08,2.274681615288543e-08
1874,4.540703102406951e-08,1.5533982988813477e-08
1875,7.83849216645649e-08,2.2313955128083762e-08
1876,5.98555458530825e-08,6.650616057868319e-09
1877,5.690030557836678e-08,7.421779191219002e-09
1878,7.0657335982105e-08,1.3285995414946683e-08
1879,7.697750070700948e-08,1.221865097988939e-08
1880,6.417846476480804e-08,1.2193908105473383e-08
1881,5.787181356353699e-08,9.064259565150223e-09
1882,8.119569838704876e-08,1.7304001787010748e-08
1883,4.739504033679509e-08,1.3270612164717477e-08
1884,5.0833066644884184e-08,5.281357573494461e-09
1885,6.63900492359204e-08,1.740321664556177e-08
1886,5.485444276587259e-08,8.389503203254378e-09
1887,7.508263166755569e-08,7.1818171409887555e-09
1888,6.21380236154323e-08,6.340614699951175e-09
1889,8.332631873386731e-08,1.5662842023367318e-08
1890,8.782878024859997e-08,1.9007721618891082e-08
1891,9.24261935875137e-08,3.1233678754460925e-08
1892,6.268512375839919e-08,1.1283322720601063e-08
1893,8.067525669730458e-08,3.695050043717174e-09
1894,7.75089310511845e-08,1.764431090123253e-08
1895,7.222337550238933e-08,2.768562623600701e-08
1896,8.9634842548314e-08,1.533227589334274e-08
1897,5.710179429296858e-08,2.505486840220783e-08
1898,8.26119839203443e-08,1.1882545614128048e-08
1899,8.346643554091315e-08,4.9748205555033564e-09
1900,8.098042580950704e-08,1.2458527209879833e-08
1901,8.997869477278542e-08,6.706486921359556e-09
1902,1.0115184423398205e-07,7.365425602756659e-09
1903,7.34429979054596e-08,1.0800440541913758e-08
1904,8.061937428749388e-08,1.1286712897629059e-08
1905,6.60577150757291e-08,1.2385822145688508e-08
1906,5.452835694086389e-08,5.658603086100555e-09
1907,5.194271923691929e-08,1.0285686746769329e-08
1908,6.33569166019754e-08,1.2278472460991452e-08
1909,8.03143578309573e-08,9.901770070541716e-09
1910,8.283433450273492e-08,1.4963621453034648e-08
1911,6.278041708718263e-08,6.384448969498635e-09
1912,4.5842906359894187e-08,1.458637982620914e-08
1913,6.628736948233183e-08,7.42418571064718e-09
1914,6.964613330495695e-08,1.2054139020278853e-08
1915,8.128725426104211e-08,2.7095752974659604e-08
1916,7.471474194886696e-08,2.7468654906215306e-08
1917,6.03153353928576e-08,9.869782324756216e-09
1918,7.925599998515054e-08,1.033773866510046e-08
1919,9.852397542253755e-08,1.4732557618302167e-08
1920,6.512119199442168e-08,5.300562211374427e-09
1921,6.28538003866197e-08,5.300923255902035e-09
1922,5.090775445637519e-08,1.1804696775641332e-08
1923,7.855801698042342e-08,3.1847844361720945e-09
1924,4.8988173073638563e-08,3.867487219366694e-09
1925,5.389107116116065e-08,2.1996355847875293e-09
1926,7.022067194384363e-08,1.0031524944054127e-08
1927,7.692965475758484e-08,8.919379901328739e-09
1928,9.483614382688188e-08,5.713020612141406e-09
1929,8.466708578680482e-08,1.8938690837799754e-08
1930,6.827342424742255e-08,5.251801771244402e-09
1931,7.527535395013274e-08,7.983749661377715e-09
1932,5.589363638591749e-08,3.287861094491973e-09
1933,6.079450853846424e-08,4.588264879146209e-09
1934,6.829500698302127e-08,5.990790086229936e-09
1935,5.2660451110853046e-08,5.98414207075848e-09
1936,5.577368744624778e-08,1.6974599503782883e-08
1937,7.30284823724503e-08,2.0145789036973838e-08
1938,5.186085871855539e-08,1.0372171899142302e-08
1939,1.0094073132904668e-07,1.8352860564618823e-08
1940,9.382396992663189e-08,2.028626333583361e-08
1941,6.198155233505531e-08,1.1806010391524069e-08
1942,6.978687383529802e-08,3.3376331032286544e-08
1943,9.580676163523094e-08,3.193558839598154e-08
1944,6.105053707017305e-08,1.927911696952833e-08
1945,8.714016530575464e-08,2.178504043826024e-09
1946,8.074240120947707e-08,1.3921104269343232e-08
1947,4.1723048349595615e-08,9.536696765621855e-09
1948,7.936477963710331e-08,1.6307831529616124e-08
1949,4.810334131022387e-08,9.817008317369869e-10
1950,5.211327192000681e-08,1.1698897850465073e-08
1951,4.691016919355917e-08,7.462981344019681e-09
1952,6.854122491795067e-08,2.1089608281954497e-08
1953,5.925605250922672e-08,1.0773827163745864e-08
1954,6.938500729525288e-08,6.840775057526116e-09
1955,4.223523619728553e-08,1.6894095011821264e-08
1956,5.1454734917300016e-08,1.3953826538681824e-08
1957,4.8592706747285774e-08,4.417518850718949e-09
1958,5.625125593100577e-08,2.4816730892496253e-09
1959,6.045583289537859e-08,6.975672928177801e-09
1960,5.052208251754564e-08,1.2457500420115508e-08
1961,6.531269436393927e-08,9.03260666262895e-09
1962,5.3906629216005086e-08,1.1415521861124489e-08
1963,6.33673225003406e-08,9.69907976156037e-09
1964,6.814044595238045e-08,1.2167936880302932e-08
1965,6.292850091016433e-08,1.4774517609339455e-08
1966,4.320478397268346e-08,1.495550172592175e-08
1967,4.486605398312804e-08,7.888536934785861e-09
1968,3.5033044798460367e-08,9.43197286940034e-09
1969,4.6780104456800586e-08,7.72098829315837e-09
1970,3.495031042355379e-08,6.898087434592526e-09
1971,3.494110334401057e-08,9.762954888969944e-09
1972,5.2840511688412306e-08,6.15617617993891e-09
1973,4.134902831243181e-08,1.0475087464101307e-08
1974,2.5315072260667648e-08,1.406392957647995e-08
1975,4.0551510593900275e-08,4.569184142155791e-09
1976,3.199574960532914e-08,7.427584769459372e-09
1977,4.5838897844152626e-08,8.227494963097826e-09
1978,2.6732660751704884e-08,7.128709622605811e-09
1979,3.7452630219370064e-08,7.0223681314374176e-09
1980,4.491268978945584e-08,9.096241093686785e-09
1981,2.783241864756647e-08,8.855769562110538e-09
1982,3.9107264093729555e-08,9.311253434951539e-09
1983,3.726036501561225e-08,6.315316158911344e-09
1984,3.3054349146688367e-08,1.3917620833581168e-08
1985,4.0304237947097477e-08,9.624893104742682e-09
1986,2.8773530447168127e-08,4.795588426365072e-09
1987,3.7887063097929996e-08,9.166225112267057e-09
1988,4.677312004375267e-08,9.594486094499644e-09
1989,3.347754518046031e-08,1.0427432250992297e-08
1990,4.086488103460795e-08,1.253189690908485e-08
1991,2.6376592687782363e-08,2.344586080837985e-09
1992,3.085568828220531e-08,1.652983222522053e-08
1993,2.7142116110212555e-08,1.1632335983335906e-08
1994,4.5364369594125264e-08,1.002236066360851e-08
1995,3.741490972597461e-08,1.138714633697191e-08
1996,2.3487604750016544e-08,7.473328622609188e-09
1997,2.8289878328813245e-08,1.102825741838842e-08
1998,4.100591088906924e-08,1.2873949239988747e-08
1999,3.0163328279542156e-08,1.2796563642059056e-08
2000,2.6066386493717175e-08,1.5463110236701993e-08
2001,3.8554662018519537e-08,1.4019877703219663e-08
2002,3.6364138367162013e-08,1.4896153421872782e-08
2003,3.4168769147413514e-08,1.3334153337041244e-08
2004,2.246443511766394e-08,9.250061883125937e-09
2005,2.8823997633153908e-08,1.3060874270998113e-08
2006,3.7884587467118536e-08,9.882935358973555e-09
2007,3.035804430062683e-08,1.4380125978874503e-08
2008,4.08714206923122e-08,8.514879634713424e-09
2009,2.860915548907883e-08,1.3350939020995156e-08
2010,4.393127606139302e-08,1.322662068758973e-08
2011,2.715020008814406e-08,1.2619107425670961e-08
2012,4.2212732642710193e-08,1.565956214699682e-08
2013,4.127904973394436e-08,1.4224537603357845e-08
2014,4.460816915852206e-08,1.689047268715882e-08
2015,4.3001562310962527e-08,1.4407740070443431e-08
2016,5.074783038239161e-08,1.7192122614417826e-08
2017,4.603568903860378e-08,1.710615760153189e-08
2018,3.768941359005851e-08,2.039358659722268e-08
2019,4.005050735500504e-08,1.3265135989648513e-08
