year,visant_VERB en_ADP
1908,1.9645555626723876e-08
1909,1.6502950117569526e-08
1910,2.5651923141190025e-08
1911,1.5961122201701983e-08
1912,2.3442395302719632e-08
1913,2.2802856491921375e-08
1914,2.0759905794420774e-08
1915,2.591767689352764e-08
1916,4.504859418830165e-08
1917,5.483212106582869e-08
1918,2.412139110674616e-08
1919,4.603924352863942e-08
1920,2.2716694303426266e-08
1921,5.2251958815308086e-08
1922,4.2792025645166376e-08
1923,4.246379337047301e-08
1924,2.4494086758863887e-08
1925,4.729216551702109e-08
1926,1.114613823460786e-08
1927,5.0171511389862644e-08
1928,3.427812345080383e-08
1929,3.5649300400564243e-08
1930,2.3107928015519974e-08
1931,4.5621426636444085e-08
1932,4.603005265835236e-08
1933,3.670611903316967e-08
1934,2.3963160344919743e-08
1935,2.5133397585364037e-08
1936,3.273672888326473e-08
1937,4.910535977842301e-08
1938,3.3709557811789637e-08
1939,3.6705722017416065e-08
1940,4.057252667166722e-08
1941,1.4757512545315876e-08
1942,2.4273694165799498e-08
1943,1.4516176038981143e-08
1944,3.855823393905666e-08
1945,2.6142048525912287e-08
1946,3.897909195416105e-08
1947,3.337843779149807e-08
1948,3.0441286602567175e-08
1949,5.1048442695211804e-08
1950,4.2541447031752e-08
1951,2.6653504292539765e-08
1952,3.9015773722894664e-08
1953,5.386913670690774e-08
1954,4.202190595492539e-08
1955,5.9129329876839165e-08
1956,5.3198963234635244e-08
1957,4.50586910005768e-08
1958,4.136121811715299e-08
1959,3.4878365084978213e-08
1960,4.152499955001332e-08
1961,7.781938338169425e-08
1962,5.390662849436012e-08
1963,3.233026724114296e-08
1964,5.2930525518135596e-08
1965,4.760677896342713e-08
1966,6.64688979412631e-08
1967,5.275458936360167e-08
1968,5.2100422587297857e-08
1969,3.905911805102136e-08
1970,7.541909141650649e-08
1971,6.679916386698181e-08
1972,7.336109886235676e-08
1973,7.001769042336292e-08
1974,8.157078590365074e-08
1975,7.653383660155555e-08
1976,7.713261485076117e-08
1977,8.227494918688905e-08
1978,8.732669543043414e-08
1979,8.192762379621854e-08
1980,6.935883822833944e-08
1981,9.172046727679017e-08
1982,1.1670104038685736e-07
1983,9.91504598424342e-08
1984,8.988463218173592e-08
1985,9.324114813580309e-08
1986,8.632059111945978e-08
1987,9.655090815741119e-08
1988,7.915451027962206e-08
1989,8.561470954404626e-08
1990,8.990273969722296e-08
1991,1.2133233262545673e-07
1992,8.430214903931699e-08
1993,9.804396983170705e-08
1994,1.0497103630768834e-07
1995,1.1332922156270797e-07
1996,1.1156612922391673e-07
1997,1.0788512327941646e-07
1998,1.0775971936993756e-07
1999,1.1242694919477714e-07
2000,9.233685649423506e-08
2001,1.1303526503692041e-07
2002,1.077780484859403e-07
2003,1.058398435560548e-07
2004,9.382205634622665e-08
2005,1.1439524305600912e-07
2006,1.1241839525943931e-07
2007,1.150410113837097e-07
2008,1.0686173546048394e-07
2009,1.0490023583109576e-07
2010,8.975206694517013e-08
2011,6.88314986674321e-08
2012,5.8212720643879834e-08
2013,6.387096451732077e-08
2014,5.8033929328793477e-08
2015,6.05125096697634e-08
2016,5.219776744169735e-08
2017,4.855129864811403e-08
2018,6.169705502045986e-08
2019,5.204015129933737e-08
