year,vivant_VERB en_ADP
1951,1.775123337210971e-06
1952,1.5479772628168575e-06
1953,1.7485921617321765e-06
1954,1.7893513302169595e-06
1955,1.6678225236432809e-06
1956,1.7782407297772806e-06
1957,1.865076505680463e-06
1958,1.7140088175437995e-06
1959,1.8315017413783607e-06
1960,1.6990646010128785e-06
1961,1.7745598199780943e-06
1962,1.7250120940559555e-06
1963,1.932056743925159e-06
1964,1.7838194601438317e-06
1965,1.6738980939123849e-06
1966,2.5618221783929584e-06
1967,1.617643128781765e-06
1968,1.6416125312446184e-06
1969,1.6668251205942397e-06
1970,1.7442963908820275e-06
1971,1.8076882497553015e-06
1972,1.767335625402211e-06
1973,1.900401318977174e-06
1974,1.9486980065153148e-06
1975,1.7191555805595726e-06
1976,2.19570845061412e-06
1977,1.8864469701895814e-06
1978,2.010296061172312e-06
1979,1.9276400067269606e-06
1980,1.9625140268431096e-06
1981,1.9912830921953173e-06
1982,2.412856247246964e-06
1983,2.4130822460222134e-06
1984,2.2076826127204185e-06
1985,2.5397685163852657e-06
1986,2.2251530538142106e-06
1987,2.320277118883496e-06
1988,2.2055325743508547e-06
1989,2.1101830434133717e-06
1990,2.330388078064516e-06
1991,2.421957525200469e-06
1992,2.848641202035651e-06
1993,2.4029082297261084e-06
1994,2.4417635486884137e-06
1995,2.636937871614009e-06
1996,2.5932451634957943e-06
1997,2.515401636316028e-06
1998,2.707343774943638e-06
1999,2.6712826723951366e-06
2000,2.5991278533865625e-06
2001,2.769364023436083e-06
2002,2.9192078372375363e-06
2003,3.0431037316702714e-06
2004,3.062210783610908e-06
2005,2.9247349111471976e-06
2006,2.8149895570095396e-06
2007,2.7466040180001983e-06
2008,2.716672248936902e-06
2009,2.6802010921755937e-06
2010,2.4431457852358562e-06
2011,2.149836948461825e-06
2012,2.006807008569922e-06
2013,1.8600675311120085e-06
2014,1.7107017171724692e-06
2015,1.8650264941300065e-06
2016,1.6152309214589877e-06
2017,1.6552722073015502e-06
2018,1.7073821183544169e-06
2019,1.5147764855782953e-06
