year,frappant_VERB en_ADP
1956,9.506044307272532e-08
1957,9.453490434907508e-08
1958,1.1498418217570361e-07
1959,8.680837737529146e-08
1960,8.858666689093297e-08
1961,1.0144312767579322e-07
1962,1.0527647731350953e-07
1963,9.893061303500872e-08
1964,9.856028526655791e-08
1965,9.028871517102743e-08
1966,1.0191897814593176e-07
1967,8.775997173415817e-08
1968,1.0554827412079248e-07
1969,7.312230110301243e-08
1970,1.0071207867667908e-07
1971,9.197731287713395e-08
1972,9.747279250404972e-08
1973,7.939013357827207e-08
1974,9.844750081811071e-08
1975,7.367809473635134e-08
1976,8.570290077614118e-08
1977,8.638869530841475e-08
1978,9.742569773152354e-08
1979,8.368321857687988e-08
1980,8.982537735846563e-08
1981,7.211126273887203e-08
1982,1.0118228743749569e-07
1983,7.957298464589257e-08
1984,8.756502722917503e-08
1985,6.496802740230123e-08
1986,1.025057017045583e-07
1987,8.49403534175508e-08
1988,8.335209855658832e-08
1989,9.00052015140318e-08
1990,8.990274125153519e-08
1991,9.730032246579867e-08
1992,8.37511535678459e-08
1993,8.862731704084581e-08
1994,7.173900229417995e-08
1995,8.4590233484505e-08
1996,8.060519007813127e-08
1997,8.630809844589749e-08
1998,7.629006404386018e-08
1999,6.809599994994642e-08
2000,7.908276700163697e-08
2001,7.710932692361894e-08
2002,7.75476181047452e-08
2003,7.25044557725596e-08
2004,7.620288755560978e-08
2005,8.557124431263219e-08
2006,8.359316439054965e-08
2007,7.509621724466342e-08
2008,6.982200773109071e-08
2009,7.104606680741199e-08
2010,7.463592766043803e-08
2011,6.65371118202529e-08
2012,5.8893572685292384e-08
2013,7.084377529054109e-08
2014,6.886115500037704e-08
2015,7.048709704804423e-08
2016,6.93898911663382e-08
2017,5.6098134137982925e-08
2018,6.453667111827599e-08
2019,7.474394436712828e-08
