year,est_VERB avant_ADV,est_VERB savant_ADJ
1978,4.0990079885894204e-08,5.8217796805593025e-08
1979,2.3407892957294507e-08,8.543881335754122e-08
1980,3.4679418003946694e-08,1.0233271297011015e-07
1981,2.5302198669585607e-08,7.464148410463167e-08
1982,3.538276149850361e-08,7.697303061604543e-08
1983,3.536577164453547e-08,7.578379523920376e-08
1984,3.131464643146842e-08,1.014826480627562e-07
1985,3.0077789925364584e-08,9.203803585933201e-08
1986,2.2179596825822046e-08,6.29420995323926e-08
1987,2.8109756744498782e-08,6.171924837872211e-08
1988,3.1182079140990027e-08,8.335209855658832e-08
1989,1.4817930216182162e-08,6.146697018039049e-08
1990,3.43265027513695e-08,7.519138023326377e-08
1991,1.9928982020189778e-08,7.502675458681551e-08
1992,2.369276025371292e-08,8.926109273943439e-08
1993,6.037736000052973e-08,6.480872372094382e-08
1994,2.584714109410413e-08,7.543145130739504e-08
1995,2.385878283828191e-08,5.368226396740283e-08
1996,2.1352368317906212e-08,6.459091395072392e-08
1997,2.4453962410575514e-08,8.918503624499863e-08
1998,2.527108478034279e-08,6.675380603837766e-08
1999,2.330802639782803e-08,9.688826452247667e-08
2000,3.1368023289957137e-08,7.510653432518666e-08
2001,3.066848319743798e-08,6.308945188493453e-08
2002,2.4972961809588412e-08,7.44807664432301e-08
2003,2.8335076063257247e-08,8.917214699977194e-08
2004,2.4666830800157413e-08,7.003617952250352e-08
2005,2.3419498673682426e-08,6.125099361042885e-08
2006,2.8825229758666637e-08,5.929761570655501e-08
2007,2.636356521978911e-08,6.351222481271179e-08
2008,2.767335791076242e-08,8.983197830048084e-08
2009,2.622505856919588e-08,9.91784077086777e-08
2010,2.8815138275462004e-08,7.510831068202606e-08
2011,2.44734204013497e-08,5.850677098351298e-08
2012,2.2468068627823357e-08,4.731911218414098e-08
2013,2.2870824678555834e-08,7.697985182630873e-08
2014,2.5119163638009923e-08,6.344754410747555e-08
2015,1.9727521838319717e-08,6.49456595169795e-08
2016,2.42346778200897e-08,9.258889832608475e-08
2017,2.867796899952424e-08,3.949509874701107e-08
2018,1.910285429840286e-08,4.543381493249399e-08
2019,2.1173197750634642e-08,6.045841161039789e-08
