year,tout_ADV avant_ADV,tout_ADV savant_ADJ
1893,7.390099809878592e-09,3.510297474917934e-08
1894,6.301539290376468e-10,2.9617234886814003e-08
1895,6.018614495673091e-09,1.9861428057765806e-08
1896,6.486732040400511e-09,3.18439559165995e-08
1897,4.661370844871726e-09,3.6708294182119516e-08
1898,8.487532565659706e-09,2.1501748825869527e-08
1899,5.527578395003729e-09,2.984892333302014e-08
1900,4.15284251431558e-09,3.114631930145606e-08
1901,7.824234593556412e-09,3.129693748604723e-08
1902,2.455141867585553e-09,2.455141956403395e-08
1903,2.1600881083827517e-09,2.754112315983548e-08
1904,5.912087708281888e-09,3.547252536151291e-08
1905,6.192911072844254e-09,4.1802147521252664e-08
1906,8.230695236477459e-09,2.4692085709432376e-08
1907,4.1142746431965804e-09,4.57713076329469e-08
1908,7.858222517143076e-09,3.094175049511705e-08
1909,3.850688656825696e-09,3.5206294768386215e-08
1910,1.0153886620400954e-08,2.5651923252212327e-08
1911,3.7242620098965062e-09,4.14989171915181e-08
1912,3.646594803896619e-09,3.125652803248613e-08
1913,1.2196876009173963e-08,4.401481490390324e-08
1914,6.696743715117748e-10,5.156492477453867e-08
1915,5.890381071793627e-09,2.591767644943843e-08
1916,4.394984820521586e-09,2.4172415846734907e-08
1917,2.1932848870420685e-09,3.289927352767563e-08
1918,4.594550517822427e-09,5.054005569604669e-08
1919,1.0128633320949376e-08,3.038589913018086e-08
1920,7.572231730534895e-09,2.8017256514800692e-08
1921,6.81547268621685e-09,2.3475516641724425e-08
1922,1.4755870969551665e-09,1.9182632815528677e-08
1923,6.369568872344189e-09,4.883336046646036e-08
1924,9.024137215263295e-09,1.8048273764392775e-08
1925,3.299453377181294e-09,4.06932585406139e-08
1926,4.458455382660986e-09,2.1177662734572777e-08
1927,5.574612327308159e-09,2.1183526932588848e-08
1928,6.85562484559199e-09,2.0566873537575248e-08
1929,4.4561625500705304e-09,2.8965056131369238e-08
1930,8.402882833991043e-09,2.1007207529066818e-08
1931,2.623232031595535e-08,1.8248570654577634e-08
1932,9.863582950409011e-09,3.287861005674131e-08
1933,1.6058927299056336e-08,8.029463538505865e-09
1934,9.585264137967897e-09,3.834105477551475e-08
1935,2.0346082152400413e-08,2.0346083928757253e-08
1936,1.576212937948185e-08,2.42494295754625e-08
1937,6.295559185076627e-09,2.89595720737168e-08
1938,9.075649898271365e-09,2.852347158466273e-08
1939,7.647025235257843e-09,4.129393538221393e-08
1940,1.5214697501875207e-08,1.7750480196809804e-08
1941,2.9515025534720962e-08,2.066051862925633e-08
1942,3.034211770724937e-09,3.034211704111556e-08
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,4.357008087652048e-09,2.3963545370264683e-08
1946,5.568441707737293e-09,5.0115973593278795e-08
1947,1.4305045148432782e-08,2.1457568166738383e-08
1948,2.3918154123947488e-08,2.6092530802657166e-08
1949,5.890205101444224e-09,2.1597417632079896e-08
1950,8.508289184305795e-09,2.6588403478911005e-08
1951,1.9190522948520083e-08,2.2388943587969834e-08
1952,1.370824520563474e-08,1.5817206211465873e-08
1953,4.3095309543161875e-09,3.44762476345295e-08
1954,7.818028890937967e-09,2.14995790059902e-08
1955,6.569925492527773e-09,3.003394510869839e-08
1956,2.616342476002842e-09,2.616342431593921e-08
1957,8.835037701437898e-09,2.032058654677371e-08
1958,9.926692134953896e-09,3.39161982942926e-08
1959,3.100299128533379e-09,2.2477168570844697e-08
1960,1.6610000486139143e-08,2.5607082676515347e-08
1961,8.337791068679934e-09,2.292892542499203e-08
1962,1.268391242037481e-08,3.0441390741486885e-08
1963,5.172842487688456e-09,1.8751554087259592e-08
1964,4.258777885901566e-09,2.068549198597225e-08
1965,6.0192477668863376e-09,2.7907420818706896e-08
1966,8.862519607077957e-09,1.9386761973549937e-08
1967,1.972134178185314e-08,2.662381204387998e-08
1968,1.1677680988864125e-08,2.110965446888713e-08
1969,4.995933444718048e-09,1.5441976364272136e-08
1970,1.2416557337857625e-08,2.2533752641606952e-08
1971,1.49013525962971e-08,1.284599360218408e-08
1972,3.5911026929902334e-09,1.487742551375959e-08
1973,8.269805285010534e-09,1.433432994524253e-08
1974,1.2376257352286757e-08,1.2376257796375967e-08
1975,5.140332159925265e-09,1.3707552426467373e-08
1976,1.1427053914214724e-08,1.5997875468798384e-08
1977,1.645498892699493e-08,1.880570188461661e-08
1978,9.50494638551902e-09,8.910886917234961e-09
1979,8.777959692451986e-09,1.2289144368793359e-08
1980,9.096241149197937e-09,1.3644361640530178e-08
1981,1.0753434587229549e-08,1.2651098835192442e-08
1982,1.365650537099583e-08,1.8622506203769262e-08
1983,5.683784221055532e-09,2.2103606944767762e-08
1984,1.739702604197646e-09,1.275781880138993e-08
1985,6.617113634810323e-09,7.218669662023558e-09
1986,7.792831324682226e-09,8.392279760016663e-09
1987,1.2221633871600801e-08,9.777307408143088e-09
1988,8.395175110642583e-09,9.594486316544248e-09
1989,7.134558721588746e-09,9.878619922076837e-09
1990,9.262706657242603e-09,8.172976295739431e-09
1991,5.2753188484189195e-09,1.699824947465345e-08
1992,8.815910279569295e-09,5.509944056569793e-09
1993,1.1078414907661482e-08,8.308811416668505e-09
1994,5.802419378309054e-09,1.5824780152939866e-08
1995,1.2471637111932665e-08,1.0302656505700725e-08
1996,1.2811421479241858e-08,9.60856549880873e-09
1997,1.198723642570343e-08,9.110299625803009e-09
1998,8.105819682135973e-09,1.0013071705117227e-08
1999,5.027221222642098e-09,1.6452724072024694e-08
2000,2.0764748698276492e-08,1.502130730912654e-08
2001,9.20054432640427e-09,1.1829271784336015e-08
2002,3.504977197366088e-09,9.200565198597133e-09
2003,1.1250691989150852e-08,1.1667384169911088e-08
2004,9.690540481166465e-09,9.690540481166465e-09
2005,9.908248665979613e-09,1.170974917030776e-08
2006,7.000412916013943e-09,1.070651389767363e-08
2007,1.3181782082538618e-08,1.5977918099707722e-08
2008,6.386159406845948e-09,1.3623806527363058e-08
2009,1.0966842545201416e-08,1.3350939020995156e-08
2010,1.8895171316479775e-08,1.6060896612657416e-08
2011,1.3766299156170447e-08,1.0324724131205443e-08
2012,1.7702114107898126e-08,1.1234034147378225e-08
2013,1.8408225277433132e-08,9.761937702634782e-09
2014,1.5591205410059317e-08,1.147685990687819e-08
2015,1.5959342847260416e-08,1.0196246735816317e-08
2016,1.9884864116415102e-08,1.5535050135184747e-08
2017,2.238894045158979e-08,9.307762116606e-09
2018,1.7553973663542166e-08,9.29328036747279e-09
2019,2.040790159085759e-08,1.1479445172213332e-08
