year,devront_VERB avoir_VERB,devront_VERB savoir_VERB
1857,4.364069070561527e-07,1.1715622250108026e-08
1858,4.1596246092012734e-07,1.4191660291373864e-08
1859,4.328347245063924e-07,1.2221216039165483e-08
1860,5.707748300665116e-07,1.0985241161165504e-08
1861,6.399562835213146e-07,1.9807048445841247e-08
1862,4.260461139438121e-07,1.626475132354699e-08
1863,4.644997488867375e-07,6.493007020935693e-09
1864,4.674859610531712e-07,4.794728170054441e-09
1865,5.346975058273529e-07,1.9298061815220535e-08
1866,4.2330833593950956e-07,1.5083399418358567e-08
1867,4.319002187003207e-07,8.73506067478047e-09
1868,4.712639736226265e-07,1.333765986544222e-08
1869,5.000723604098312e-07,8.30198221279943e-09
1870,4.5643028556696663e-07,4.587239033071455e-09
1871,6.096555580370477e-07,2.442870794538976e-08
1872,5.696593348147871e-07,1.0280476914203973e-08
1873,5.291627758197137e-07,1.1972009161809183e-08
1874,6.476476528405328e-07,1.3144139998644278e-08
1875,5.063551498096786e-07,1.6592428764283795e-08
1876,5.102836553305679e-07,6.650616057868319e-09
1877,4.3479255396050576e-07,6.80329748092845e-09
1878,5.000365490559489e-07,1.2078177569208037e-08
1879,4.887460249847209e-07,1.0385853066452455e-08
1880,9.004238563647959e-07,1.9253539207397807e-08
1881,5.835988758917665e-07,3.5559789779426865e-08
1882,5.490692842613498e-07,2.1297232422057277e-08
1883,5.756917857979715e-07,1.3902545781263598e-08
1884,5.961332476545067e-07,1.5183903911974994e-08
1885,5.594811796072463e-07,3.674012205578947e-08
1886,5.853291895618895e-07,1.1616235084943582e-08
1887,6.38528831586882e-07,2.0239665943222462e-08
1888,6.042606059963873e-07,1.3949351895803375e-08
1889,5.832842475683719e-07,1.4409814674820609e-08
1890,6.521614750454319e-07,2.0974036729626278e-08
1891,7.196494493655337e-07,1.7210394887001712e-08
1892,6.594474939447537e-07,1.5044429702015805e-08
1893,5.524099719877995e-07,9.23762488724833e-09
1894,6.301539201558626e-07,1.3863386882917439e-08
1895,6.151024081191281e-07,1.2037228991346183e-08
1896,5.891131991120346e-07,1.1204354777305525e-08
1897,5.768446271758876e-07,1.1653426668090106e-08
1898,6.309065838649985e-07,2.772593887812036e-08
1899,7.62805825615942e-07,1.492446166651007e-08
1900,7.168844149418874e-07,2.0245106924221545e-08
1901,7.125642014216282e-07,2.1237207548097103e-08
1902,7.571657647531538e-07,1.6694965410124496e-08
1903,8.138131875057297e-07,3.0781254878320397e-08
1904,7.771707828396757e-07,2.5260739278110123e-08
1905,8.20044590454927e-07,4.902721073563043e-08
1906,8.256416208496375e-07,2.623534101076075e-08
1907,7.030266715446487e-07,1.4399961223432456e-08
1908,7.317969448195072e-07,1.3260750719723546e-08
1909,6.991750183260592e-07,1.980354014108343e-08
1910,6.68018856231356e-07,1.0153886620400954e-08
1911,7.0973788979245e-07,1.3300935464144459e-08
1912,7.345283847826067e-07,1.6670147928721235e-08
1913,9.99613575913827e-07,3.340883480973389e-08
1914,8.665586506140244e-07,2.0759905794420774e-08
1915,9.636663662604406e-07,2.8273827723523937e-08
1916,9.064656296686735e-07,4.1752354462687435e-08
1917,7.764228371343052e-07,2.0836205649743533e-08
1918,8.339109172084136e-07,1.4932290071101306e-08
1919,8.756663874009973e-07,1.749491218561161e-08
1920,8.337026997651265e-07,2.2716694303426266e-08
1921,7.512165325351816e-07,1.8931869405491852e-08
1922,7.636162990820594e-07,1.0329110011753073e-08
1923,7.590402901769266e-07,1.6985516992917837e-08
1924,6.587620191567112e-07,1.4180787211159895e-08
1925,6.983843263697054e-07,1.3197813508725176e-08
1926,6.654244657511299e-07,1.114613823460786e-08
1927,5.563463219004916e-07,7.804457524684949e-09
1928,6.032949499967799e-07,1.1426041446327417e-08
1929,6.494856847893971e-07,1.2254447234738564e-08
1930,7.184464720921824e-07,1.470504518152893e-08
1931,7.094132001839171e-07,1.710803587684495e-08
1932,6.904508040861401e-07,1.6439305028370654e-08
1933,6.526806828333065e-07,1.605892663292252e-08
1934,6.973279482735961e-07,1.7972370258689807e-08
1935,6.690270879516902e-07,7.180970484910176e-09
1936,6.547346060870041e-07,7.274828739411987e-09
1937,7.781310955579102e-07,2.0145789036973838e-08
1938,5.886207645744435e-07,3.241303758727554e-08
1939,1.0292895922248135e-06,2.141167065872196e-08
1940,5.249070795798616e-07,5.0715658339584024e-09
1941,9.031597869579855e-07,2.066051862925633e-08
1942,6.553897264893749e-07,9.102635090130207e-09
1943,4.790338152815821e-07,2.0322646676618206e-08
1944,4.6269880726867996e-07,0.0
1945,6.034456419001799e-07,1.9606536838523425e-08
1946,5.819021566821903e-07,1.1136883415474585e-08
1947,6.318061878118897e-07,7.152522574216391e-09
1948,7.21893343325064e-07,1.0871888278529696e-08
1949,7.637632393198146e-07,1.47255123650325e-08
1950,7.859532047405082e-07,1.1698897850465073e-08
1951,5.106811613586615e-07,2.2388944032059044e-08
1952,6.031627890479285e-07,1.4762725264461096e-08
1953,4.826674739888404e-07,1.1851209791302608e-08
1954,4.573547016661905e-07,1.5636057781875934e-08
1955,4.96498671509471e-07,1.5016972554349195e-08
1956,5.354780796551495e-07,1.744228317335228e-09
1957,5.495393224919098e-07,1.3252556385623393e-08
1958,5.095702135804459e-07,1.0753916868111446e-08
1959,4.758959164519183e-07,3.8753737996444215e-09
1960,4.0832915715327545e-07,1.1765417085030094e-08
1961,4.606629602221801e-07,9.03260666262895e-09
1962,4.6740217385377036e-07,1.5220695814832652e-08
1963,4.972395117874839e-07,1.939815952312074e-08
1964,4.502136619066732e-07,6.6923653285755336e-09
1965,4.1696969788063143e-07,7.660860390501512e-09
1966,4.3647909819810593e-07,1.2185964237687585e-08
1967,3.83087069621979e-07,1.3804939413830652e-08
1968,4.10515411886081e-07,1.257596426995633e-08
1969,5.858867666574952e-07,1.6350327314285096e-08
1970,5.477081685967278e-07,2.989171221656761e-08
1971,4.2289011048524117e-07,1.490135304038631e-08
1972,4.3708851649171265e-07,1.0260293947794707e-08
1973,4.3388914150455093e-07,1.3231689521830958e-08
1974,4.056037141708657e-07,1.012602890426706e-08
1975,4.637721815470286e-07,9.138368284311582e-09
1976,3.5195324699088815e-07,6.8562320265641574e-09
1977,3.87867601148173e-07,1.1165885105413054e-08
1978,4.199998215881351e-07,8.910887139279566e-09
1979,3.3707365787449817e-07,1.1118749476679568e-08
1980,3.399720185370825e-07,1.3075846183596695e-08
1981,3.074217147513991e-07,1.8976647808699454e-08
1982,3.7431237842611154e-07,1.4277254933858785e-08
1983,3.176604082000267e-07,1.515675762675528e-08
1984,2.9690923497582844e-07,1.275781880138993e-08
1985,3.025825776603597e-07,1.6843562988810845e-08
1986,2.673540393516305e-07,1.4386765556650971e-08
1987,2.7682000336426427e-07,2.261002229886344e-08
1988,2.6924527674054843e-07,1.3192418713003917e-08
1989,2.9800503398291767e-07,9.329808037250586e-09
1990,2.4300982204294996e-07,1.5256222951620657e-08
1991,2.5731833375175484e-07,1.4067516929117119e-08
1992,2.793541682422074e-07,1.652983172562017e-08
1993,2.8139174901298247e-07,1.3848018731721368e-08
1994,2.70603720764484e-07,1.5297286992677073e-08
1995,2.6136211772609386e-07,1.843633334885908e-08
1996,2.4608604576314974e-07,1.3345230698291743e-08
1997,2.526909383959719e-07,1.3905194329311144e-08
1998,2.4555865252295916e-07,2.2410207023426665e-08
1999,2.28053039563747e-07,2.0108885223635298e-08
2000,2.5624584054639854e-07,1.3254094710646314e-08
2001,2.0986004756196053e-07,1.4019877703219663e-08
2002,2.06355537102354e-07,1.62105191492401e-08
2003,2.2751399342268996e-07,1.2917460878725251e-08
2004,2.2420387324473268e-07,1.6297727611913615e-08
2005,2.5401146785952733e-07,2.477062288619436e-08
2006,1.9601155543114146e-07,1.4412615101377924e-08
2007,1.7615654712699325e-07,1.7176262190332636e-08
2008,1.9967392006492446e-07,1.702975893635994e-08
2009,1.7499266391496349e-07,1.8595951445377068e-08
2010,1.5824706167677505e-07,1.747803501928047e-08
2011,1.4722292007718352e-07,2.141424282342541e-08
2012,1.34127560613706e-07,1.4978711604385353e-08
2013,1.285786623839158e-07,1.4224537991935904e-08
2014,1.1108733843911978e-07,1.775665126046988e-08
2015,1.2501485002758272e-07,1.2412821881468972e-08
2016,1.2842308194649377e-07,8.906762438698479e-09
2017,1.046494304546286e-07,9.810884549210641e-09
2018,1.1694044133037096e-07,1.7037679711506826e-08
2019,9.897832597971501e-08,1.1479444950168727e-08
