year,pensant_VERB en_ADP
1999,4.433095024403144e-08
2000,5.2574574693764475e-08
2001,4.600272318633358e-08
2002,4.1621603719121936e-08
2003,4.750292026400871e-08
2004,4.7131265334954264e-08
2005,3.738111986617554e-08
2006,5.1061833872267925e-08
2007,5.392547275384629e-08
2008,5.1089276142946005e-08
2009,4.196009384394017e-08
2010,5.385124124401841e-08
2011,3.900451583938036e-08
2012,4.3234008706427574e-08
2013,4.825186417090066e-08
2014,4.2442726222446936e-08
2015,5.053791818365738e-08
2016,4.909075912440386e-08
2017,3.999822162370492e-08
2018,4.749898763201088e-08
2019,4.770347072913239e-08
