year,ignorant_VERB en_ADP
1915,5.5369582696584985e-08
1916,4.1752354462687435e-08
1917,6.908847272057983e-08
1918,4.479686577241182e-08
1919,4.1435317399418636e-08
1920,8.556621633459827e-08
1921,4.619375815195781e-08
1922,5.6810101511928224e-08
1923,8.598918066482497e-08
1924,6.187979550986711e-08
1925,8.468597045840909e-08
1926,4.124071395494866e-08
1927,5.574612549352764e-08
1928,6.627103932288492e-08
1929,8.466708667498324e-08
1930,7.562594872556616e-08
1931,3.763767786324479e-08
1932,7.342889585260082e-08
1933,7.80005053879762e-08
1934,4.553000643170435e-08
1935,5.984141893122796e-08
1936,4.7286388582534755e-08
1937,5.288269688819014e-08
1938,4.926781471681352e-08
1939,5.6587985852729616e-08
1940,4.057252622757801e-08
1941,8.264207451702532e-08
1942,5.461581187304887e-08
1943,5.516146828199453e-08
1944,4.4984606262232774e-08
1945,6.099811145077183e-08
1946,6.264496832386612e-08
1947,7.986983785457369e-08
1948,4.02259852094744e-08
1949,4.9085042586050065e-08
1950,4.3604980959344175e-08
1951,4.584402746310445e-08
1952,5.694194094019167e-08
1953,6.033343380451583e-08
1954,3.8112890177188774e-08
1955,7.039205751624422e-08
1956,5.755953536024094e-08
1957,3.3573144264664734e-08
1958,4.301566680631197e-08
1959,4.030388867093393e-08
1960,4.290916666427336e-08
1961,5.836453631502536e-08
1962,5.7077606641087186e-08
1963,5.8841084449312575e-08
1964,4.3804572302796885e-08
1965,5.089000376656827e-08
1966,5.760637566964988e-08
1967,6.310829636646531e-08
1968,6.512552752635514e-08
1969,4.3146699102436514e-08
1970,7.449934358305654e-08
1971,6.67991675307178e-08
1972,5.848367545802091e-08
1973,5.62346771371125e-08
1974,4.1066674727474606e-08
1975,5.425906302036765e-08
1976,4.627956839975411e-08
1977,4.4075862626336004e-08
1978,5.4059382192939154e-08
1979,5.325295904246019e-08
1980,6.139962627216278e-08
1981,4.238118322952289e-08
1982,4.7797769076041163e-08
1983,6.378468864198794e-08
1984,5.103127520555972e-08
1985,5.59446911019279e-08
1986,3.716581009616249e-08
1987,4.9497617782279235e-08
1988,4.497415395654514e-08
1989,6.09181566302297e-08
1990,4.7403264868961514e-08
1991,5.2167041797446245e-08
1992,4.132458175654108e-08
1993,6.591656820376102e-08
1994,5.802419145162219e-08
1995,5.585124185358836e-08
1996,6.138805708211237e-08
1997,5.5141285315585264e-08
1998,5.5310297897293026e-08
1999,6.124069651392006e-08
2000,5.875981878844527e-08
2001,5.388890556012882e-08
2002,4.600282554889645e-08
2003,5.0419767028131446e-08
2004,6.475043168308048e-08
2005,5.044199669068661e-08
2006,4.9002891522320624e-08
2007,6.031664123717917e-08
2008,4.81090685067187e-08
2009,5.960240567759456e-08
2010,4.7237928679777497e-08
2011,3.709252704986454e-08
2012,4.731911196209637e-08
2013,5.578250217297409e-08
2014,6.539644137326661e-08
2015,6.649726191909622e-08
2016,5.9240326644172114e-08
2017,4.980910373042491e-08
2018,4.9047865990914374e-08
2019,6.020331211331609e-08
