year,devant_VERB avoir_VERB,devant_VERB savoir_VERB
1845,4.7487739607277035e-07,5.580227835366713e-09
1846,4.80069104469294e-07,4.0981511517657054e-09
1847,4.994125220036949e-07,1.0786447290911383e-09
1848,4.3524650550352817e-07,6.43617736884039e-09
1849,5.547172463593597e-07,0.0
1850,5.356517931431881e-07,8.146795238417326e-09
1851,4.6371465600714146e-07,7.094382858952031e-09
1852,4.6810822595944046e-07,2.6042181744401205e-09
1853,4.2042398717967444e-07,4.180352064508952e-09
1854,4.1305531794932904e-07,5.7152309551611324e-09
1855,3.9642819160690124e-07,2.653468555990912e-09
1856,4.5093318590261333e-07,3.6240324075009767e-09
1857,4.813168175132887e-07,1.4644527812635033e-09
1858,4.712609893431363e-07,8.808616946964776e-09
1859,4.832472768612206e-07,4.582956236731661e-09
1860,4.092002541256079e-07,2.746310290291376e-09
1861,4.810282803191512e-07,6.13075279431996e-09
1862,4.906532922177576e-07,2.2589932147099034e-09
1863,5.27431950558821e-07,2.9967726078439227e-09
1864,5.163922196516069e-07,7.671564716815737e-09
1865,5.808245759908459e-07,1.4120533631256649e-09
1866,4.588272872751986e-07,3.4059290943133647e-09
1867,5.027512770539033e-07,2.426405742994575e-09
1868,5.097950293020403e-07,1.4819622196071691e-09
1869,5.200947725825245e-07,2.9301114867763545e-09
1870,4.828069108953059e-07,4.013834153937523e-09
1871,4.620212052941497e-07,1.0621176826930423e-08
1872,5.400273721534177e-07,2.4189357183956872e-09
1873,5.165921947991592e-07,6.584604861359367e-09
1874,4.7498141952928563e-07,5.377148060148329e-09
1875,4.336917527325568e-07,2.8607636259891933e-09
1876,5.241894882601628e-07,1.813804439976252e-09
1877,4.960222668159986e-07,8.658742167710898e-09
1878,5.68278267110145e-07,2.4156354694326865e-09
1879,5.241801090960507e-07,1.5273313280772527e-08
1880,5.801733209409576e-07,1.9253538763308597e-09
1881,5.250298045211821e-07,2.7890030285249168e-09
1882,4.971572593603923e-07,3.9932310791357395e-09
1883,5.409353889263002e-07,4.423537092179686e-09
1884,5.519018486666027e-07,3.9610181801208455e-09
1885,5.62059426556516e-07,3.2228177904158883e-09
1886,5.046608748671133e-07,5.808117542471791e-09
1887,5.510412393050501e-07,6.528924512139156e-09
1888,5.827025120197504e-07,1.9021844099853524e-09
1889,5.331631314220431e-07,6.265136853755848e-09
1890,6.442961648644996e-07,3.2771931834929546e-09
1891,6.030012400515261e-07,3.1871101313640793e-09
1892,5.497485631167365e-07,4.387958441043338e-09
1893,5.517941303878615e-07,3.695050043717174e-09
1894,5.961256306363794e-07,1.0082462864602348e-08
1895,5.711665380658815e-07,3.611168697403855e-09
1896,5.401678322414227e-07,2.948514543632541e-09
1897,6.106395744609472e-07,8.740070001067579e-09
1898,5.686646886715607e-07,1.0750873968845553e-08
1899,5.593909122580953e-07,3.3165470370022376e-09
1900,5.486943450705439e-07,1.5573159428683425e-09
1901,5.683747303919517e-07,1.676621730339889e-09
1902,6.550318403242272e-07,4.419255628107521e-09
1903,5.55142662506114e-07,4.860198465905796e-09
1904,5.261758246888348e-07,2.6873125946735854e-09
1905,5.454922415992769e-07,6.708986699521802e-09
1906,5.277933041725191e-07,4.629765903985117e-09
1907,5.636556466015463e-07,2.5714217422034835e-09
1908,4.881920858679223e-07,1.964555629285769e-09
1909,5.622005119221285e-07,3.300590023513905e-09
1910,6.060266741769738e-07,1.1222716089775986e-08
1911,6.155672735985718e-07,4.788336838146279e-09
1912,5.360494697015383e-07,2.6047106693738442e-09
1913,5.806773515359964e-07,3.181793939432964e-09
1914,5.250246886134846e-07,6.027069510139427e-09
1915,5.31312366547354e-07,2.3561523843085297e-09
1916,5.131144575898361e-07,3.2962386153911893e-09
1917,6.086365829105489e-07,2.52227767560953e-08
1918,5.915483711760317e-07,1.2635013924011673e-08
1919,6.178466378514713e-07,1.2890987832747669e-08
1920,6.777147518732818e-07,1.0601124422748853e-08
1921,5.747715476900339e-07,7.572747762196741e-09
1922,5.467049959406722e-07,1.0329110011753073e-08
1923,4.3843866137649457e-07,5.307974060286824e-09
1924,4.4733937443197647e-07,0.0
1925,5.411103529695538e-07,7.698724324711748e-09
1926,4.770546979671053e-07,2.229227691330493e-09
1927,4.281302494746342e-07,1.7838759802657478e-08
1928,4.970327722730872e-07,9.14083297942625e-09
1929,5.33625438947638e-07,3.342121912552898e-09
1930,4.989211674910621e-07,3.1510811737689437e-09
1931,4.7560337179675116e-07,1.4826963656844327e-08
1932,4.756439011543989e-07,6.575722188983946e-09
1933,4.86356100282137e-07,5.735331320977366e-09
1934,4.840558176510967e-07,4.7926320689839486e-09
1935,4.4881065264235076e-07,1.196828414151696e-09
1936,4.1102782688540174e-07,1.4549657478823974e-08
1937,4.709078211817541e-07,3.777335333410292e-09
1938,4.304451124426123e-07,1.0372171566075394e-08
1939,3.9152769204520155e-07,0.0
1940,3.448664642746735e-07,5.0715658339584024e-09
1941,3.3351980732732045e-07,2.9515025978810172e-09
1942,3.8837910665279196e-07,6.068423541449874e-09
1943,2.3806528304248786e-07,2.9032352077962287e-09
1944,4.3699333218683023e-07,0.0
1945,3.5945316767538316e-07,0.0
1946,3.104406118836778e-07,4.1763312808029696e-09
1947,3.194793407601537e-07,7.152522574216391e-09
1948,2.815818902490719e-07,8.697510267552389e-09
1949,3.3083318839999265e-07,1.9634016634739737e-09
1950,3.2012437145567674e-07,1.0635361480382244e-09
1951,3.209081853583484e-07,2.1322803522849654e-09
1952,2.9420002078950347e-07,5.272402070488624e-09
1953,3.339886518460844e-07,3.232148326759443e-09
1954,3.088121331984439e-07,0.0
1955,3.7260863905430597e-07,9.385607846468247e-10
1956,2.799486367166537e-07,4.360570571293465e-09
1957,3.1806135325496143e-07,4.417518795207798e-09
1958,3.0276410711849167e-07,0.0
1959,2.7360138687981816e-07,2.325224457422337e-09
1960,2.9275125257299806e-07,5.536666680683311e-09
1961,2.7028340809920337e-07,4.16889545107324e-09
1962,2.993403427353769e-07,3.170978146727066e-09
1963,2.9097239462316793e-07,1.2932106496776896e-09
1964,2.79862547358789e-07,4.867174663303331e-09
1965,2.861878556359443e-07,3.830430195250756e-09
1966,2.8969361665076576e-07,4.431259803538978e-09
1967,2.573635242697492e-07,3.451234853457663e-09
1968,2.89247168439033e-07,2.245707841908029e-09
1969,3.6879072240481037e-07,5.904285060864822e-09
1970,3.219107611585059e-07,8.277704743875347e-09
1971,2.486984271854453e-07,5.652237344833111e-09
1972,2.4881211402316694e-07,2.0520587451500205e-09
1973,4.97290955081553e-07,1.102640756478479e-09
1974,2.644018763930944e-07,6.1881286761433785e-09
1975,2.558743119607243e-07,2.2845920710778955e-09
1976,2.3882543587205873e-07,2.285410749536254e-09
1977,2.3448359343092307e-07,6.464460078348111e-09
1978,2.025741707711859e-07,1.7821774056514528e-09
1979,2.2647137143394502e-07,2.925986564150662e-09
1980,2.0239136233612953e-07,1.1370301367108482e-09
1981,2.3088256284609088e-07,3.795329828193417e-09
1982,2.17883325603907e-07,3.1037510339615437e-09
1983,2.0019551527639123e-07,3.157658134966823e-09
1984,1.780295662001663e-07,4.059305780401701e-09
1985,2.0031808389830985e-07,2.4062232206745193e-09
1986,1.7024338205828826e-07,4.196139880008332e-09
1987,2.2121156462162617e-07,4.888653482026939e-09
1988,2.1947387551790598e-07,5.996553809062277e-10
1989,1.7013178421620978e-07,7.134558721588746e-09
1990,1.928822399577257e-07,4.358920779878872e-09
1991,2.0339284390047396e-07,4.10302547493302e-09
1992,1.9339904611115344e-07,4.958949695321735e-09
1993,2.0218107010805397e-07,2.7696036575264316e-09
1994,1.8198497286903148e-07,7.384897138251745e-09
1995,2.288274316697425e-07,3.795715741716776e-09
1996,1.686837123315854e-07,5.338092190498855e-10
1997,1.4816224336300365e-07,4.315404922294874e-09
1998,1.6974540528735815e-07,2.86087753487152e-09
1999,1.8417910041534924e-07,4.570201106446348e-09
2000,1.5639831474345556e-07,3.5344251969604557e-09
2001,1.6473356367896486e-07,1.7524847129024579e-09
2002,1.7875383662158129e-07,4.81934359086722e-09
2003,2.0167907166523946e-07,5.416999737661854e-09
2004,1.801559648129114e-07,8.809582507929292e-10
2005,1.5537936803866614e-07,3.1526248278623825e-09
2006,2.2483679629203834e-07,4.529678854225949e-09
2007,1.5937973785185022e-07,3.595031605740928e-09
2008,1.2687169714808988e-07,2.9802078582719105e-09
2009,1.5496625849209522e-07,3.337734755248789e-09
2010,1.2234623625317909e-07,3.3066551718974324e-09
2011,1.0133526018307748e-07,6.118355155848576e-09
2012,9.055312233385848e-08,3.744677901096338e-09
2013,1.0236088598958304e-07,6.414987652192394e-09
2014,1.219145673303501e-07,5.846701789380404e-09
2015,1.0794722271612045e-07,6.206410940734486e-09
2016,1.300801528714146e-07,1.6570720351438695e-09
2017,1.0137913619701067e-07,2.5156112748447867e-09
2018,9.267465372886363e-08,4.64663996169179e-09
2019,1.1709033742590691e-07,4.08158040698936e-09
