year,menaçant_VERB en_ADP
1917,2.9609346086090227e-08
1918,3.331049214239101e-08
1919,3.222746869369075e-08
1920,2.0445025228355007e-08
1921,3.1048266180278006e-08
1922,1.696925089333945e-08
1923,1.3800733000834953e-08
1924,2.0626599095407983e-08
1925,2.859526304632709e-08
1926,2.1177662290483568e-08
1927,4.4596899506643695e-09
1928,1.0283437212876834e-08
1929,1.6710609784809094e-08
1930,2.2057568216382606e-08
1931,3.5356606531422585e-08
1932,1.4247397928102146e-08
1933,1.8353059516584835e-08
1934,3.1152108448395666e-08
1935,2.154291145473053e-08
1936,2.7886843056990074e-08
1937,3.1477796369472344e-08
1938,1.5558256905023882e-08
1939,2.7529290846928234e-08
1940,2.5357829613881222e-08
1941,2.6563522936839945e-08
1942,4.247896612241675e-08
1943,2.9032351633873077e-08
1944,2.8918675454292497e-08
1945,2.832055301382752e-08
1946,4.315542412314244e-08
1947,2.5033829231801974e-08
1948,1.848220954059343e-08
1949,2.0615717133409817e-08
1950,2.6588404367089424e-08
1951,1.4925962688039363e-08
1952,2.4253049346611988e-08
1953,1.508335856215126e-08
1954,2.34540866728139e-08
1955,3.660387193349379e-08
1956,9.593255967388359e-09
1957,2.2087593976038988e-08
1958,2.4816730004317833e-08
1959,1.9376869886400527e-08
1960,2.6991250123842292e-08
1961,1.945484662257968e-08
1962,2.663621678777872e-08
1963,2.392439668597035e-08
1964,1.3384730657151067e-08
1965,2.134096988015699e-08
1966,2.6033651678858405e-08
1967,2.1693477236794934e-08
1968,2.380450325745187e-08
1969,2.9067249940339934e-08
1970,1.609553734738256e-08
1971,1.9525909777939887e-08
1972,2.8728821988011077e-08
1973,1.2129047988196362e-08
1974,2.4752514704573514e-08
1975,2.1703623787061588e-08
1976,3.199575004941835e-08
1977,2.8208553715103335e-08
1978,2.5544542481270582e-08
1979,2.691907674545746e-08
1980,2.7288724169238776e-08
1981,2.0241758491579276e-08
1982,2.669225906970496e-08
1983,2.2103606056589342e-08
1984,3.073474630355122e-08
1985,2.707001200974446e-08
1986,2.577628777089558e-08
1987,3.238733015109574e-08
1988,3.47800117594943e-08
1989,2.8538234886354985e-08
1990,2.7788120249283565e-08
1991,3.57549367890897e-08
1992,1.8182815253453555e-08
1993,2.049506697687775e-08
1994,3.481451571474281e-08
1995,3.0907969517102174e-08
1996,2.93595068256991e-08
1997,2.3494983736327413e-08
1998,1.8118891276230897e-08
1999,3.7475651026852574e-08
2000,4.1971297548570874e-08
2001,2.8477876057309004e-08
2002,3.986911423226047e-08
2003,3.5835537204320644e-08
2004,3.7000248198637564e-08
2005,3.693074646093919e-08
2006,4.4884998828820244e-08
2007,4.353982774318865e-08
2008,5.236650935103171e-08
2009,3.9575997590191037e-08
2010,4.959982646823846e-08
2011,5.2770811720392885e-08
2012,5.208506692611081e-08
2013,6.861247925371572e-08
2014,6.517989703525018e-08
2015,6.561063514709531e-08
2016,6.690428477895694e-08
2017,7.19464807730219e-08
2018,7.66695578136023e-08
2019,6.351959314088163e-08
