year,volant_VERB en_ADP
1878,1.9325083755461492e-08
1879,2.7491964260661916e-08
1880,3.3372799634889816e-08
1881,1.9523021921319383e-08
1882,4.4591080827771634e-08
1883,1.8958017378167824e-08
1884,2.3766109080725073e-08
1885,2.3204288490674685e-08
1886,2.6459201052375647e-08
1887,2.611569827060123e-08
1888,3.106901047544852e-08
1889,3.57112810434046e-08
1890,2.294035211791723e-08
1891,3.187109842706093e-08
1892,2.3193495124473884e-08
1893,2.278614108508492e-08
1894,2.646646568571498e-08
1895,2.527818021569317e-08
1896,1.4152869320938066e-08
1897,2.6802882802101635e-08
1898,4.0174320758978865e-08
1899,2.819064981451902e-08
1900,1.9726001498909795e-08
1901,1.4530720848782153e-08
1902,2.8970674526007656e-08
1903,1.5660639007819555e-08
1904,1.666133808697623e-08
1905,2.9932401890420124e-08
1906,3.39516170733134e-08
1907,1.8514235478050978e-08
1908,2.9959473124563374e-08
1909,3.0255410066182264e-08
1910,2.8323999035073655e-08
1911,2.7665944757337968e-08
1912,3.80287765722187e-08
1913,1.5908969031031006e-08
1914,2.4108277596468497e-08
1915,2.709575319670421e-08
1916,2.5271163162088328e-08
1917,1.6449636319748606e-08
1918,9.189101035644853e-09
1919,3.038590001835928e-08
1920,1.2872793941909322e-08
1921,1.7417319808643583e-08
1922,2.5822774751826927e-08
1923,3.715581931018619e-08
1924,3.351822286390416e-08
1925,2.859526304632709e-08
1926,3.455302854948883e-08
1927,2.7873062080630007e-08
1928,3.1992914983902665e-08
1929,3.119313873867213e-08
1930,2.4158287814657342e-08
1931,1.1405356659111021e-08
1932,2.4110979879310435e-08
1933,2.638252394326912e-08
1934,2.7557634396657704e-08
1935,2.2739740757060645e-08
1936,2.0612015205756506e-08
1937,5.162358496235697e-08
1938,4.66747731575623e-08
1939,1.8352860564618823e-08
1940,8.621661695684679e-08
1941,3.836953510472085e-08
1942,3.944475324146879e-08
1943,3.774205858952939e-08
1944,5.462416474699694e-08
1945,6.099811189486104e-08
1946,1.9489545977080525e-08
1947,4.8875570479722796e-08
1948,4.6749117910138693e-08
1949,3.534122838821929e-08
1950,2.2334258886758107e-08
1951,4.691016686209082e-08
1952,3.690681316115274e-08
1953,2.2625038065271497e-08
1954,4.983993417972954e-08
1955,3.0972504561077585e-08
1956,4.7966279836941794e-08
1957,3.8874166108371355e-08
1958,3.3916197683669935e-08
1959,2.6352543258667538e-08
1960,3.2527916582481e-08
1961,3.752005850454765e-08
1962,3.7417542841922113e-08
1963,3.362347777979835e-08
1964,3.0419842422801935e-08
1965,2.0793764932136583e-08
1966,4.375869111505892e-08
1967,5.078245646217283e-08
1968,3.09907690621003e-08
1969,3.678823767838679e-08
1970,2.8052222988961262e-08
1971,4.00794997190701e-08
1972,2.4624704497711036e-08
1973,4.961883270926393e-08
1974,2.2502287588821446e-08
1975,2.341706828445922e-08
1976,2.913898788925451e-08
1977,2.7620874476497193e-08
1978,2.7326719553855128e-08
1979,3.5111840546164785e-08
1980,3.4679419391725474e-08
1981,2.846497215713839e-08
1982,2.6071508729685888e-08
1983,3.031351791804582e-08
1984,2.8995041922996734e-08
1985,2.947623389815135e-08
1986,2.697518408645294e-08
1987,3.299841022652572e-08
1988,2.7584148076797987e-08
1989,2.5245361356951435e-08
1990,3.5961096434000694e-08
1991,1.4653663449326615e-08
1992,2.4243754170871767e-08
1993,3.046564123199147e-08
1994,3.745197907356612e-08
1995,2.6027763500025003e-08
1996,2.615665173344439e-08
1997,2.5892429533769246e-08
1998,2.336383253531693e-08
1999,2.7878226394051353e-08
2000,2.0322945548656435e-08
2001,2.45347855365452e-08
2002,2.2344229355653056e-08
2003,1.7917769268294137e-08
2004,2.7309704941913537e-08
2005,1.756462331137243e-08
2006,2.717807379148951e-08
2007,2.3167981311189578e-08
2008,3.1505054731706394e-08
2009,3.099325018851573e-08
2010,3.4011310212633816e-08
2011,4.321088353798075e-08
2012,5.2425490615348735e-08
2013,5.1319900329360735e-08
2014,5.2620318324869686e-08
2015,5.58576995768334e-08
2016,5.77903862541973e-08
2017,5.006066494672723e-08
2018,5.059674723639773e-08
2019,4.3876990929447857e-08
