year,souriant_VERB en_ADP
1948,1.5220643190261285e-08
1949,1.5707213085747185e-08
1950,8.508289184305795e-09
1951,1.2793682557799002e-08
1952,2.4253049346611988e-08
1953,7.541679392097933e-09
1954,9.772536335717064e-09
1955,1.6894095011821264e-08
1956,1.0465369459922158e-08
1957,1.4136060322300636e-08
1958,1.4890038091408542e-08
1959,2.1702094343822864e-08
1960,1.453374998128254e-08
1961,2.6403004560471288e-08
1962,1.648908709572794e-08
1963,1.8751554975438012e-08
1964,2.7986254980127967e-08
1965,2.9001829049413175e-08
1966,1.8278946689598286e-08
1967,2.3172576746333107e-08
1968,1.886394726535734e-08
1969,1.635032773061873e-08
1970,1.9314645882673176e-08
1971,1.3873672877195986e-08
1972,1.0773308023459549e-08
1973,1.4885650545526374e-08
1974,1.1813700240281833e-08
1975,8.567219822452898e-09
1976,7.427584769459372e-09
1977,9.990529514780633e-09
1978,1.3069300641710413e-08
1979,1.287434159280565e-08
1980,1.8760996423061727e-08
1981,1.834409407708293e-08
1982,1.0552754226011984e-08
1983,2.1472074007711228e-08
1984,1.0438215292118969e-08
1985,1.1429560076159362e-08
1986,1.5585661872208334e-08
1987,7.944062296871834e-09
1988,1.3192418601981615e-08
1989,1.591555476299078e-08
1990,1.3621627603654929e-08
1991,1.699824903056424e-08
1992,1.1570882918476855e-08
1993,1.274017746855094e-08
1994,1.6879765141197822e-08
1995,1.518286268931135e-08
1996,1.7615704228646223e-08
1997,1.7261619911224102e-08
1998,1.9072517343232676e-08
1999,1.6452724210802572e-08
2000,1.9439339027371716e-08
2001,1.7962967807649832e-08
2002,1.796300858059041e-08
2003,1.7917768602160322e-08
2004,1.4535810777260849e-08
2005,1.4862373554080932e-08
2006,1.5236193084966487e-08
2007,3.595031405900784e-08
2008,5.279225301357826e-08
2009,4.196009562029701e-08
2010,5.5268378429396137e-08
2011,6.997868723379597e-08
2012,8.748929447577325e-08
2013,1.018030664212688e-07
2014,1.0567372843439671e-07
2015,1.247931915165923e-07
2016,1.0957388751897668e-07
2017,1.1722748563536278e-07
2018,1.6056723323165656e-07
2019,1.2907998553357558e-07
