year,quand_ADV ont_VERB,quand_ADV sont_VERB
1925,1.0998177923937646e-08,6.268961527666761e-08
1926,1.0031524944054127e-08,5.9074531932878926e-08
1927,2.2298449753321847e-09,6.243565842112275e-08
1928,3.4278123672848437e-09,7.084145536850883e-08
1929,6.684243825105796e-09,5.458799279267623e-08
1930,1.575540586884472e-08,7.667630441687834e-08
1931,1.1405356659111021e-09,5.816732073782305e-08
1932,4.383814644626227e-09,3.9454331357546835e-08
1933,2.2941324395731044e-09,3.4411987925864196e-08
1934,3.5944740517379614e-09,6.350237669039416e-08
1935,1.196828414151696e-08,5.505410705097802e-08
1936,1.091224355320719e-08,4.4861444337129797e-08
1937,8.813782592653752e-09,4.280980281379243e-08
1938,1.037217134403079e-08,6.612259539906518e-08
1939,1.5294050470515685e-09,5.199977337611017e-08
1940,2.5357829169792012e-09,7.100192078723921e-08
1941,5.9030051957620344e-09,5.60785480274717e-08
1942,3.034211770724937e-09,4.247896612241675e-08
1943,5.806470415592457e-09,5.806470504410299e-08
1944,9.639558484764166e-09,5.7837350908584995e-08
1945,8.714016175304096e-09,5.664110602765504e-08
1946,1.1136883415474585e-08,6.542919006591319e-08
1947,1.1920870957027319e-09,4.887557114585661e-08
1948,1.0871887834440486e-09,7.284165093324191e-08
1949,2.945102384188658e-09,5.693864935096826e-08
1950,8.5082894063504e-09,7.125692214060564e-08
1951,5.330700991734716e-09,5.117472845483917e-08
1952,8.435843024123812e-09,4.5342655852209646e-08
1953,1.0773827163745864e-08,6.141081776434021e-08
1954,2.9317608341017376e-09,7.133951207549671e-08
1955,8.447047061821422e-09,7.133061785680184e-08
1956,4.360570571293465e-09,4.7966278060584955e-08
1957,1.590306752952131e-08,5.831124916255703e-08
1958,5.790570467567591e-09,7.114129374485856e-08
1959,9.300897829689347e-09,6.665642970915542e-08
1960,8.997083300599229e-09,5.9519166484278685e-08
1961,6.94815938118154e-09,6.461788171208127e-08
1962,4.439369538644655e-09,5.200404196159525e-08
1963,7.112658684249595e-09,6.466053292797369e-08
1964,6.692365106530929e-09,6.388166706727816e-08
1965,7.660860834590721e-09,6.347570291609372e-08
1966,1.0524241700338166e-08,8.087049252480938e-08
1967,1.035370456037299e-08,5.2261556859889424e-08
1968,6.737123692257541e-09,5.7939264053175066e-08
1969,4.995933444718048e-09,6.040537936513601e-08
1970,5.518470014287402e-09,5.472482911272891e-08
1971,9.762955111014548e-09,6.525764995046757e-08
1972,7.182205385980467e-09,5.4379558633854685e-08
1973,5.513203726881244e-09,6.17478814746164e-08
1974,7.875800234202757e-09,5.7943386977399314e-08
1975,5.140332159925265e-09,6.682432029947449e-08
1976,7.427584991503977e-09,7.998937689990271e-08
1977,8.22749424145286e-09,6.99337050491522e-08
1978,6.534650376366358e-09,7.128709533787969e-08
1979,8.777960025518894e-09,7.080887787225265e-08
1980,8.527726080842513e-09,6.708477862105156e-08
1981,6.958104536991527e-09,7.780426081183123e-08
1982,9.932003552926005e-09,6.642027550185503e-08
1983,1.2630631651688873e-08,1.0546577655645706e-07
1984,1.0438214959052061e-08,8.350572500148701e-08
1985,1.0828004715079942e-08,7.940536583816993e-08
1986,8.991728028817647e-09,7.732886331268674e-08
1987,1.099947022353831e-08,1.0082847623493763e-07
1988,5.996553809062277e-09,9.474555007216168e-08
1989,1.0976243913773942e-08,7.354083741972772e-08
1990,1.035243724079038e-08,8.663355011151452e-08
1991,9.964491010094889e-09,8.147436858507717e-08
1992,9.917899890243831e-09,9.256706334781484e-08
1993,8.862731881720265e-09,9.85978942935617e-08
1994,1.3187316794116555e-08,9.072873652371527e-08
1995,1.626735235404908e-08,9.380839927075613e-08
1996,6.939519625603907e-09,9.928851518736792e-08
1997,6.712852163026639e-09,9.397993494530965e-08
1998,6.675380692655608e-09,8.296544784514026e-08
1999,9.140402212892695e-09,8.911892379614983e-08
2000,6.627047244300854e-09,9.498767639115613e-08
2001,1.182927156229141e-08,1.121590216257573e-07
2002,4.8193434798449175e-09,1.0383494952748151e-07
2003,7.500461363108002e-09,8.750538427193533e-08
2004,7.928624201625212e-09,1.0659594806838868e-07
2005,1.125937343360306e-08,1.0268549388570136e-07
2006,8.64756888319107e-09,1.0088830393328863e-07
2007,6.391167151065247e-09,1.0225867796975763e-07
2008,8.51487946817997e-09,9.834685954501765e-08
2009,1.4781396995289242e-08,9.584067228729509e-08
2010,1.4643758872168178e-08,1.1478816830390315e-07
2011,9.942326961720482e-09,9.254012311998849e-08
2012,9.191482464032674e-09,1.0280843198984257e-07
2013,1.2829975082340184e-08,9.455133920255321e-08
2014,1.2126492698882885e-08,1.1238660846402126e-07
2015,9.531274436369586e-09,8.866301826060408e-08
2016,1.0978102427117165e-08,8.989615807308837e-08
2017,1.0314006537726073e-08,1.1119002252257815e-07
2018,1.2132893356664454e-08,1.011934962491523e-07
2019,1.0969247288272754e-08,9.515184373753982e-08
