year,devait_VERB avoir_VERB,devait_VERB savoir_VERB
1848,6.88349155097967e-06,2.2848429637178924e-07
1849,7.425837338814745e-06,2.5054450247807836e-07
1850,6.5418767007940914e-06,2.0977998360649508e-07
1851,6.126967036834685e-06,1.9348316016021272e-07
1852,5.890090505999979e-06,2.298222483432255e-07
1853,6.137354375823634e-06,2.8366676474433916e-07
1854,5.735494141845265e-06,1.917200194156976e-07
1855,6.342320375551935e-06,2.5473298137512757e-07
1856,5.973441147943959e-06,2.2676088917705783e-07
1857,6.358653536153724e-06,2.29430924036933e-07
1858,6.291310000960948e-06,2.9998233230799087e-07
1859,6.526638571813237e-06,2.7395893198445265e-07
1860,6.499601113318931e-06,2.320632290775393e-07
1861,6.635360932705225e-06,2.405141401595756e-07
1862,6.51855043543037e-06,2.1686334150672337e-07
1863,6.2497688304574694e-06,2.9168586479499936e-07
1864,6.267188837227877e-06,2.867247417270846e-07
1865,6.119368208601372e-06,2.1886826573336293e-07
1866,6.467859293479705e-06,2.4425375499959046e-07
1867,6.52848711979459e-06,2.4264056719403015e-07
1868,6.021212357154582e-06,2.4057186465142877e-07
1869,6.211348136275774e-06,3.091267615218385e-07
1870,6.660097824351396e-06,2.6433966127115127e-07
1871,7.083262971718796e-06,4.089153264885681e-07
1872,6.771205789846135e-06,2.9208649721113034e-07
1873,6.430166195059428e-06,2.585954064215912e-07
1874,6.547574230353348e-06,3.2322634524462046e-07
1875,6.166661933093565e-06,2.574687130163511e-07
1876,6.134286650194554e-06,2.0798290734092006e-07
1877,6.052460776118096e-06,2.622361989779165e-07
1878,6.0741153902199585e-06,2.1982282305543777e-07
1879,5.979196430416778e-06,2.7430871796241263e-07
1880,6.1874457060184795e-06,2.3938565618664143e-07
1881,5.966374828858534e-06,3.109738315743016e-07
1882,6.059062798158266e-06,1.816920160990776e-07
1883,5.768292794527952e-06,2.546693451677129e-07
1884,6.123073944763746e-06,2.528449840610847e-07
1885,5.951255388936261e-06,2.71361273007642e-07
1886,6.010756351315649e-06,1.8521441802477057e-07
1887,5.719337877962971e-06,2.5136358772215317e-07
1888,5.8885289035970345e-06,2.193852708387567e-07
1889,5.775203135272022e-06,2.2554492318249686e-07
1890,5.681342372554354e-06,2.7397334179113386e-07
1891,5.353707365429727e-06,2.186357477285128e-07
1892,5.642288215312874e-06,1.8554796099579107e-07
1893,5.513630185305374e-06,2.52495084396287e-07
1894,5.685878932126798e-06,2.6718527124103275e-07
1895,5.498606242326787e-06,3.0153259444887226e-07
1896,5.42762563782162e-06,1.993195724026009e-07
1897,5.3197895795165095e-06,2.1325772081581817e-07
1898,5.553109531319933e-06,2.1784666159874178e-07
1899,5.29210365129984e-06,2.3381656433230091e-07
1900,5.058162059867755e-06,2.2373438923750655e-07
1901,5.182996574149001e-06,2.3025604889426177e-07
1902,4.7015969357744325e-06,2.0819604173993866e-07
1903,4.918520517094294e-06,1.8738764140380226e-07
1904,4.963466381013859e-06,1.8811188340350782e-07
1905,5.079219135950552e-06,2.3429845441569341e-07
1906,5.094285825180123e-06,1.908492492930236e-07
1907,4.753015673486516e-06,2.1959941420846008e-07
1908,5.007161234971136e-06,1.5618216764323734e-07
1909,4.923930191580439e-06,2.260904210515946e-07
1910,4.737589733849745e-06,2.014744779899047e-07
1911,4.705871106125414e-06,2.0536644740332122e-07
1912,4.923424057778902e-06,1.9639517745417834e-07
1913,4.833144885196816e-06,1.93028824924113e-07
1914,4.731249646283686e-06,2.1027774721460446e-07
1915,5.011535904486664e-06,2.1440986586185318e-07
1916,4.543315753835486e-06,2.1425550755793665e-07
1917,4.442498720891308e-06,2.061687780496868e-07
1918,4.415363036969211e-06,2.1594387078494037e-07
1919,4.705210358224576e-06,2.348001402197042e-07
1920,4.903019998891978e-06,1.9006301954505034e-07
1921,4.5959004637552425e-06,1.878041331337954e-07
1922,4.728518888441613e-06,2.1986247134009318e-07
1923,4.724096925201593e-06,2.1762693336313532e-07
1924,4.47210459242342e-06,1.8692855974222766e-07
1925,4.694022209150717e-06,1.9246810722961527e-07
1926,4.526446900854353e-06,1.749943692175293e-07
1927,5.142022473592078e-06,2.6423663257446606e-07
1928,4.531567810772685e-06,1.7824623910200899e-07
1929,4.5285751184565015e-06,2.261502487499456e-07
1930,4.497643203649204e-06,1.8066198492761032e-07
1931,4.58039130535326e-06,1.9389106853395788e-07
1932,4.646843535738299e-06,1.9946357099343004e-07
1933,4.8004721975303255e-06,2.1564845553712075e-07
1934,4.3648897189996205e-06,2.2645185993042105e-07
1935,4.243953753757523e-06,2.118386248639581e-07
1936,4.263049504515948e-06,2.267321690396784e-07
1937,4.342676675150869e-06,2.115307893291174e-07
1938,4.064594577357639e-06,2.4633908424220863e-07
1939,4.274686943972483e-06,1.5446991596945736e-07
1940,4.001465640612878e-06,2.510425076707179e-07
1941,4.291484856366878e-06,2.3612020072505402e-07
1942,4.253965016687289e-06,1.9418955332639598e-07
1943,4.575498678605072e-06,2.787105870538653e-07
1944,4.575576895149425e-06,2.763340205547138e-07
1945,4.657641511585098e-06,2.047793827841815e-07
1946,4.567514224618208e-06,2.1299290153820039e-07
1947,4.405953859532019e-06,2.157677698733096e-07
1948,4.050865300087025e-06,1.5981675005605211e-07
1949,3.6666526739281835e-06,1.9732186729015666e-07
1950,3.7872521261306247e-06,2.1802490834943455e-07
1951,4.227245881338604e-06,1.9083908853190223e-07
1952,3.78769345843466e-06,2.098416018725402e-07
1953,4.040185103804106e-06,2.176313103063876e-07
1954,3.991103767475579e-06,2.325863590613153e-07
1955,3.6312917472969275e-06,2.0272912593100045e-07
1956,3.7884638004470617e-06,1.9971413678376848e-07
1957,3.697463171192794e-06,2.2882747430230665e-07
1958,3.5777452467300463e-06,2.1094220414852316e-07
1959,3.5878210837836377e-06,2.3484766131787183e-07
1960,3.7372499264165526e-06,2.4499749429196527e-07
1961,3.66168001164624e-06,2.2720480785665131e-07
1962,3.792489906118135e-06,2.428969310130924e-07
1963,3.50201435139752e-06,2.276050707905597e-07
1964,3.6655908388638636e-06,2.409251464996487e-07
1965,3.5639418456412386e-06,2.0027678715450747e-07
1966,3.795928023464512e-06,2.2765597407214955e-07
1967,3.659788035292877e-06,2.2334420179959125e-07
1968,3.766501322388649e-06,2.1558795992859814e-07
1969,3.805992946581682e-06,2.0392492672272056e-07
1970,3.5069876958004897e-06,1.692330755531657e-07
1971,3.221775159545359e-06,1.7213631053891731e-07
1972,3.292015207989607e-06,1.4005300386088493e-07
1973,3.2742916573624825e-06,1.7090931692109734e-07
1974,3.188011532984092e-06,1.569534475720502e-07
1975,2.9277048270159867e-06,1.59921441422739e-07
1976,3.005315193149727e-06,1.6626363219529594e-07
1977,2.8461254260037094e-06,1.4868257380840078e-07
1978,2.924553200500668e-06,1.6752467502101354e-07
1979,2.999136313519557e-06,1.644404505896091e-07
1980,2.7942514861933887e-06,1.637323379100053e-07
1981,2.76426521850226e-06,1.6130151436755114e-07
1982,2.882143235183321e-06,1.7877606239835586e-07
1983,2.744636276474921e-06,1.7114506078996783e-07
1984,2.9244399684102973e-06,1.6991094753393554e-07
1985,2.7960313673247583e-06,1.5881073522905353e-07
1986,2.6639493171387585e-06,1.9362188652394252e-07
1987,2.741923481153208e-06,2.0776776921138662e-07
1988,2.7758046599046793e-06,1.8229523846002849e-07
1989,2.797295792333898e-06,2.0799983246888587e-07
1990,2.8125937205913942e-06,1.8743359930795123e-07
1991,2.6054212867165916e-06,1.9342834889357619e-07
1992,2.6849957066588104e-06,2.0331694372544007e-07
1993,2.7662802040140377e-06,2.11597722454826e-07
1994,2.5762742552615236e-06,1.7565506027494848e-07
1995,2.5957272100640694e-06,1.8707454785271693e-07
1996,2.421892531856429e-06,1.7295418786034134e-07
1997,2.547527401475236e-06,1.8028802628577978e-07
1998,2.4698908873688197e-06,1.9740055279271473e-07
1999,2.4587682219134877e-06,2.1160030883038417e-07
2000,2.45598380388401e-06,1.678851901942835e-07
2001,2.445154223096324e-06,1.7305787025634345e-07
2002,2.5213930712197907e-06,1.892687748750177e-07
2003,2.6780812731885817e-06,2.079294603163362e-07
2004,2.421313865852426e-06,2.1010853856751055e-07
2005,2.4730088625801727e-06,2.080732315334899e-07
2006,2.6070360945595894e-06,2.0424734259449906e-07
2007,2.9443308449117467e-06,3.26748420320655e-07
2008,3.1530598789686337e-06,3.3676349175948417e-07
2009,3.654342663139687e-06,3.7239584571580053e-07
2010,4.228267243888695e-06,5.087525210001331e-07
2011,4.6059740270720795e-06,5.911860512242129e-07
2012,5.528506335394923e-06,7.199994342954597e-07
2013,6.191578904690687e-06,7.985265142451681e-07
2014,6.7091987148160115e-06,8.644457238915493e-07
2015,6.389500413206406e-06,7.731414939371462e-07
2016,6.554548235726543e-06,8.511136115885165e-07
2017,5.712953225156525e-06,8.067565318015113e-07
2018,6.577577096322784e-06,8.929293358050927e-07
2019,6.232828582142247e-06,8.760092100601469e-07
