year,furent_VERB en_PRON,furent_VERB sans_ADP
1843,1.9610945400927449e-07,7.259593530761776e-07
1844,1.5532629049630486e-07,8.820118182484293e-07
1845,2.2209307815046486e-07,6.757655910405447e-07
1846,2.2364194762758416e-07,7.634269536538341e-07
1847,1.9847063015276944e-07,7.011190632510989e-07
1848,1.995214944372492e-07,6.934981229278492e-07
1849,2.639515628288791e-07,5.857211249349348e-07
1850,2.3014696637346788e-07,6.381656021403614e-07
1851,1.6252585055553936e-07,6.642922016908415e-07
1852,1.7969105670090357e-07,7.129047503440233e-07
1853,1.964765630191323e-07,5.959988129689009e-07
1854,2.2081573547438893e-07,5.928253017373208e-07
1855,1.6186157836273196e-07,6.962701490920153e-07
1856,1.791307511211926e-07,6.854598382233235e-07
1857,1.9428405551025207e-07,6.355724622153502e-07
1858,1.8449158289968182e-07,6.777741532459913e-07
1859,2.0623302532385424e-07,6.110607841947058e-07
1860,1.8766453990792797e-07,5.835909746565449e-07
1861,1.730758754092676e-07,5.008353696211998e-07
1862,1.9743599466437445e-07,5.45772763871355e-07
1863,1.8380204380719078e-07,6.183340701682027e-07
1864,2.0233751740761363e-07,5.883131279915688e-07
1865,2.0615978257865208e-07,5.643506142405386e-07
1866,1.4888775012877886e-07,5.386233397075557e-07
1867,1.6693671511802677e-07,5.299270355862973e-07
1868,1.9660699024370842e-07,4.949753815708391e-07
1869,1.3527348130537575e-07,5.083743417344522e-07
1870,1.9667787398702785e-07,5.470282644637336e-07
1871,1.901190671560471e-07,4.025426108000829e-07
1872,1.6872076002982794e-07,4.166616633938247e-07
1873,1.556361155508057e-07,4.9623974973656e-07
1874,1.9297986852961913e-07,5.096341624266643e-07
1875,1.350280456335895e-07,5.086437795398524e-07
1876,1.4933657155324909e-07,5.193526817492966e-07
1877,1.5523887952895166e-07,5.615813165604777e-07
1878,1.497694057661647e-07,6.002854320286133e-07
1879,1.3562701894898055e-07,4.7102898292905593e-07
1880,1.5017759835700417e-07,4.7299528205257957e-07
1881,1.01798612206494e-07,3.5699238765118935e-07
1882,1.2512124669683544e-07,4.991538844478782e-07
1883,1.2575485186516744e-07,5.554699100684957e-07
1884,1.2477207178562821e-07,4.198679164346686e-07
1885,1.4631592648584046e-07,4.21544569917387e-07
1886,1.5101105077519605e-07,4.3560882545534696e-07
1887,1.1295039570313747e-07,3.9891730807539716e-07
1888,1.3885946259506454e-07,4.007268614714121e-07
1889,1.1402548949490665e-07,4.2352323248451285e-07
1890,7.406456603575862e-08,3.847424920877529e-07
1891,1.0198752420365054e-07,3.6396795621840283e-07
1892,1.1408692301984047e-07,3.7360334204095125e-07
1893,1.1947328459882556e-07,4.4217429717718915e-07
1894,1.3359263562051638e-07,4.965613129570556e-07
1895,1.5588211965678056e-07,4.4898862938680395e-07
1896,9.081424678925032e-08,4.2340667505413876e-07
1897,1.3751044036780513e-07,3.909724739514786e-07
1898,1.0411373096985699e-07,4.0457237560076464e-07
1899,1.2381775604808354e-07,4.3225662693657796e-07
1900,8.876700974269625e-08,4.241090323375829e-07
1901,1.089804086973345e-07,3.632680432019697e-07
1902,1.2521223879957688e-07,3.707264397689869e-07
1903,8.964365605379498e-08,4.795395511791867e-07
1904,9.45934033325102e-08,5.546613124352007e-07
1905,8.3604298595219e-08,4.4279312305661733e-07
1906,8.385021033063822e-08,4.866398626290902e-07
1907,1.0491400814771623e-07,4.119417553738458e-07
1908,9.135183631769905e-08,4.3416679318397655e-07
1909,9.461691519163651e-08,4.587820399137854e-07
1910,1.0795184124390289e-07,4.905930381937651e-07
1911,1.133239706518907e-07,4.45847348373718e-07
1912,9.220675423193825e-08,4.204002834740095e-07
1913,9.916590926195568e-08,4.401481419336051e-07
1914,8.705767129413289e-08,4.218948674861167e-07
1915,9.542416989916092e-08,3.9818974073568825e-07
1916,1.1866458748954756e-07,4.065360883487301e-07
1917,9.211796481167767e-08,4.5181667474025744e-07
1918,1.1141784739265859e-07,3.801990544616274e-07
1919,1.1601888871837218e-07,4.244818114784721e-07
1920,1.0373957337606043e-07,4.1268663153459784e-07
1921,9.314479143540666e-08,4.4224844941709307e-07
1922,9.369978215545416e-08,4.5669420956073736e-07
1923,8.386599148479945e-08,4.936416075906891e-07
1924,8.121723737986031e-08,3.9964035636330664e-07
1925,9.678396395429445e-08,4.5202511955722e-07
1926,1.1926367449177633e-07,4.870862539974041e-07
1927,1.1149224832252003e-07,4.247854690220265e-07
1928,1.165456211538185e-07,4.387599688016053e-07
1929,9.580749349424877e-08,4.3670394234140986e-07
1930,1.1028783575284251e-07,4.1489232671665377e-07
1931,9.352392282835353e-08,4.607764196862263e-07
1932,1.2713061892100086e-07,5.238658218331693e-07
1933,1.0208889023033407e-07,5.024149913879228e-07
1934,9.944711365506009e-08,4.900466024082561e-07
1935,1.2327332399308943e-07,3.734104723207565e-07
1936,1.1882220007919386e-07,4.19515117755509e-07
1937,1.2465207532841305e-07,4.243206888077111e-07
1938,9.853562943362704e-08,4.602651131335733e-07
1939,1.2082300315796601e-07,4.3893925294469227e-07
1940,1.2425336137766863e-07,5.020850153414358e-07
1941,1.121570960549434e-07,5.165129550732672e-07
1942,8.49579322448335e-08,4.763712411204324e-07
1943,1.4225852851268428e-07,5.370985149966145e-07
1944,6.42637232317611e-08,5.366021014197031e-07
1945,1.0892519952676594e-07,5.685895416718267e-07
1946,7.9350293447078e-08,5.15080841978488e-07
1947,1.1920870690573793e-07,5.722018272535934e-07
1948,1.2502671609126992e-07,4.566192899346788e-07
1949,1.4529172176480643e-07,5.242282554718258e-07
1950,1.1167129798650421e-07,5.413398866949137e-07
1951,1.183415605510163e-07,5.053504423813138e-07
1952,9.384875454543362e-08,4.196832037450804e-07
1953,9.911921239336152e-08,4.902091177427792e-07
1954,8.893007930055319e-08,4.358550995675614e-07
1955,8.634759041115103e-08,5.105770810587273e-07
1956,1.0814215301024888e-07,4.3954554485026165e-07
1957,9.630191044607272e-08,4.7002401970530627e-07
1958,9.843969905887207e-08,4.02858262305017e-07
1959,1.1393598953191031e-07,4.0923947608462186e-07
1960,9.412333668024075e-08,4.768454004988598e-07
1961,8.129346440455265e-08,4.7664372004874167e-07
1962,1.3001010756852338e-07,4.6232861450334894e-07
1963,1.0992290810918348e-07,4.752549216391344e-07
1964,1.2532974835721689e-07,4.471716863463371e-07
1965,1.1600732108263401e-07,4.6731250336051744e-07
1966,1.2573700303164514e-07,4.818995194000308e-07
1967,1.2227232559780532e-07,4.895823053630011e-07
1968,1.2351394218512723e-07,5.942143275206035e-07
1969,1.026437246309797e-07,3.955871079597273e-07
1970,1.0898978075601917e-07,4.033081779653003e-07
1971,9.094963360212205e-08,4.408745155615179e-07
1972,1.1286323342574178e-07,4.0579462279310974e-07
1973,1.163286000860353e-07,4.0963104197544453e-07
1974,8.944658702603192e-08,3.7016260989730654e-07
1975,9.252597976683319e-08,4.1065541722673515e-07
1976,9.255913369088375e-08,4.09088528385837e-07
1977,1.134218905463058e-07,4.2489133988965477e-07
1978,1.1643559361118605e-07,4.722770086118544e-07
1979,1.0475032041767918e-07,3.938378085877048e-07
1980,9.266795331086541e-08,4.1558450902812183e-07
1981,1.0247390491713304e-07,3.991421806404105e-07
1982,9.99407845370115e-08,3.9355563785647973e-07
1983,1.0546578010917074e-07,3.9028654441608523e-07
1984,1.026424527594827e-07,3.7809536479471717e-07
1985,9.324114813580309e-08,4.000346223165252e-07
1986,1.1569356672680442e-07,4.0522721178604115e-07
1987,9.716198690057354e-08,4.088136336122261e-07
1988,1.2652728287321224e-07,3.945732487409259e-07
1989,1.0976244624316678e-07,3.753875432721543e-07
1990,1.0025517838130327e-07,4.070142267664778e-07
1991,1.1722930537416687e-07,3.9037357169036113e-07
1992,1.1405584388057832e-07,4.198577414626925e-07
1993,1.2241648050803633e-07,4.364895573871763e-07
1994,1.1974083236054867e-07,4.283240286895307e-07
1995,1.2471636523514462e-07,4.5060565412313736e-07
1996,1.1476898009732395e-07,4.259797492522921e-07
1997,1.1172104308343478e-07,4.3249949044366076e-07
1998,8.248863281323793e-08,3.776358425966464e-07
1999,1.293366977961341e-07,4.0034962012214237e-07
2000,1.148688184571256e-07,3.560933521384868e-07
2001,9.989162919055161e-08,4.2015821577479073e-07
2002,8.499569759123915e-08,4.4075088112549565e-07
2003,1.3542499743834924e-07,3.733563005425822e-07
2004,9.07387018855843e-08,3.3344269922963576e-07
2005,1.1799824051195174e-07,4.089404512797046e-07
2006,8.688747499263627e-08,3.677275799418567e-07
2007,9.746529627818745e-08,3.7667942365260387e-07
2008,1.0132706762533417e-07,3.2526838822377613e-07
2009,8.2489727049051e-08,3.0945568596507655e-07
2010,6.613310432612707e-08,2.7161809157405514e-07
2011,5.582998952036178e-08,2.70354831855002e-07
2012,6.468080471222493e-08,2.2978706226695067e-07
2013,6.638117611146299e-08,2.630144990689587e-07
2014,7.232586796135365e-08,2.864883867914614e-07
2015,5.984753670418286e-08,2.533545568894624e-07
2016,6.8354218285549e-08,2.5663902647465875e-07
2017,6.691526266422443e-08,1.9848172883030202e-07
2018,6.169705102365697e-08,2.2355501982929127e-07
2019,5.66319293682227e-08,2.7040471195505233e-07
