year,traversant_VERB en_ADP
1873,7.602225338132484e-08
1874,4.540703102406951e-08
1875,7.83849216645649e-08
1876,5.98555458530825e-08
1877,5.690030557836678e-08
1878,7.0657335982105e-08
1879,7.697750070700948e-08
1880,6.417846476480804e-08
1881,5.787181356353699e-08
1882,8.119569838704876e-08
1883,4.739504033679509e-08
1884,5.0833066644884184e-08
1885,6.63900492359204e-08
1886,5.485444276587259e-08
1887,7.508263166755569e-08
1888,6.21380236154323e-08
1889,8.332631873386731e-08
1890,8.782878024859997e-08
1891,9.24261935875137e-08
1892,6.268512375839919e-08
1893,8.067525669730458e-08
1894,7.75089310511845e-08
1895,7.222337550238933e-08
1896,8.9634842548314e-08
1897,5.710179429296858e-08
1898,8.26119839203443e-08
1899,8.346643554091315e-08
1900,8.098042580950704e-08
1901,8.997869477278542e-08
1902,1.0115184423398205e-07
1903,7.34429979054596e-08
1904,8.061937428749388e-08
1905,6.60577150757291e-08
1906,5.452835694086389e-08
1907,5.194271923691929e-08
1908,6.33569166019754e-08
1909,8.03143578309573e-08
1910,8.283433450273492e-08
1911,6.278041708718263e-08
1912,4.5842906359894187e-08
1913,6.628736948233183e-08
1914,6.964613330495695e-08
1915,8.128725426104211e-08
1916,7.471474194886696e-08
1917,6.03153353928576e-08
1918,7.925599998515054e-08
1919,9.852397542253755e-08
1920,6.512119199442168e-08
1921,6.28538003866197e-08
1922,5.090775445637519e-08
1923,7.855801698042342e-08
1924,4.8988173073638563e-08
1925,5.389107116116065e-08
1926,7.022067194384363e-08
1927,7.692965475758484e-08
1928,9.483614382688188e-08
1929,8.466708578680482e-08
1930,6.827342424742255e-08
1931,7.527535395013274e-08
1932,5.589363638591749e-08
1933,6.079450853846424e-08
1934,6.829500698302127e-08
1935,5.2660451110853046e-08
1936,5.577368744624778e-08
1937,7.30284823724503e-08
1938,5.186085871855539e-08
1939,1.0094073132904668e-07
1940,9.382396992663189e-08
1941,6.198155233505531e-08
1942,6.978687383529802e-08
1943,9.580676163523094e-08
1944,6.105053707017305e-08
1945,8.714016530575464e-08
1946,8.074240120947707e-08
1947,4.1723048349595615e-08
1948,7.936477963710331e-08
1949,4.810334131022387e-08
1950,5.211327192000681e-08
1951,4.691016919355917e-08
1952,6.854122491795067e-08
1953,5.925605250922672e-08
1954,6.938500729525288e-08
1955,4.223523619728553e-08
1956,5.1454734917300016e-08
1957,4.8592706747285774e-08
1958,5.625125593100577e-08
1959,6.045583289537859e-08
1960,5.052208251754564e-08
1961,6.531269436393927e-08
1962,5.3906629216005086e-08
1963,6.33673225003406e-08
1964,6.814044595238045e-08
1965,6.292850091016433e-08
1966,4.320478397268346e-08
1967,4.486605398312804e-08
1968,3.5033044798460367e-08
1969,4.6780104456800586e-08
1970,3.495031042355379e-08
1971,3.494110334401057e-08
1972,5.2840511688412306e-08
1973,4.134902831243181e-08
1974,2.5315072260667648e-08
1975,4.0551510593900275e-08
1976,3.199574960532914e-08
1977,4.5838897844152626e-08
1978,2.6732660751704884e-08
1979,3.7452630219370064e-08
1980,4.491268978945584e-08
1981,2.783241864756647e-08
1982,3.9107264093729555e-08
1983,3.726036501561225e-08
1984,3.3054349146688367e-08
1985,4.0304237947097477e-08
1986,2.8773530447168127e-08
1987,3.7887063097929996e-08
1988,4.677312004375267e-08
1989,3.347754518046031e-08
1990,4.086488103460795e-08
1991,2.6376592687782363e-08
1992,3.085568828220531e-08
1993,2.7142116110212555e-08
1994,4.5364369594125264e-08
1995,3.741490972597461e-08
1996,2.3487604750016544e-08
1997,2.8289878328813245e-08
1998,4.100591088906924e-08
1999,3.0163328279542156e-08
2000,2.6066386493717175e-08
2001,3.8554662018519537e-08
2002,3.6364138367162013e-08
2003,3.4168769147413514e-08
2004,2.246443511766394e-08
2005,2.8823997633153908e-08
2006,3.7884587467118536e-08
2007,3.035804430062683e-08
2008,4.08714206923122e-08
2009,2.860915548907883e-08
2010,4.393127606139302e-08
2011,2.715020008814406e-08
2012,4.2212732642710193e-08
2013,4.127904973394436e-08
2014,4.460816915852206e-08
2015,4.3001562310962527e-08
2016,5.074783038239161e-08
2017,4.603568903860378e-08
2018,3.768941359005851e-08
2019,4.005050735500504e-08
