year,aurait_VERB eu_VERB,aurait_VERB su_VERB
1858,7.648815881111659e-06,3.1613146234121814e-07
1859,7.919857125671115e-06,2.362768469765797e-07
1860,7.5230595939501654e-06,2.7508875177773007e-07
1861,7.613923571625492e-06,2.824862406214379e-07
1862,7.51566994949826e-06,2.2499571628031845e-07
1863,7.112339972081827e-06,2.5172889195346215e-07
1864,7.369496870524017e-06,2.689842517611396e-07
1865,7.443403774232138e-06,2.4522660169168375e-07
1866,7.872561582189519e-06,2.4863282988007995e-07
1867,7.799438208166976e-06,2.819483597704675e-07
1868,7.29224211681867e-06,3.1269402711586736e-07
1869,7.920579264464322e-06,2.827557636919664e-07
1870,7.660115443286486e-06,3.188131074693956e-07
1871,7.939330316730775e-06,3.29256494069341e-07
1872,7.604528946103528e-06,3.1990424531613826e-07
1873,7.910504791652784e-06,2.663771851985075e-07
1874,7.687529432587326e-06,2.628827928674582e-07
1875,7.534679298260016e-06,2.6776746153700515e-07
1876,7.784849003655836e-06,3.4341363175371953e-07
1877,7.122433999029454e-06,3.0058205879868183e-07
1878,7.70164933783235e-06,2.892723500735883e-07
1879,7.68553127272753e-06,3.3479102512501413e-07
1880,6.998019671300426e-06,2.541466983529972e-07
1881,7.058966730255634e-06,2.579827764748188e-07
1882,7.249710961332312e-06,2.4425264655292267e-07
1883,7.363293661910575e-06,2.3760713929732447e-07
1884,7.100785296643153e-06,2.442627931031893e-07
1885,6.989002940827049e-06,2.2237442465211643e-07
1886,6.471533652074868e-06,2.5813855586420686e-07
1887,7.072784228512319e-06,2.0500823438851512e-07
1888,6.970237791392719e-06,2.3650493119475868e-07
1889,6.842782568128314e-06,2.462198835928575e-07
1890,7.13641611582716e-06,2.765951023775415e-07
1891,6.896268587297527e-06,2.2054801718240924e-07
1892,6.5618787630228326e-06,2.4948678856162587e-07
1893,7.1259037213167176e-06,2.2539803978816053e-07
1894,6.785497589589795e-06,2.3000617943580437e-07
1895,7.204883331723977e-06,2.509762282443262e-07
1896,7.017464668024331e-06,2.5828987304521434e-07
1897,6.821333499829052e-06,2.5870608055811317e-07
1898,6.90036358719226e-06,2.2067584382057248e-07
1899,6.875754934299039e-06,2.913033938511944e-07
1900,6.406278771464713e-06,2.2944455224660487e-07
1901,6.6835727920988575e-06,2.492577664270357e-07
1902,6.115267296991078e-06,1.9248312810304924e-07
1903,6.732454494340345e-06,2.424698948289006e-07
1904,6.660773124167463e-06,2.423956004804495e-07
1905,6.530940481752623e-06,2.3739491439300764e-07
1906,6.702357950416626e-06,2.1914226522312674e-07
1907,6.709353328915313e-06,2.771992626549036e-07
1908,6.6087650338886306e-06,2.7307322625347297e-07
1909,6.6715929278871045e-06,2.822004603331152e-07
1910,6.6262123255000915e-06,2.623978048177378e-07
1911,6.437652700697072e-06,2.2930812804133893e-07
1912,6.627425591432257e-06,2.9068570484014344e-07
1913,6.22995230514789e-06,2.497708067039639e-07
1914,6.353200660669245e-06,2.2568026736280444e-07
1915,6.8540471147571225e-06,2.462179224949068e-07
1916,6.512268555525225e-06,2.812790285133815e-07
1917,6.480060164903989e-06,2.1274863115650078e-07
1918,6.057915015844628e-06,2.1364660085509968e-07
1919,6.525602202600567e-06,2.826809577527456e-07
1920,6.436397143261274e-06,3.3620707995396515e-07
1921,6.468641004175879e-06,3.142690161439532e-07
1922,6.283787570282584e-06,2.7962374815615476e-07
1923,6.426895197364502e-06,2.781378327654238e-07
1924,6.448390649893554e-06,2.449408782467799e-07
1925,6.241466053324984e-06,2.1006519546062918e-07
1926,6.00553948970628e-06,2.8422653031157097e-07
1927,6.652742285950808e-06,2.6423663257446606e-07
1928,6.122073045844445e-06,2.4908769091780414e-07
1929,6.469233994721435e-06,3.14159450454099e-07
1930,6.096291599533288e-06,2.751944236933923e-07
1931,5.823575065733166e-06,2.2696659129906038e-07
1932,5.829377641930478e-06,1.9946357099343004e-07
1933,6.300834684225265e-06,2.0876605333342013e-07
1934,6.077057605580194e-06,2.132721306224994e-07
1935,5.518576017493615e-06,1.7593377776847774e-07
1936,5.694978426618036e-06,2.1460745358581335e-07
1937,5.954339940217324e-06,2.3167658014244807e-07
1938,5.8745386013470124e-06,2.644903815962607e-07
1939,5.940209121035878e-06,2.4470480752825097e-07
1940,5.6218309509858955e-06,2.155415472770983e-07
1941,5.283189693727763e-06,2.508777185994404e-07
1942,5.692181275662733e-06,2.821817020048911e-07
1943,5.495824098034063e-06,2.0612969819922e-07
1944,6.0022316574759316e-06,1.9279116258985596e-07
1945,6.080204911995679e-06,2.461709698309278e-07
1946,5.763336957897991e-06,2.2969821600327123e-07
1947,5.831690032209735e-06,2.515303663130908e-07
1948,5.208721631788649e-06,2.4679184207343496e-07
1949,5.215776582190301e-06,1.9732186729015666e-07
1950,5.325125584931811e-06,2.509945318251994e-07
1951,5.352023890736746e-06,2.377492620553312e-07
1952,5.194370260142023e-06,2.383125661253871e-07
1953,5.1843658184225205e-06,2.2732776017164724e-07
1954,5.525391770788701e-06,2.316091070042603e-07
1955,5.199626684770919e-06,2.2337746941047953e-07
1956,5.284139660943765e-06,2.0756317553605186e-07
1957,5.034204605181003e-06,1.8111826705080603e-07
1958,5.170152235223213e-06,2.0184273807899444e-07
1959,5.147271622263361e-06,2.1857108833955863e-07
1960,4.924173026665812e-06,2.2492707785204402e-07
1961,5.168040843273047e-06,2.633352380598808e-07
1962,5.196598976908717e-06,1.801115558919264e-07
1963,4.975628144165967e-06,2.508828629288473e-07
1964,5.07646336700418e-06,2.2389004072920216e-07
1965,5.1727224672504235e-06,2.2271215982527792e-07
1966,5.007323579775402e-06,2.104848420003691e-07
1967,5.0353519327472895e-06,2.223581390126128e-07
1968,5.147611773281824e-06,2.3040963981202367e-07
1969,5.070872703072382e-06,2.102833889239264e-07
1970,4.859012733504642e-06,2.055630119457419e-07
1971,4.710882876679534e-06,2.0450822546536074e-07
1972,4.70896202386939e-06,2.0212777940287197e-07
1973,4.6421178012678865e-06,1.7146064124062832e-07
1974,4.396384156279964e-06,1.665169264697397e-07
1975,4.393270501168445e-06,1.810539203006556e-07
1976,4.470263320399681e-06,2.062583206452473e-07
1977,4.478695245779818e-06,1.8629398823577503e-07
1978,4.396631538838847e-06,2.0019793112169282e-07
1979,4.579168944474077e-06,2.1359703339385305e-07
1980,4.4702337618218735e-06,1.7965075471693126e-07
1981,4.441800683707697e-06,1.8660371381429286e-07
1982,4.602242370310705e-06,1.99881569074023e-07
1983,4.576709670800483e-06,2.2671984822864033e-07
1984,4.491332219913602e-06,2.105040124433799e-07
1985,4.246984190103831e-06,1.979118593453677e-07
1986,4.6331379053299315e-06,2.205970588420314e-07
1987,4.540336703939829e-06,1.9493505476475548e-07
1988,4.394274583319202e-06,1.8349454933286324e-07
1989,4.344397439126624e-06,1.7616872582948417e-07
1990,4.399240879138233e-06,2.2502928231915575e-07
1991,4.41895872427267e-06,1.7818854303186527e-07
1992,4.464707672013901e-06,1.8733810236426507e-07
1993,4.555998202704359e-06,1.922104928553381e-07
1994,4.404563696880359e-06,1.9886473978658614e-07
1995,4.369410817162134e-06,2.1147558015854884e-07
1996,4.325456302467501e-06,1.937727489575991e-07
1997,4.314445959607838e-06,1.9227526593112998e-07
1998,4.479180461203214e-06,2.1265856275931583e-07
1999,4.356315912446007e-06,2.2713899738846521e-07
2000,4.2090587157872505e-06,1.9660240013763541e-07
2001,4.276500931155169e-06,2.1161253016543924e-07
2002,4.160408025200013e-06,2.102986371710358e-07
2003,4.5394458538794424e-06,2.300141517252996e-07
2004,4.230361355439527e-06,2.1539429440053937e-07
2005,4.210555289319018e-06,2.1753110956979071e-07
2006,4.455145244719461e-06,2.2524858422912075e-07
2007,4.4586381591216195e-06,2.752196337496571e-07
2008,4.425182851264253e-06,3.0525842475981335e-07
2009,4.530259502644185e-06,3.313893728318362e-07
2010,4.922664629702922e-06,4.246689968567807e-07
2011,4.709221684606746e-06,4.3899197521568567e-07
2012,5.3177832342043985e-06,5.341272526493412e-07
2013,5.732488716603257e-06,5.51410039406619e-07
2014,6.191007742017973e-06,6.199669542183983e-07
2015,5.767307357018581e-06,5.439475785351533e-07
2016,6.086632765800459e-06,6.168450568111439e-07
2017,5.339888048183639e-06,5.521766865967948e-07
2018,5.94537596043665e-06,5.828951543662697e-07
2019,5.669060101354262e-06,5.719314799534914e-07
