year,reconnaissant_VERB en_ADP,reconnaissant_VERB sans_ADP
1843,1.4531001935047527e-07,1.3585895075607368e-08
1844,1.3666517650889887e-07,8.232841963717874e-09
1845,1.7131300467099209e-07,6.696273757711424e-09
1846,1.077228235502048e-07,1.0538101946622191e-08
1847,1.661112927209274e-07,1.294373674909366e-08
1848,1.0217431789527609e-07,1.206783295515379e-08
1849,1.2066357246709458e-07,1.6758829879393033e-09
1850,1.3238542617699522e-07,1.6293590476834652e-08
1851,1.0190113375330156e-07,1.5478653025979838e-08
1852,1.2825774509117593e-07,9.765818376195057e-09
1853,1.2660495585237186e-07,7.763511611358354e-09
1854,1.5483079884859308e-07,6.234797567117312e-09
1855,1.6610712805231742e-07,1.8043586180738203e-08
1856,1.045792243914434e-07,1.9673318973900678e-08
1857,1.440045198641826e-07,1.3668225662399891e-08
1858,1.8106600663259087e-07,1.5170395550878624e-08
1859,1.4665459513452106e-07,4.582956236731661e-09
1860,1.771370197189981e-07,1.373155189554609e-08
1861,1.678883096989381e-07,1.6977469652346144e-08
1862,1.3734678905308328e-07,3.162590411776023e-09
1863,1.6931763990868376e-07,1.048870412745373e-08
1864,1.3185502023560502e-07,2.5412058235474433e-08
1865,1.3791054165324113e-07,8.001635465326729e-09
1866,1.5326680591343234e-07,1.9462451650298362e-09
1867,1.1064410365690946e-07,1.4073153309368536e-08
1868,1.0225539437414e-07,1.185569808992426e-08
1869,1.4845897844395495e-07,1.3673853827000926e-08
1870,1.6055336837794698e-07,1.4335121534259088e-08
1871,1.561313007769627e-07,8.496941816815706e-09
1872,1.390887988117484e-07,7.861540751719076e-09
1873,1.3049490021899146e-07,4.788803575905831e-09
1874,1.5533983876991897e-07,9.559374625212058e-09
1875,1.1957991574718108e-07,3.432916173551348e-09
1876,1.0036384612277516e-07,1.0882826417812907e-08
1877,1.1132668475966057e-07,1.5462039981706255e-08
1878,1.1353486373266719e-07,8.4547240319921e-09
1879,1.19742776805154e-07,6.109325489944695e-09
1880,9.434233749772147e-08,2.1820676820993867e-08
1881,8.924809891119878e-08,1.673401861523871e-08
1882,1.2312462160934956e-07,7.986462158271479e-09
1883,1.124842321509334e-07,1.2638677659992936e-08
1884,1.168500389781002e-07,1.386356363042296e-08
1885,1.0248560755599101e-07,8.379326565943757e-09
1886,1.0970888864036965e-07,2.1296431285122708e-08
1887,1.0250411963674821e-07,2.0239665554644404e-08
1888,1.0398607841466401e-07,7.60873763994141e-09
1889,9.335053441361651e-08,1.1903759755682586e-08
1890,9.110597165573608e-08,1.3108772733971819e-08
1891,1.0963658336748949e-07,1.0836173736095134e-08
1892,9.402768785804483e-08,8.775916882086676e-09
1893,1.2994259201981606e-07,2.2170299374124625e-08
1894,1.0775631897885773e-07,9.452309157609307e-09
1895,9.027921699100716e-08,1.8657704714541978e-08
1896,1.2619641953648397e-07,7.076434549446731e-09
1897,9.672344147837464e-08,1.1070755534525745e-08
1898,1.2731298593138263e-07,9.619203211741478e-09
1899,9.0652287454418e-08,8.291367592505594e-09
1900,1.0174464204482092e-07,9.863001082521805e-09
1901,9.053757299426479e-08,3.353243294146324e-09
1902,7.021705672460854e-08,1.4239823542538943e-08
1903,8.100330095572872e-08,5.400220270956879e-09
1904,9.298101932841973e-08,3.2247751136083025e-09
1905,1.2282606998148538e-07,3.6125313851442797e-09
1906,1.0236926839546356e-07,5.144184411776109e-09
1907,6.994266743554078e-08,4.6285588695127444e-09
1908,7.317969630271648e-08,4.4202501658929805e-09
1909,8.966603370907933e-08,1.1552065692921332e-08
1910,9.245380550026994e-08,6.947395769785203e-09
1911,7.714542737957686e-08,1.4365010403416534e-08
1912,8.12669744831851e-08,8.335073853338315e-09
1913,1.0552949292197411e-07,6.3635876568213234e-09
1914,8.97363650054217e-08,1.2054139020278853e-08
1915,6.24380365188415e-08,7.068456930880984e-09
1916,7.91097294339238e-08,3.2962386153911893e-09
1917,7.128175671944348e-08,1.0966424213165737e-08
1918,1.0912057302192579e-07,0.0
1919,1.0036555053716256e-07,2.762354567309444e-09
1920,9.162400038675855e-08,6.815008557481406e-09
1921,1.0147481749323006e-07,1.5902768879527684e-08
1922,1.0107771508671703e-07,7.377935595798135e-09
1923,8.068120482818131e-08,1.4862327368803108e-08
1924,8.508472104651332e-08,1.675911143195208e-08
1925,1.0778214321049973e-07,1.429763130111894e-08
1926,1.2149290817831115e-07,7.802296586589819e-09
1927,1.1818178036193672e-07,8.919379901328739e-09
1928,9.712134718675713e-08,6.8556245125250825e-09
1929,1.2254447145920722e-07,1.6710609340719884e-08
1930,1.0083459267562489e-07,1.470504518152893e-08
1931,9.694552893790842e-08,3.4216069977333063e-09
1932,6.466126700743757e-08,1.0959536389520963e-08
1933,9.061823202927144e-08,6.882397318719313e-09
1934,1.0304159303586857e-07,1.0783422155213884e-08
1935,9.454944827069767e-08,1.3165112555668657e-08
1936,9.942265810636286e-08,4.849885826274658e-09
1937,1.0072894696122603e-07,1.6368453148452033e-08
1938,7.390172507282244e-08,1.8151300351654243e-08
1939,9.176430282309411e-08,9.176430282309411e-09
1940,5.832300686847702e-08,0.0
1941,8.854507882460894e-08,2.3612020783048138e-08
1942,7.888950648293758e-08,3.034211770724937e-09
1943,1.1903264240942235e-07,8.709705845433291e-09
1944,1.3816700850100005e-07,3.2131861615880553e-09
1945,9.367567610496508e-08,8.714016175304096e-09
1946,1.0301617336949676e-07,8.352662561605939e-09
1947,1.1205618832832442e-07,4.7683483828109274e-09
1948,1.0654449988933834e-07,5.435944139264848e-09
1949,1.1093219676183708e-07,1.0798709482173763e-08
1950,7.976521354535748e-08,4.2541445921528975e-09
1951,1.0234945890807978e-07,3.1984206394497505e-09
1952,7.697706538856153e-08,2.2144087452602434e-08
1953,1.0881565826181827e-07,1.4005975934594517e-08
1954,9.7725362024903e-08,1.2704297169818801e-08
1955,9.479463791706166e-08,6.569925492527773e-09
1956,8.459507405689237e-08,6.104799332717903e-09
1957,9.541840650939548e-08,1.1485548956358116e-08
1958,1.0836638575373314e-07,1.4062814024384807e-08
1959,8.603329870737753e-08,1.3951345856355601e-08
1960,9.481541507483371e-08,5.536666680683311e-09
1961,1.0700165553600982e-07,1.737039800886464e-08
1962,9.195836758735254e-08,1.0147130247162295e-08
1963,9.052474503334906e-08,9.69907976156037e-09
1964,8.760914083083549e-08,8.517555549758526e-09
1965,8.372226156794227e-08,8.208064727899256e-09
1966,1.0136506833902104e-07,1.3293779854706145e-08
1967,8.973211063079134e-08,9.860671168482327e-09
1968,1.0420084706197486e-07,9.88111459321317e-09
1969,1.2807757343580306e-07,1.635032773061873e-08
1970,1.0485093060452755e-07,1.2876429700270364e-08
1971,9.146347146327116e-08,6.679916730867319e-09
1972,8.567345144427918e-08,6.156176013405457e-09
1973,9.207050588599941e-08,7.1671650836435674e-09
1974,8.38210167941611e-08,1.1813700240281833e-08
1975,8.281646479701976e-08,8.567220266542108e-09
1976,7.941802548927512e-08,1.1427053969725876e-08
1977,7.81611966260698e-08,5.289103821581875e-09
1978,9.089104491266653e-08,1.0099005187669263e-08
1979,8.017203256827088e-08,7.02236779837051e-09
1980,8.47087431310456e-08,7.959211179020542e-09
1981,9.867857553302883e-08,5.692994575756671e-09
1982,9.249178400949631e-08,1.4898005940011672e-08
1983,1.0104505498986782e-07,5.68378411003323e-09
1984,8.524542138843572e-08,5.219107812592938e-09
1985,9.023337099733908e-08,6.617113745832626e-09
1986,1.1269632693711173e-07,8.392279760016663e-09
1987,1.118279495671004e-07,4.888653315493485e-09
1988,9.654451771368144e-08,2.99827696004229e-09
1989,1.0207907408243955e-07,8.232183490441969e-09
1990,9.807571732523002e-08,5.44865097484859e-09
1991,9.612802998049119e-08,4.10302547493302e-09
1992,8.044518695626834e-08,1.2672871252394913e-08
1993,1.1355374951449448e-07,9.970573089379542e-09
1994,1.0286107166024294e-07,4.747434001473039e-09
1995,1.1007575295707284e-07,8.675921314704738e-09
1996,1.0462661048649124e-07,1.2277612260191972e-08
1997,1.0452870302657402e-07,1.1028257529410723e-08
1998,1.1681916323169617e-07,7.629006648635084e-09
1999,1.2613755018264783e-07,1.5538683895144345e-08
2000,1.0691636465054444e-07,7.952456804183328e-09
2001,1.0120599469587432e-07,3.5049694258049158e-09
2002,1.2311232300277197e-07,7.886198694073698e-09
2003,1.104234552684602e-07,7.91715315529018e-09
2004,1.1364361451882132e-07,1.0131019578807354e-08
2005,1.1214336836928851e-07,1.0358623736550499e-08
2006,1.1447733783143121e-07,1.4824404093172205e-08
2007,1.2462776233235218e-07,1.5179021595201903e-08
2008,1.1069343042180435e-07,7.663391476953052e-09
2009,1.182511741859571e-07,1.6211853859360303e-08
2010,1.1809482725055886e-07,1.1337103256181535e-08
2011,9.789368116130959e-08,9.559929708968795e-09
2012,1.0382970661027002e-07,6.808505564892542e-09
2013,1.0236089087456435e-07,1.1714325121037206e-08
2014,9.376377807512881e-08,1.1476859379522253e-08
2015,9.021461577773948e-08,1.5959343180327323e-08
2016,1.1930918830671544e-07,1.636358648582359e-08
2017,9.861196170746211e-08,1.0565567976072998e-08
2018,9.964461167299987e-08,1.2132893689731361e-08
2019,1.0229460878363739e-07,1.2754938494285994e-08
