year,choisissant_VERB en_ADP
1917,8.773139548168274e-09
1918,1.1486376294556067e-09
1919,3.6831393490643904e-09
1920,6.815008557481406e-09
1921,5.300923255902035e-09
1922,5.902348387820666e-09
1923,5.307974060286824e-09
1924,2.578324886925998e-09
1925,2.1996355847875293e-09
1926,5.57306911730393e-09
1927,0.0
1928,1.2568645679778001e-08
1929,5.570202965543558e-09
1930,1.1553964007759987e-08
1931,3.4216069977333063e-09
1932,2.1919073223131136e-09
1933,1.0323596200123575e-08
1934,4.7926320689839486e-09
1935,9.574627313213568e-09
1936,1.2124714565686645e-09
1937,5.0364472592434595e-09
1938,7.779128452511941e-09
1939,1.8352860564618823e-08
1940,7.607348528892999e-09
1941,1.7709016475464523e-08
1942,9.102635090130207e-09
1943,2.0322646676618206e-08
1944,9.639558484764166e-09
1945,1.3071024262956144e-08
1946,9.744772988540262e-09
1947,1.4305045148432782e-08
1948,3.2615663503321457e-09
1949,2.945102384188658e-09
1950,6.381216888229346e-09
1951,7.462981344019681e-09
1952,1.370824520563474e-08
1953,1.1851209791302608e-08
1954,9.772536557761669e-09
1955,1.0324168187025862e-08
1956,1.4825940475304833e-08
1957,7.951533653738352e-09
1958,9.926692356998501e-09
1959,1.0851047171911432e-08
1960,8.997083078554624e-09
1961,6.25334317660986e-09
1962,2.1562652108286784e-08
1963,1.2285501505004959e-08
1964,7.300761772910391e-09
1965,1.1491291473930687e-08
1966,8.862519940144864e-09
1967,5.91640286762285e-09
1968,9.431973424511852e-09
1969,1.5441977002650376e-08
1970,8.277704743875347e-09
1971,9.762954888969944e-09
1972,1.0773308467548759e-08
1973,7.1671650836435674e-09
1974,1.9689501584707614e-08
1975,1.6563292959403952e-08
1976,8.570290255249802e-09
1977,1.2341241473201592e-08
1978,1.0099005187669263e-08
1979,1.7555919384903973e-08
1980,1.5349906234973787e-08
1981,1.3283654176632353e-08
1982,9.311253101884631e-09
1983,1.326216381158929e-08
1984,1.333771937339634e-08
1985,1.3234227269620646e-08
1986,1.7384007122700496e-08
1987,1.2832715778898773e-08
1988,1.139345240375178e-08
1989,2.140367705294466e-08
1990,1.1442167213715493e-08
1991,1.2309077312977479e-08
1992,1.322386644631024e-08
1993,1.3294098266669607e-08
1994,1.687976508568667e-08
1995,2.4943274112843028e-08
1996,2.1886178203089912e-08
1997,1.5343662451705598e-08
1998,1.0966696883940585e-08
1999,1.8280804259251937e-08
2000,2.4299172562969318e-08
2001,1.2267393323384113e-08
2002,1.4019908789464353e-08
2003,1.0833999475323708e-08
2004,1.3654853248112886e-08
2005,1.8465373230469595e-08
2006,1.9354083113931608e-08
2007,1.757570977645173e-08
2008,1.915847844258245e-08
2009,1.8595951667421673e-08
2010,1.2754241218715379e-08
2011,9.177532511728259e-09
2012,1.2255310155584453e-08
2013,1.1435412727855976e-08
2014,1.3209215388165774e-08
2015,1.0861219659763499e-08
2016,8.078226088059637e-09
2017,1.1320251402935355e-08
2018,1.1874746796980418e-08
2019,1.4285531590996214e-08
