year,continuant_VERB en_ADP,continuant_VERB sans_ADP
1979,3.101545864581112e-08,1.8141117053005473e-08
1980,3.638496570701477e-08,9.664756106531058e-09
1981,4.0483517649292367e-08,1.138598904049104e-08
1982,3.1658262233946743e-08,9.932003663948308e-09
1983,2.9681984869966982e-08,7.57837881337764e-09
1984,2.3775934998582215e-08,1.3337719650952096e-08
1985,3.0077790924565306e-08,1.142956040922627e-08
1986,2.937297871596911e-08,1.0790073723399018e-08
1987,2.688759437319277e-08,9.166225667378569e-09
1988,2.6384837426007834e-08,1.139345240375178e-08
1989,3.018467165105676e-08,1.5915555096057687e-08
1990,2.3429199524915845e-08,5.993515905799995e-09
1991,2.8135033858234237e-08,1.1136783939491579e-08
1992,3.746761989553704e-08,4.4079553340736766e-09
1993,4.099013439784471e-08,4.985286850001103e-09
1994,2.162719953124892e-08,9.494867891923775e-09
1995,2.4943273557731516e-08,7.0491861237087505e-09
1996,4.003569165078602e-08,8.540947060708959e-09
1997,3.979762241979046e-08,9.589788740882454e-09
1998,2.5747897702821376e-08,1.0966696883940585e-08
1999,3.976075069189733e-08,1.0511462811280126e-08
2000,2.960081080249921e-08,9.719669513685858e-09
2001,3.066848319743798e-08,1.270551397425379e-08
2002,3.242103874256941e-08,5.257465740537981e-09
2003,2.625161354963268e-08,7.500461418619153e-09
2004,3.479784940751962e-08,5.285749615779878e-09
2005,2.927437159350177e-08,8.106749160852189e-09
2006,2.2236605001779708e-08,1.0706514064207084e-08
2007,2.1570189912001325e-08,1.1184542542119758e-08
2008,2.5970381734019554e-08,1.2772319202269955e-08
2009,2.145686650578682e-08,1.0490023738540799e-08
2010,2.5980861906305108e-08,1.2281861583307574e-08
2011,2.5238214157452532e-08,7.647943611743813e-09
2012,2.4510620005857575e-08,1.1234033758800166e-08
2013,2.7333426189102283e-08,1.4782363000342968e-08
2014,2.0355183871778593e-08,1.5158115873603606e-08
2015,2.4160671019402002e-08,1.928420517716134e-08
2016,2.7341688912940754e-08,1.6984987916135452e-08
2017,2.264050161238096e-08,7.043711669485475e-09
2018,1.910285429840286e-08,1.0067720546125258e-08
2019,2.0407902090457952e-08,1.607122351865442e-08
