year,pourrait_VERB aider_VERB,pourrait_VERB céder_VERB
1876,5.139112602137175e-08,3.264847947548333e-08
1877,3.216104360603822e-08,2.8450154232473324e-08
1878,3.804625947623208e-08,4.7104890654736664e-08
1879,6.1704184872724e-08,3.0546626561545054e-08
1880,3.914886193001621e-08,3.0805662021293756e-08
1881,4.183504387356152e-08,2.8587281875047665e-08
1882,5.590523599607877e-08,2.728707926280549e-08
1883,4.676310894069502e-08,2.464542170343975e-08
1884,6.139578090369469e-08,3.234831424947515e-08
1885,6.252266615547342e-08,3.222817923642651e-08
1886,4.2592862570245416e-08,2.8395241713496944e-08
1887,4.8966935395355904e-08,2.415702127223085e-08
1888,6.594239465584906e-08,2.789870379160675e-08
1889,3.759081934617825e-08,4.1349903057152915e-08
1890,7.537544632896243e-08,4.915789730830511e-08
1891,4.6531805963923034e-08,5.4818293904190796e-08
1892,5.5162907131034444e-08,3.761107336686109e-08
1893,7.88277318974906e-08,2.4017824173938607e-08
1894,4.600123659770361e-08,4.0960006941759275e-08
1895,4.814891596538473e-08,6.138986918813316e-08
1896,4.48174191092221e-08,5.071444775239797e-08
1897,6.176316702521945e-08,3.787363667129284e-08
1898,5.4320206999136644e-08,3.395012981854961e-08
1899,3.427098604902312e-08,1.492446166651007e-08
1900,4.7238582823183606e-08,2.5436159845071415e-08
1901,5.4210769206974874e-08,2.8502569193733507e-08
1902,4.615666782115113e-08,3.977329754434322e-08
1903,5.562226945698967e-08,2.9161189019077938e-08
1904,5.213386344848914e-08,2.8485512615361586e-08
1905,7.07023986024069e-08,1.857873321853276e-08
1906,5.452835694086389e-08,4.6812079546043606e-08
1907,5.657127744029822e-08,2.5199932807140613e-08
1908,6.139236319313568e-08,4.813161424976897e-08
1909,4.950885212906542e-08,2.8605114721358404e-08
1910,7.80245983378336e-08,2.7255168788542505e-08
1911,5.3203741856577835e-08,2.8730021028877673e-08
1912,7.032718940536142e-08,4.115442919783163e-08
1913,5.2499597558153255e-08,3.075734156254839e-08
1914,5.2904276515164383e-08,3.4153391226254826e-08
1915,7.657494904833584e-08,3.180805663305364e-08
1916,6.59247731960022e-08,4.394984642885902e-08
1917,7.018511638534619e-08,3.947912929902486e-08
1918,8.499918635607173e-08,5.168869421368072e-08
1919,7.182121919413476e-08,2.8544329566670967e-08
1920,8.178010091342003e-08,1.8930579770426448e-08
1921,6.588290091258386e-08,2.4232791773215467e-08
1922,9.812654155894052e-08,1.770704471937279e-08
1923,7.643483002084395e-08,2.653987074552333e-08
1924,7.477142105472012e-08,2.3204924204378585e-08
1925,8.688560626524122e-08,3.299453510408057e-08
1926,7.913758537370086e-08,2.8979959765251806e-08
1927,6.689534615134107e-08,2.4528294062520217e-08
1928,9.712135096151542e-08,3.085031252680892e-08
1929,6.015819309368453e-08,2.5622934884950155e-08
1930,7.142450186847782e-08,1.995684684175103e-08
1931,1.0264820815564235e-07,3.307553342324354e-08
1932,1.227468118258912e-07,2.4110979879310435e-08
1933,9.061822936473618e-08,4.588265056781893e-08
1934,1.0304158593044122e-07,2.2765002327673756e-08
1935,8.258115968828861e-08,2.0346082152400413e-08
1936,7.274828561776303e-08,2.9099314957647948e-08
1937,7.554670844456268e-08,3.651424407280501e-08
1938,1.1150084588962272e-07,3.1116513810047763e-08
1939,5.6587985852729616e-08,2.4470480752825097e-08
1940,5.325144059042941e-08,1.7750480196809804e-08
1941,8.264207451702532e-08,1.7709016475464523e-08
1942,1.1833425617169269e-07,1.8205270180260413e-08
1943,1.0161323160673419e-07,2.6129116648121453e-08
1944,9.318240046241044e-08,3.855823393905666e-08
1945,9.585417615198821e-08,1.742803235060819e-08
1946,1.0301616981678308e-07,5.290019799986112e-08
1947,1.0371157799227149e-07,2.7418003867296648e-08
1948,1.2176514019301976e-07,1.6307831529616124e-08
1949,1.3841982138274034e-07,2.5524220959027843e-08
1950,9.89088633218671e-08,2.5524867552917385e-08
1951,9.595261474260042e-08,2.0256663901818683e-08
1952,1.1282940448609224e-07,2.2144087452602434e-08
1953,8.619061730996691e-08,1.508335856215126e-08
1954,1.563605849241867e-07,2.247683283940205e-08
1955,1.2013578043479356e-07,4.3173795205575516e-08
1956,1.1686329770554948e-07,2.0058624983221307e-08
1957,1.334090740101601e-07,3.445664731316356e-08
1958,1.2821976724808337e-07,2.1507833736222892e-08
1959,1.1858644199946866e-07,3.8753739772801055e-08
1960,1.5364250316451944e-07,1.5225833038812198e-08
1961,1.5285949928056652e-07,3.960450811746341e-08
1962,1.5410954290473455e-07,2.4099433559854333e-08
1963,1.513056417934422e-07,1.4225316924409981e-08
1964,1.4236485412766342e-07,2.6769461314302134e-08
1965,1.5978366718627512e-07,1.4227312661319047e-08
1966,1.6284879222894233e-07,2.326411419062424e-08
1967,1.5481253967664088e-07,1.3311906243984595e-08
1968,1.693263840252257e-07,2.919420261093819e-08
1969,1.680450338881201e-07,1.9983733778872192e-08
1970,1.692330755531657e-07,3.632992928714884e-08
1971,1.4849969431907084e-07,2.6719666479380066e-08
1972,1.7083388570426905e-07,2.1546616935097518e-08
1973,1.8358969100518152e-07,2.1501493918663073e-08
1974,1.822685220531639e-07,1.912694358452427e-08
1975,1.8333851414809033e-07,2.1703623787061588e-08
1976,1.851182673817675e-07,2.6853577139718254e-08
1977,1.7865416168660886e-07,1.8218024422367307e-08
1978,1.5326725133490982e-07,1.7227714366185864e-08
1979,1.878483431028144e-07,3.3941446986318624e-08
1980,2.2115236220088264e-07,1.0801786132219604e-08
1981,2.2202678451321844e-07,2.0874313833019187e-08
1982,1.9926082472920825e-07,2.483000827169235e-08
1983,2.0840542447331245e-07,1.7682884490000106e-08
1984,2.0760450070156367e-07,2.8995042811175153e-08
1985,1.8347452623856952e-07,2.466378745680231e-08
1986,2.1280423823100136e-07,2.2779044428489215e-08
1987,1.986015547572606e-07,3.5442738521851425e-08
1988,2.248707744456624e-07,2.338656024392094e-08
1989,2.2665945209610072e-07,2.4147738031388144e-08
1990,2.026898187068582e-07,2.179460345530515e-08
1991,2.233218197034148e-07,1.992898113201136e-08
1992,1.950520243099163e-07,2.920270425477156e-08
1993,2.3153887696025777e-07,1.661762283333701e-08
1994,2.69021256826818e-07,2.637463225596548e-08
1995,2.0930660582507699e-07,2.4401028753118226e-08
1996,2.3701129236997076e-07,2.2419987644184403e-08
1997,2.2631901686054334e-07,2.205651483677684e-08
1998,2.4698908873688197e-07,2.1456582288692516e-08
1999,2.3627940493042843e-07,2.9249287436527993e-08
2000,2.2266878829668713e-07,2.2090157258958243e-08
2001,2.9047433258710953e-07,2.1029816110740285e-08
2002,2.6637826522346586e-07,2.8039817578928705e-08
2003,2.716833762406168e-07,2.2084691408963408e-08
2004,2.951210262835957e-07,2.026203915761471e-08
2005,3.0805648520981777e-07,2.432024714948966e-08
2006,2.7301609861751786e-07,2.800165077587735e-08
2007,2.8999920687056147e-07,1.8774054311165855e-08
2008,2.5800085268201656e-07,2.171294255504108e-08
2009,2.4556192101954366e-07,2.336414262060771e-08
2010,3.183836554399022e-07,1.795041271179798e-08
2011,3.0285858088063833e-07,1.911985947344874e-08
2012,3.039997693576879e-07,1.9404239992582006e-08
2013,3.0345680102072947e-07,1.9244962956577183e-08
2014,2.5898725652950816e-07,2.403644216997236e-08
2015,2.5534947667438246e-07,2.1944096317838557e-08
2016,2.887448147248506e-07,1.7399257146166747e-08
2017,3.0464053679679637e-07,1.9621769098421282e-08
2018,3.6269608472139225e-07,2.1942467398616827e-08
2019,3.267815316121414e-07,1.8877308605169674e-08
