year,ignorant_VERB en_ADP,ignorant_VERB sans_ADP
2005,5.044199669068661e-08,9.007499190971657e-09
2006,4.9002891522320624e-08,2.5119127666783925e-08
2007,6.031664123717917e-08,1.837460539277913e-08
2008,4.81090685067187e-08,1.4901039291359552e-08
2009,5.960240567759456e-08,1.2397300297450897e-08
2010,4.7237928679777497e-08,1.7005655550406118e-08
2011,3.709252704986454e-08,1.644307973114323e-08
2012,4.731911196209637e-08,2.2127641829960965e-08
2013,5.578250217297409e-08,2.4823211930424804e-08
2014,6.539644137326661e-08,1.8839373838730467e-08
2015,6.649726191909622e-08,2.0835809300123742e-08
2016,5.9240326644172114e-08,2.2991874848443672e-08
2017,4.980910373042491e-08,2.339518501148774e-08
2018,4.9047865990914374e-08,2.45239335505687e-08
2019,6.020331211331609e-08,1.5050827362195207e-08
