year,ont_VERB eu_VERB,ont_VERB su_VERB
1856,2.3106831577024423e-05,1.8917450006483705e-06
1857,2.378808130742982e-05,1.928196070366539e-06
1858,2.3395687094307505e-05,2.048003352683736e-06
1859,2.339140701224096e-05,1.954885419763741e-06
1860,2.387092899880372e-05,2.0148763724137098e-06
1861,2.4751263481448404e-05,2.1108653527335264e-06
1862,2.408448199275881e-05,2.3123054688767297e-06
1863,2.392023816355504e-05,2.2385891043086303e-06
1864,2.405275336059276e-05,2.009470563280047e-06
1865,2.3730968678137287e-05,2.0813665742025478e-06
1866,2.38439351960551e-05,1.937000433827052e-06
1867,2.3942800908116624e-05,2.1017526705691125e-06
1868,2.420735836494714e-05,2.4827807010296965e-06
1869,2.36699288507225e-05,2.0730537926283432e-06
1870,2.2608781364397146e-05,2.209902504546335e-06
1871,2.624705302878283e-05,2.1996459054207662e-06
1872,2.4807999579934403e-05,2.2635190362052526e-06
1873,2.361658334848471e-05,1.835308921727119e-06
1874,2.3846458134357817e-05,2.0020916053908877e-06
1875,2.4467539333272725e-05,2.2085093860368943e-06
1876,2.4525053959223442e-05,2.1674964045814704e-06
1877,2.3651355149922892e-05,2.209834747191053e-06
1878,2.4172055418603122e-05,2.1873579498787876e-06
1879,2.42271398747107e-05,2.259228494949639e-06
1880,2.3671584131079726e-05,2.256514790133224e-06
1881,2.3812508516130038e-05,2.395753654127475e-06
1882,2.345158100069966e-05,2.2255608200794086e-06
1883,2.35768220591126e-05,2.209872718594852e-06
1884,2.3578621039632708e-05,2.362747409279109e-06
1885,2.3991944544832222e-05,2.2276117306319065e-06
1886,2.3326045266003348e-05,2.278718056913931e-06
1887,2.3665392291150056e-05,2.2204872038855683e-06
1888,2.3699316443526186e-05,2.2914980490895687e-06
1889,2.449668500048574e-05,2.51294636655075e-06
1890,2.515114647394512e-05,2.2756830730941147e-06
1891,2.484415927028749e-05,2.4840335299813887e-06
1892,2.444594429107383e-05,2.4892262899811612e-06
1893,2.4098499125102535e-05,2.3845389023335883e-06
1894,2.4139306333381683e-05,2.425462525934563e-06
1895,2.4207469323300757e-05,2.6205048015981447e-06
1896,2.4017419491428882e-05,2.5941030799003784e-06
1897,2.463767486915458e-05,2.595800879134913e-06
1898,2.407403735560365e-05,2.7652381504594814e-06
1899,2.37591902987333e-05,2.4868575110303937e-06
1900,2.379007673880551e-05,2.6474372134543955e-06
1901,2.400083940301556e-05,2.566907824075315e-06
1902,2.0876563212368637e-05,2.4448302156088175e-06
1903,2.2968757548369467e-05,2.7886737825610908e-06
1904,2.2548165361513384e-05,2.6663515200198162e-06
1905,2.2629412342212163e-05,2.9158288725739112e-06
1906,2.2709516997565515e-05,2.7341341137798736e-06
1907,2.2287540559773333e-05,2.8450208446884062e-06
1908,2.3174879970611073e-05,2.802438530125073e-06
1909,2.1558355001616292e-05,2.712534978854819e-06
1910,2.2308087864075787e-05,2.55129748438776e-06
1911,2.2075297238188796e-05,2.8144779662397923e-06
1912,2.2017098672222346e-05,2.7479698019305943e-06
1913,2.1911422663833946e-05,2.8705082968372153e-06
1914,2.2950411221245304e-05,3.0738053737877635e-06
1915,2.8244376153452322e-05,3.64732386515243e-06
1916,2.6834679374587722e-05,3.7708969102823175e-06
1917,2.660564314282965e-05,3.7965760384395253e-06
1918,2.4569359084125608e-05,3.556182036845712e-06
1919,2.4243343432317488e-05,3.4732004223769763e-06
1920,2.168005630664993e-05,2.968314902318525e-06
1921,2.1654272131854668e-05,2.814790150296176e-06
1922,2.186967685702257e-05,3.13857367473247e-06
1923,2.154188223357778e-05,2.717682718866854e-06
1924,2.121832403645385e-05,2.863229838112602e-06
1925,2.0924033378832974e-05,2.947511575257522e-06
1926,2.030380528594833e-05,2.7163139293406857e-06
1927,2.0881383534288034e-05,2.6512857402849477e-06
1928,2.1355270291678607e-05,2.5320107397419633e-06
1929,2.0764602595590986e-05,2.533328370191157e-06
1930,2.117211442964617e-05,2.4599439711892046e-06
1931,2.0488581867539324e-05,2.689383109100163e-06
1932,2.1025871319579892e-05,2.51521373684227e-06
1933,2.1306754206307232e-05,2.380162413828657e-06
1934,2.0319561372161843e-05,2.534104169171769e-06
1935,1.9402981706662104e-05,2.4726475658098934e-06
1936,2.0130662960582413e-05,2.4273679173347773e-06
1937,2.0308214516262524e-05,2.431344910291955e-06
1938,2.0168687115074135e-05,2.4517221390851773e-06
1939,1.8874387023970485e-05,2.4546950498915976e-06
1940,1.8125776477972977e-05,2.3760285330354236e-06
1941,1.672026155574713e-05,2.5353406272188295e-06
1942,1.826898915169295e-05,2.591216798464302e-06
1943,1.6876505469554104e-05,2.7174280603503576e-06
1944,1.8006694517680444e-05,2.7504872832651017e-06
1945,1.9175193301634863e-05,2.8560189093695953e-06
1946,1.8989778254763223e-05,2.653362571436446e-06
1947,1.932849954755511e-05,2.5939814349840162e-06
1948,1.8733349861577153e-05,2.4940111416071886e-06
1949,2.0062037947354838e-05,2.6662994514481397e-06
1950,1.837684067140799e-05,2.4450696400890592e-06
1951,1.857216193457134e-05,2.3476407022826606e-06
1952,1.8089611330651678e-05,2.3261836759047583e-06
1953,1.9096609321422875e-05,2.4973730887722922e-06
1954,1.8583454220788553e-05,2.4099074380501406e-06
1955,1.8403299691271968e-05,2.4496437163179507e-06
1956,1.8761791579890996e-05,2.5003512291732477e-06
1957,1.851293745858129e-05,2.2573522073798813e-06
1958,1.8106286006513983e-05,2.360898179176729e-06
1959,1.83382690011058e-05,2.4352850687137106e-06
1960,1.7967175153899007e-05,2.389071596553549e-06
1961,1.8235443349112757e-05,2.4992527869471814e-06
1962,1.8676428226171993e-05,2.4302376004925463e-06
1963,1.839139440562576e-05,2.4047251372394385e-06
1964,1.9354320102138445e-05,2.4165522063412936e-06
1965,1.88801914191572e-05,2.4963462692539906e-06
1966,1.89813017641427e-05,2.2793292373535223e-06
1967,1.9192317267879844e-05,2.3221880383061944e-06
1968,1.9295572201372124e-05,2.525074023651541e-06
1969,2.1069214199087583e-05,2.3499055714637507e-06
1970,1.9534923922037706e-05,2.398234983047587e-06
1971,1.883787990664132e-05,2.423782007099362e-06
1972,1.9369383153389208e-05,2.5753338377398904e-06
1973,1.7812610167311504e-05,2.476531108186464e-06
1974,1.8527820429881103e-05,2.488190375515842e-06
1975,1.767132016539108e-05,2.483922799001448e-06
1976,1.7786780517781153e-05,2.5425194962735986e-06
1977,1.837258241721429e-05,2.6804002573044272e-06
1978,1.7935239156940952e-05,2.6893058020505123e-06
1979,1.8735678168013692e-05,2.5854017167148413e-06
1980,1.8329494196223095e-05,2.831204938047449e-06
1981,1.8665432435227558e-05,3.0565054203179898e-06
1982,1.8858392650145106e-05,3.0956814498495078e-06
1983,1.851713750511408e-05,3.2018651836551726e-06
1984,1.826803600124549e-05,3.213230684195878e-06
1985,1.828308631957043e-05,3.2321593153028516e-06
1986,1.8569116946309805e-05,3.284977992734639e-06
1987,1.865510239440482e-05,3.345061031723162e-06
1988,1.8894541426561773e-05,3.3604687814658973e-06
1989,1.936813168867957e-05,3.652894065453438e-06
1990,1.8784223357215524e-05,3.5666869280248648e-06
1991,1.8650009224074893e-05,3.67162169823132e-06
1992,1.831285044318065e-05,3.586422735679662e-06
1993,1.8697041014092974e-05,3.6015926525578834e-06
1994,1.909365164465271e-05,3.47248419529933e-06
1995,1.876655915111769e-05,3.680759618873708e-06
1996,1.849649015639443e-05,3.675810376080335e-06
1997,1.8633440049597993e-05,3.8392718124669045e-06
1998,1.861429882410448e-05,3.638559519458795e-06
1999,1.8889555576606654e-05,3.7900679217273137e-06
2000,1.883362710941583e-05,3.914376065949909e-06
2001,1.8459797502146102e-05,3.681094085550285e-06
2002,1.8281960365129635e-05,3.6850453852821374e-06
2003,1.8812406779034063e-05,3.6364735933602788e-06
2004,1.8518183424021117e-05,3.5951907193521038e-06
2005,1.8504555555409752e-05,3.785401531786192e-06
2006,1.824801802285947e-05,3.630331775639206e-06
2007,1.798634184524417e-05,3.5850453059538268e-06
2008,1.7147689504781738e-05,3.646497134468518e-06
2009,1.6799296645331196e-05,3.354900172780617e-06
2010,1.5791640180395916e-05,3.273116135460441e-06
2011,1.4032447325007524e-05,3.340622015457484e-06
2012,1.3918287550040986e-05,3.0648486699647037e-06
2013,1.3548175047617406e-05,2.5913761874107877e-06
2014,1.3089683307043742e-05,2.7282444534648675e-06
2015,1.2605442861968186e-05,2.452640728733968e-06
2016,1.3088591003906913e-05,2.4891294287954224e-06
2017,1.2418567166605499e-05,2.3380091533908853e-06
2018,1.2345864888629876e-05,2.2381316284736386e-06
2019,1.2372545825201087e-05,2.202012638008455e-06
