year,petit_ADJ cellier_NOUN
1909,2.2003934230241384e-09
1910,4.809735720812114e-09
1911,7.980561100850991e-09
1912,1.1460726589973547e-08
1913,6.893886794756554e-09
1914,4.018046340092951e-09
1915,1.295883844676382e-08
1916,1.0987462051303964e-09
1917,0.0
1918,5.743188147278033e-09
1919,5.524709134618888e-09
1920,6.057785384427916e-09
1921,8.330022005509363e-09
1922,2.2133805899215986e-09
1923,3.1847844361720945e-09
1924,7.734974438733389e-09
1925,7.698724324711748e-09
1926,1.0031524944054127e-08
1927,1.1149224876660924e-09
1928,7.998228745975666e-09
1929,0.0
1930,1.0503603542488804e-09
1931,5.7026783295555106e-09
1932,0.0
1933,3.4411986593596566e-09
1934,0.0
1935,4.787313656606784e-09
1936,3.6374143697059935e-09
1937,2.5182236296217297e-09
1938,7.779128452511941e-09
1939,1.2235240376412548e-08
1940,1.0143131667916805e-08
1941,0.0
1942,6.068423541449874e-09
1943,0.0
1944,0.0
1945,4.357008087652048e-09
1946,2.7842208538686464e-09
1947,3.5762612871081956e-09
1948,2.174377566888097e-09
1949,5.890204768377316e-09
1950,6.381216888229346e-09
1951,5.330700769690111e-09
1952,3.1634410646574906e-09
1953,2.1547654771580937e-09
1954,0.0
1955,1.8771215692936494e-09
1956,2.616342476002842e-09
1957,7.068030161150318e-09
1958,8.272243445794913e-10
1959,3.100299128533379e-09
1960,2.076250060767393e-09
1961,2.08444772553662e-09
1962,1.9025869768540815e-09
1963,3.879631726988464e-09
1964,2.4335873316516654e-09
1965,3.2832261354087677e-09
1966,4.431259803538978e-09
1967,2.465167847631733e-09
1968,6.287982134978165e-09
1969,6.358460868938209e-09
1970,2.2993624781975086e-09
1971,4.1107179882260425e-09
1972,1.5390440033513642e-09
1973,4.9618833486420044e-09
1974,3.3753431161187564e-09
1975,4.569184142155791e-09
1976,1.142705374768127e-09
1977,4.7014254711541525e-09
1978,1.1881182704343018e-09
1979,7.607565244427406e-09
1980,7.95921106799824e-09
1981,9.488323904349727e-09
1982,4.345251713999687e-09
1983,4.4207211225000265e-09
1984,4.639206796497319e-09
1985,3.0077789148208467e-09
1986,2.997242676272549e-09
1987,4.277571630240118e-09
1988,8.395175221664886e-09
1989,6.036934507847036e-09
1990,7.628111475810329e-09
1991,1.1722930404189924e-09
1992,3.856960972825618e-09
1993,6.093128224193833e-09
1994,1.5824779264761446e-09
1995,7.0491861237087505e-09
1996,3.736664311304594e-09
1997,4.794894259418925e-09
1998,7.629006759657386e-09
1999,2.285100553223174e-09
2000,1.3254094488601709e-09
2001,5.695575122643959e-09
2002,4.81934359086722e-09
2003,1.6667691671301554e-09
2004,3.523833003171717e-09
2005,5.854874363109275e-09
2006,7.000412693969338e-09
2007,4.393927444112933e-09
2008,3.8316958494988285e-09
2009,8.105927484791664e-09
2010,2.3618964561933353e-09
2011,4.971163480860241e-09
2012,4.765953853791416e-09
2013,8.08846234434668e-09
2014,8.661780626084692e-09
2015,1.0417904761084174e-08
2016,9.528164035543796e-09
2017,7.54683426862357e-09
2018,8.002547069452248e-09
2019,9.183556137770665e-09
