year,suivant_VERB en_ADP,suivant_VERB sans_ADP
1861,4.810282980827196e-07,3.8199305330000044e-08
1862,3.9216122083018945e-07,3.3884898442693157e-08
1863,3.87083115782616e-07,4.145535115185339e-08
1864,3.7878349523623456e-07,2.0137857603685916e-08
1865,5.012789188185707e-07,3.059448761000283e-08
1866,3.98493693154478e-07,2.968023871119385e-08
1867,4.838253122585456e-07,2.91168689159349e-08
1868,3.8926206613609793e-07,2.7169306804353255e-08
1869,5.235132363168304e-07,1.2697149442963962e-08
1870,4.696185911257089e-07,2.3509599600401998e-08
1871,4.3121978521298843e-07,3.292564998425007e-08
1872,4.7108773770787593e-07,2.8422494580127022e-08
1873,4.782817626391989e-07,2.2746817762708815e-08
1874,4.5944744186954267e-07,3.4652732239237594e-08
1875,4.7660321911280334e-07,4.806082642971887e-08
1876,4.873087995349579e-07,4.474051062963724e-08
1877,4.787047647170084e-07,4.5149157301693776e-08
1878,5.507648772606899e-07,1.509772218355465e-08
1879,4.948553495864871e-07,2.8713829314241934e-08
1880,5.038009263103049e-07,4.685027832351807e-08
1881,4.4554323963552633e-07,5.299105865219644e-08
1882,4.84512026943662e-07,3.660461800336634e-08
1883,5.542060392826897e-07,4.8658908569088055e-08
1884,4.918264302489206e-07,2.442627877741188e-08
1885,5.220964816032847e-07,2.900535994720954e-08
1886,5.311200688140616e-07,4.452889917905267e-08
1887,5.523469965851291e-07,4.504957828999068e-08
1888,5.167600782840509e-07,3.360525724360741e-08
1889,5.795251460938289e-07,4.197641645387051e-08
1890,5.164856684558572e-07,5.3745967676377404e-08
1891,4.697800086717052e-07,2.5496881050912634e-08
1892,4.883171271785613e-07,2.7581453565517222e-08
1893,5.868971051370409e-07,2.46336657738766e-08
1894,5.028628518033429e-07,2.5836311090543518e-08
1895,4.6644263562711785e-07,3.4306101071024386e-08
1896,5.649353713721439e-07,3.066455045441785e-08
1897,4.830345616824161e-07,2.7385553380554484e-08
1898,5.618746179436584e-07,4.639851169940812e-08
1899,5.284364963387134e-07,4.477338677588705e-08
1900,5.49213403644444e-07,3.633737222230593e-08
1901,5.963184506185826e-07,4.5827658168295926e-08
1902,5.607543975827411e-07,4.321049901223617e-08
1903,5.416420805204325e-07,3.834156347970463e-08
1904,5.648731260521345e-07,3.0635362691100454e-08
1905,4.938846380753148e-07,5.625227261774057e-08
1906,5.34995216128209e-07,4.5268822468358394e-08
1907,5.415413966147753e-07,4.2685600387670775e-08
1908,5.348502938318234e-07,4.371136319569757e-08
1909,5.555993638495238e-07,5.335954167406953e-08
1910,5.28002111366277e-07,2.8323999146095957e-08
1911,5.213966396411251e-07,4.4691144562847285e-08
1912,5.521986530254708e-07,4.428008004708772e-08
1913,5.23405077501593e-07,3.659062985938988e-08
1914,5.26364033248683e-07,3.750176347239176e-08
1915,4.3824435458361677e-07,3.652036184575991e-08
1916,4.4828844281141755e-07,2.4172416956957932e-08
1917,4.814260208263477e-07,2.7416061976204276e-08
1918,4.927655368192063e-07,2.067547733020092e-08
1919,4.6039240686468474e-07,2.1178051312631396e-08
1920,4.60391696321949e-07,4.391894270483476e-08
1921,4.748112552022121e-07,9.617389462590609e-08
1922,5.009618213591693e-07,6.271245212019494e-08
1923,5.074423370388104e-07,7.855801387179895e-08
1924,5.208216506957797e-07,6.059063639707318e-08
1925,5.411103636276948e-07,3.2994532217500705e-08
1926,5.5953613298243e-07,4.904300965336006e-08
1927,5.373926192930867e-07,3.9022285847067906e-08
1928,5.610186377680293e-07,3.085031252680892e-08
1929,5.614765079542394e-07,4.0105462062456354e-08
1930,5.188780320963815e-07,4.516549445554574e-08
1931,5.622840753005676e-07,1.9389105432310316e-08
1932,5.918149952321983e-07,5.150982218538047e-08
1933,5.91886173850753e-07,4.129438435640509e-08
1934,5.631342432366182e-07,6.350237669039416e-08
1935,5.289981501732655e-07,5.2660451110853046e-08
1936,4.983257611002045e-07,4.607391446143083e-08
1937,5.212722946623671e-07,5.0364473480613015e-08
1938,5.769520399212524e-07,4.537825049055755e-08
1939,5.199977266556743e-07,8.564668263488784e-08
1940,5.654796098042425e-07,8.875240098404902e-08
1941,4.427253941230447e-07,3.5418031174572207e-08
1942,6.280818141135569e-07,2.123948195098535e-08
1943,6.38711743050635e-07,6.387117679196308e-08
1944,6.715558953374057e-07,2.8918675454292497e-08
1945,5.533400440072e-07,1.742803235060819e-08
1946,5.777258209604952e-07,2.645009811175214e-08
1947,5.876989401798483e-07,4.291513522325374e-08
1948,5.827331683860848e-07,3.913879664807496e-08
1949,5.850937121465449e-07,4.810334175431308e-08
1950,5.317680589200791e-07,5.3176808068045034e-08
1951,5.607897364257042e-07,3.731490771929913e-08
1952,5.472753485946669e-07,3.9015773722894664e-08
1953,6.216498675826188e-07,2.908933460776808e-08
1954,5.843976609298807e-07,5.0817188679275205e-08
1955,6.250814870156773e-07,4.974372247446013e-08
1956,6.479808334347581e-07,3.5756678729015334e-08
1957,6.255206876915054e-07,3.445664875645349e-08
1958,6.088371335977172e-07,3.8052320405768114e-08
1959,6.022330971688916e-07,3.2553141515734296e-08
1960,6.823941589573224e-07,2.4915000840231016e-08
1961,5.614112517093872e-07,3.682524329917669e-08
1962,6.272194639223017e-07,3.170978102318145e-08
1963,6.265605456690082e-07,4.7202188380168764e-08
1964,6.175228079996486e-07,4.258777663856961e-08
1965,6.878358718154232e-07,3.7209894721002e-08
1966,6.58042075940557e-07,3.545007942751255e-08
1967,6.281247664219336e-07,2.8102913551819597e-08
1968,6.615855383529379e-07,4.042274237558985e-08
1969,6.526505664794513e-07,4.269252307231852e-08
1970,6.677348594053001e-07,2.9431840076199478e-08
1971,6.952251681013877e-07,3.3913423624909456e-08
1972,7.223246640819525e-07,3.334595444215438e-08
1973,7.255376317516493e-07,2.9771300091852027e-08
1974,7.048841084156265e-07,2.7565301152776556e-08
1975,7.60769140129014e-07,3.0270844497692906e-08
1976,7.604704066466184e-07,2.742492943852426e-08
1977,7.751475479267356e-07,3.11469432467959e-08
1978,7.70494686719303e-07,2.851483871246785e-08
1979,7.788976361666755e-07,2.691907674545746e-08
1980,7.942155235696191e-07,2.2172087499328086e-08
1981,8.337074532960287e-07,3.858585057026076e-08
1982,8.262185318130832e-07,3.786576374675832e-08
1983,8.993009927849016e-07,2.462973291983417e-08
1984,8.147607104547205e-07,3.421414973558967e-08
1985,8.915057136960058e-07,1.985134090443097e-08
1986,8.949766581167751e-07,2.9972427428859305e-08
1987,9.288441376043011e-07,1.711028652096047e-08
1988,9.642458635994444e-07,3.0582423649061496e-08
1989,9.082842069574326e-07,2.9635859988275115e-08
1990,8.48899837535555e-07,2.8332985291257273e-08
1991,1.0310317151152049e-06,3.458264608013906e-08
1992,1.0099727631995847e-06,3.195767694919027e-08
1993,1.0352778687661157e-06,3.545092663870264e-08
1994,9.589816301058818e-07,2.6374633810277714e-08
1995,8.930776544957553e-07,2.4943274556932238e-08
1996,9.667284999181902e-07,3.149474370189864e-08
1997,8.884939433073669e-07,2.1097535385372623e-08
1998,8.797198489673974e-07,2.431745904640792e-08
1999,9.167823478151149e-07,1.919484549084416e-08
2000,9.794776048011045e-07,2.4299173340125435e-08
2001,9.388936561549599e-07,2.278230204488807e-08
2002,9.594875223228883e-07,2.2782351116745758e-08
2003,9.517252195223591e-07,2.2918075437416974e-08
2004,9.166370702473614e-07,2.1583477227693493e-08
2005,8.858875233386243e-07,3.1075872541919125e-08
2006,8.824638300097831e-07,3.129596382045463e-08
2007,8.34047291675688e-07,3.075749122061211e-08
2008,8.395671144967309e-07,3.363377229503861e-08
2009,8.010563377069957e-07,2.8609155267034225e-08
2010,6.745576399680431e-07,3.164941286826206e-08
2011,5.560055100772843e-07,4.3593278764575416e-08
2012,5.048506821481169e-07,4.05106062029148e-08
2013,5.109677196912799e-07,4.1836875075418334e-08
2014,4.6427144440031043e-07,3.702911177683177e-08
2015,4.71243915001196e-07,4.1893275515292316e-08
2016,4.509307238720339e-07,3.976972862140826e-08
2017,4.369616846133795e-07,4.3268516325412065e-08
2018,4.218116593790455e-07,4.1045321141908175e-08
2019,4.025458792966674e-07,3.928521041807187e-08
