year,devraient_VERB avoir_VERB,devraient_VERB savoir_VERB
1866,4.602869694281253e-07,3.405929049904444e-08
1867,4.192829123894626e-07,2.9602150064533816e-08
1868,5.305424792823032e-07,5.680855252876427e-08
1869,3.882397834331641e-07,6.055563517293194e-08
1870,4.644579405521654e-07,5.160643823387545e-08
1871,4.906983690489142e-07,1.6993883633631413e-08
1872,4.6020252852940757e-07,3.1446163006876304e-08
1873,4.5074614263285184e-07,4.42964314117944e-08
1874,4.6362967509594455e-07,3.2860349108432274e-08
1875,4.2739807781799755e-07,3.661777370211894e-08
1876,4.347084541223012e-07,4.776351758550845e-08
1877,4.150011534420628e-07,7.359930975781026e-08
1878,4.1850884713312553e-07,8.031987874801416e-08
1879,5.32122214735864e-07,3.848874996492668e-08
1880,4.4411495991880656e-07,5.326812413386506e-08
1881,4.6855251412125654e-07,3.69542902944886e-08
1882,4.2794127352863143e-07,5.124646662579835e-08
1883,4.6257559915829916e-07,4.613117354779206e-08
1884,4.152467454332509e-07,3.762967182296961e-08
1885,4.995367817173246e-07,6.703461252755005e-08
1886,3.98824056446756e-07,6.388929563172496e-08
1887,4.655123291286145e-07,5.876032105334161e-08
1888,4.387705416775134e-07,3.4239320712003973e-08
1889,4.4733076265401905e-07,4.009687515349469e-08
1890,5.315607154443569e-07,7.472000618236052e-08
1891,4.066752410381014e-07,4.9081492647928826e-08
1892,4.5070603960084554e-07,3.384996816180319e-08
1893,4.5264360437613504e-07,2.9560400349737392e-08
1894,4.3417605866125086e-07,3.465846631911518e-08
1895,5.386659722717013e-07,4.032471778714353e-08
1896,4.475845116758137e-07,4.2458609073037223e-08
1897,4.917746423416247e-07,5.010973680441566e-08
1898,5.347145588530111e-07,3.960848360406999e-08
1899,4.7537173486489337e-07,2.9296165493519766e-08
1900,4.832870672544232e-07,4.56812685456498e-08
1901,5.471375175147841e-07,4.526878427668635e-08
1902,4.551833114874171e-07,3.780918689244572e-08
1903,4.7629941946070176e-07,5.724233531623213e-08
1904,4.907032575829362e-07,3.923476299405593e-08
1905,5.40331484444323e-07,5.1091515018697464e-08
1906,5.571151859840029e-07,5.14418445618503e-08
1907,5.657127530867001e-07,4.937129460813594e-08
1908,6.065565685275942e-07,4.714933510285846e-08
1909,5.754029075433209e-07,3.355599886845084e-08
1910,5.178482069823076e-07,6.038889921455848e-08
1911,4.958588419867738e-07,7.235708920916295e-08
1912,5.52198628156475e-07,5.46989227245831e-08
1913,5.393140440901334e-07,5.2499597558153255e-08
1914,5.410968810792838e-07,4.218948390644073e-08
1915,6.019969305270934e-07,5.5369582696584985e-08
1916,5.471756026054209e-07,3.735737053034427e-08
1917,6.217962891241768e-07,7.786161404510494e-08
1918,5.743187898588076e-07,8.729645628591243e-08
1919,5.515501015906921e-07,6.169258170984904e-08
1920,5.8154739690508e-07,4.0890050456710014e-08
1921,5.565969445342489e-07,5.073740894090406e-08
1922,4.876815182797145e-07,3.32007097370024e-08
1923,5.04257513966877e-07,4.671016995416721e-08
1924,4.0995365679918905e-07,7.477142105472012e-08
1925,5.38910740033316e-07,4.3992713472107425e-08
1926,4.324701592395286e-07,4.681378129589575e-08
1927,4.2255561538695474e-07,4.9056588125040435e-08
1928,4.410451879266475e-07,3.5420729460611255e-08
1929,4.745812987039244e-07,4.3447585085232276e-08
1930,5.05223340496741e-07,4.8316575629314684e-08
1931,4.984140673514048e-07,4.334035708097872e-08
1932,5.107144147586951e-07,4.4934100884574946e-08
1933,4.611206065874285e-07,3.670611903316967e-08
1934,4.7327242214123544e-07,3.5944740517379614e-08
1935,4.535979769570986e-07,3.8298509252854274e-08
1936,4.922634389004088e-07,5.092380206406233e-08
1937,5.061629622105102e-07,4.5328025777280345e-08
1938,5.250911954135518e-07,2.2040865133021725e-08
1939,3.9152769204520155e-07,4.435274547631707e-08
1940,3.3979492286562163e-07,3.296517903095264e-08
1941,4.486283842197736e-07,5.017554371988808e-08
1942,4.520975664945581e-07,5.76500234217292e-08
1943,4.3838852548105933e-07,5.516146828199453e-08
1944,5.462416652335378e-07,5.462416652335378e-08
1945,9.367567486151529e-07,5.446259976338297e-08
1946,5.415309374257049e-07,5.8468636154884734e-08
1947,5.221341439209937e-07,5.9604353452868963e-08
1948,5.196762344894523e-07,4.67491183542279e-08
1949,5.615328859676083e-07,5.006674186347482e-08
1950,4.5412994609250745e-07,5.530387880980925e-08
1951,4.691016783908708e-07,4.051332780363737e-08
1952,5.050961249253305e-07,2.4253049346611988e-08
1953,5.171436896489467e-07,4.740483916521043e-08
1954,5.541028258448932e-07,5.961246785091134e-08
1955,5.227783503869432e-07,4.5050917663047585e-08
1956,5.537925176213321e-07,4.6222051963695776e-08
1957,5.451218498819799e-07,6.007825703591152e-08
1958,4.872351269114006e-07,5.7905705119765116e-08
1959,5.820811566081829e-07,4.727956337546857e-08
1960,5.225228960625827e-07,5.3982500247684584e-08
1961,5.454305096463941e-07,5.072156383789661e-08
1962,6.075594001231366e-07,5.7077606641087186e-08
1963,6.188013230712386e-07,4.7202188824257973e-08
1964,5.572915142693091e-07,4.745495374436359e-08
1965,5.532235718419543e-07,5.1984411442163037e-08
1966,6.092982403060887e-07,5.705247119180967e-08
1967,5.083176120024291e-07,4.289391952738697e-08
1968,6.903306370986684e-07,6.153239695549928e-08
1969,7.157810273383802e-07,6.403878671790153e-08
1970,7.76724675688456e-07,5.104584843707016e-08
1971,7.56885924602102e-07,6.88545256366524e-08
1972,6.735882607245003e-07,4.771036543615992e-08
1973,6.522120088447991e-07,5.678599990233124e-08
1974,7.003836799412966e-07,4.500457251310763e-08
1975,6.379723345162347e-07,6.910890704148187e-08
1976,6.947648785171623e-07,4.399415587386102e-08
1977,7.181427577052091e-07,6.817067088604745e-08
1978,6.867323349979415e-07,5.524750079644036e-08
1979,6.641989784839097e-07,4.8571379807071935e-08
1980,7.248567044371157e-07,4.946081233470068e-08
1981,6.546943609464506e-07,6.894848780802931e-08
1982,6.871704840705206e-07,5.835052263591933e-08
1983,6.965793772906181e-07,6.504775740268087e-08
1984,8.165004032889556e-07,5.625038212997424e-08
1985,7.026171715551754e-07,6.135869057288801e-08
1986,7.612996455463872e-07,5.6947612847579876e-08
1987,6.789117605876527e-07,7.760737474882262e-08
1988,7.231843710542307e-07,5.5767952034102564e-08
1989,6.854664320599113e-07,7.848014860201147e-08
1990,7.006964892752876e-07,5.993516083435679e-08
1991,7.63162745442969e-07,8.147436858507717e-08
1992,6.766211413378187e-07,8.430214393229107e-08
1993,6.807686077081598e-07,5.649991408063215e-08
1994,7.332147902161523e-07,7.96513930367837e-08
1995,7.488404776267998e-07,5.53089982702204e-08
1996,7.921728979454201e-07,6.51247233918184e-08
1997,7.173161975515541e-07,5.6100265766190205e-08
1998,6.80412028941646e-07,7.533644463819655e-08
1999,7.773912216180179e-07,5.4385392189715276e-08
2000,7.254407705659105e-07,6.406146013659964e-08
2001,7.46996590805793e-07,7.535684432014023e-08
2002,7.671519028917828e-07,5.651775580872709e-08
2003,7.392121119664807e-07,6.000369268122085e-08
2004,7.937433679217065e-07,7.135761848076072e-08
2005,7.178977057265001e-07,7.115924205436386e-08
2006,8.458146112388931e-07,6.300371779843772e-08
2007,6.98234998708358e-07,6.071608993352129e-08
2008,6.390416729118442e-07,7.450519490248553e-08
2009,6.96632923791185e-07,5.769512867459525e-08
2010,6.740852427356003e-07,6.660548024228774e-08
2011,6.240722427719447e-07,6.500752647298214e-08
2012,5.116592092235805e-07,7.012760505631377e-08
2013,5.165459810996254e-07,6.638117611146299e-08
2014,4.556096655505826e-07,7.882220387500638e-08
2015,4.3511374769877875e-07,6.383736916859561e-08
2016,4.54244883485444e-07,7.125409950958783e-08
2017,4.5029443640487443e-07,6.716682321439293e-08
2018,4.726665565613075e-07,6.505295857550664e-08
2019,4.4234127472009277e-07,6.556038556482235e-08
