year,pouvant_VERB aider_VERB,pouvant_VERB céder_VERB
1903,4.5361851164216205e-08,9.1803746826713e-09
1904,5.2671325079245435e-08,1.7736262236667244e-08
1905,5.5736197879241445e-08,1.0321517862621477e-08
1906,4.166789580040131e-08,9.259531807970234e-09
1907,7.457122563891971e-08,8.228549397415463e-09
1908,4.518478036175111e-08,1.3751889405000384e-08
1909,4.34577707153494e-08,1.925344328412848e-08
1910,3.954671612405036e-08,6.412980813053082e-09
1911,6.490856208074547e-08,1.276889793899727e-08
1912,5.2094211611120045e-08,1.0939784189645252e-08
1913,2.8105844762649212e-08,1.484837142129436e-08
1914,5.960101745472457e-08,6.696743604095445e-09
1915,3.887651445211304e-08,1.6493066468115103e-08
1916,7.1418504887788e-08,1.648119329900055e-08
1917,5.04455535121906e-08,2.631941953268324e-08
1918,4.709414369585829e-08,1.1486376294556067e-09
1919,8.839534615390221e-08,1.6574126959767455e-08
1920,6.96645301445642e-08,1.590168707821249e-08
1921,5.83101567031008e-08,1.817459427400081e-08
1922,4.279202414636529e-08,1.4755870969551665e-09
1923,4.883336046646036e-08,9.554353752605493e-09
1924,4.512068585427187e-08,3.867487219366694e-09
1925,3.079489729884699e-08,7.698724324711748e-09
1926,5.015762383209221e-08,1.89484357093761e-08
1927,2.8987985345452216e-08,8.919379901328739e-09
1928,4.913197670930458e-08,1.9424270192303084e-08
1929,5.458799279267623e-08,2.8965056131369238e-08
1930,5.146765857944047e-08,2.10072066408884e-08
1931,5.1324104077821175e-08,1.2545892325022123e-08
1932,5.370172928564898e-08,1.0959536389520963e-08
1933,4.473558234963093e-08,1.3764794637438627e-08
1934,2.995395220750652e-08,1.0783422155213884e-08
1935,5.2660450222674626e-08,1.555876849579363e-08
1936,4.9711328387047615e-08,1.2124714565686645e-08
1937,5.288269733227935e-08,8.813782592653752e-09
1938,4.019216603978748e-08,1.5558256905023882e-08
1939,4.8940961505650193e-08,9.176430282309411e-09
1940,3.803674530900025e-08,7.607348528892999e-09
1941,3.836953510472085e-08,8.854508237732261e-09
1942,3.6410540360520827e-08,2.730790527039062e-08
1943,3.193558839598154e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,1.2852744646352221e-08
1945,2.832055301382752e-08,6.535512131478072e-09
1946,4.315542412314244e-08,9.744772988540262e-09
1947,6.07964452115084e-08,1.1920871401116528e-08
1948,6.740570768215548e-08,1.7395020535104777e-08
1949,3.5341230386620737e-08,4.908504269707237e-09
1950,3.616023036556726e-08,9.571825110299415e-09
1951,4.904244832459881e-08,1.5992101864981123e-08
1952,4.112473561690422e-08,1.687168627029223e-08
1953,6.033343424860504e-08,1.4005975934594517e-08
1954,4.593092128857279e-08,8.795282724349818e-09
1955,3.472674947602172e-08,1.0324168187025862e-08
1956,4.098936656760088e-08,1.2209598665435806e-08
1957,3.975766915687018e-08,4.417518795207798e-09
1958,7.031407278645929e-08,1.1581140491045971e-08
1959,5.813060965920158e-08,6.975672928177801e-09
1960,6.3671663497189e-08,9.689166802218097e-09
1961,5.141637871020066e-08,1.250668635321972e-08
1962,4.3759499135376245e-08,1.2683912808952869e-09
1963,6.466053292797369e-08,5.819448034571906e-09
1964,4.4412967525886415e-08,4.867174663303331e-09
1965,4.6512369067386317e-08,3.830430195250756e-09
1966,5.3729024784843205e-08,4.985167390003653e-09
1967,4.7824254778561226e-08,6.902469706915326e-09
1968,5.838840522187638e-08,5.3896989093971115e-09
1969,6.222208526196482e-08,8.175163657142548e-09
1970,6.484201975354154e-08,3.6789800095249348e-09
1971,4.932861585871251e-08,4.624557625731995e-09
1972,7.438713112151163e-08,6.156176013405457e-09
1973,6.119655893144227e-08,5.513203782392395e-10
1974,6.694430254583494e-08,2.812785782069227e-09
1975,6.682432029947449e-08,2.2845920710778955e-09
1976,7.82753204475739e-08,5.142174241967723e-09
1977,5.7004783116099134e-08,2.938390863960194e-09
1978,5.702967698084649e-08,2.970295565063452e-09
1979,7.314966410376655e-08,2.3407893401383717e-09
1980,7.447547289984868e-08,4.548120546843393e-09
1981,9.425068725477104e-08,6.958104314946922e-09
1982,6.704102162302661e-08,6.2075020679230875e-09
1983,8.904595460990095e-08,3.78918940668882e-09
1984,9.22042318052263e-08,3.479405208395292e-09
1985,7.639759047606276e-08,6.617113967877231e-09
1986,9.591176564072157e-08,4.196139880008332e-09
1987,7.699629378521422e-08,3.6664902225425067e-09
1988,8.814934204792735e-08,3.597932174415064e-09
1989,8.835876741386528e-08,3.2928733073589456e-09
1990,8.71784138212206e-08,5.448650863826288e-09
1991,8.499124248828593e-08,4.10302547493302e-09
1992,1.0248496096210147e-07,3.856960972825618e-09
1993,8.419595332043173e-08,5.539207315052863e-09
1994,6.962903142948562e-08,3.164955852952289e-09
1995,8.513247706787297e-08,4.880205572987961e-09
1996,8.861233169454863e-08,4.270473752399084e-09
1997,7.719780370507578e-08,4.794894259418925e-09
1998,1.0013071261028017e-07,7.152193948201102e-09
1999,1.0145846829345828e-07,2.285100553223174e-09
2000,7.775735610948686e-08,5.743440834038438e-09
2001,1.0821592866250285e-07,1.7524847129024579e-09
2002,9.770123909902395e-08,4.381221607729913e-09
2003,1.108401477267762e-07,3.333538334260311e-09
2004,9.382205234942376e-08,2.642874807889939e-09
2005,1.2745611854825256e-07,2.251874686720612e-09
2006,1.1077123929226218e-07,3.706100981659688e-09
2007,9.70658504684252e-08,1.1983438685803094e-09
2008,1.1707959401974222e-07,1.7029758714315335e-09
2009,1.2063526355632348e-07,1.907277002999308e-09
2010,1.1289865398111942e-07,3.3066551718974324e-09
2011,1.093656010198174e-07,3.4415748029203996e-09
2012,8.238291826501154e-08,3.744677901096338e-09
2013,8.339483770214429e-08,5.857162754807632e-09
2014,7.947183888745712e-08,4.114345752981308e-09
2015,8.090500358548525e-08,4.43315073539452e-09
2016,7.663958001558058e-08,3.72841224560716e-09
2017,7.974487914452766e-08,5.0312225496895735e-09
2018,8.002546536545196e-08,5.421080029321956e-09
2019,6.964196330727646e-08,3.826481798085979e-09
