year,gardant_VERB en_ADP
1873,3.6514627765882324e-08
1874,5.675878611555163e-08
1875,2.6319025181464895e-08
1876,3.204387866162506e-08
1877,4.08197848855707e-08
1878,3.01954443671093e-08
1879,4.154341226580982e-08
1880,2.5029599726167362e-08
1881,2.8587281875047665e-08
1882,4.592215674392719e-08
1883,4.9922778799782463e-08
1884,4.951272813968899e-08
1885,4.060750535828106e-08
1886,6.388929563172496e-08
1887,4.113222434876107e-08
1888,5.769959243728806e-08
1889,3.821733274289585e-08
1890,3.4082809463598096e-08
1891,6.246735750892185e-08
1892,3.8864776286118285e-08
1893,5.296238136942577e-08
1894,2.7096618282484997e-08
1895,4.032471778714353e-08
1896,3.4792471126365854e-08
1897,3.029891049166622e-08
1898,3.96084840481592e-08
1899,3.924580838088332e-08
1900,6.436906163642675e-08
1901,3.297355988252093e-08
1902,5.057592389334786e-08
1903,3.888158772724637e-08
1904,5.6433564488145294e-08
1905,4.18021492976095e-08
1906,4.166789402404447e-08
1907,5.0914150562242355e-08
1908,7.759994447020802e-08
1909,6.106091898772092e-08
1910,7.054278938767311e-08
1911,3.2454281040372734e-08
1912,5.886645898511844e-08
1913,5.568139332945421e-08
1914,8.437896986679405e-08
1915,8.128725770273348e-08
1916,6.262853702310167e-08
1917,4.276905585243185e-08
1918,5.743188324913717e-08
1919,7.366278964582307e-08
1920,5.3005621225565847e-08
1921,5.376650591415455e-08
1922,4.279202414636529e-08
1923,6.051090650771584e-08
1924,4.512068574324957e-08
1925,6.268961239008775e-08
1926,5.127223801082437e-08
1927,5.797597069090443e-08
1928,4.913197670930458e-08
1929,3.6763341482171086e-08
1930,4.411513643276521e-08
1931,4.44808918587114e-08
1932,4.822195975862087e-08
1933,7.570636739728798e-08
1934,4.4331848414458364e-08
1935,5.2660451110853046e-08
1936,7.032334536916096e-08
1937,3.5255132035949543e-08
1938,4.148868626430158e-08
1939,4.282334131744392e-08
1940,4.3108311142958655e-08
1941,6.493305448884712e-08
1942,6.371844563091145e-08
1943,6.67744117777147e-08
1944,5.462416652335378e-08
1945,6.535511953842388e-08
1946,5.568441707737293e-08
1947,5.7220180815775734e-08
1948,4.022598587560822e-08
1949,5.890205023728612e-08
1950,8.720996191868835e-08
1951,4.264560538036477e-08
1952,3.9015773722894664e-08
1953,6.679772668327644e-08
1954,6.058972301659082e-08
1955,5.255940438431139e-08
1956,5.145473558343383e-08
1957,3.887416544223754e-08
1958,5.6251255653450016e-08
1959,6.510627825750959e-08
1960,6.021125031896446e-08
1961,5.211119358250471e-08
1962,6.912732430919277e-08
1963,5.043521378311766e-08
1964,6.631525539813055e-08
1965,6.51173135968186e-08
1966,6.037591471219628e-08
1967,6.803863006332733e-08
1968,7.321007611249541e-08
1969,7.312230354550309e-08
1970,6.668151475430761e-08
1971,8.940811480062649e-08
1972,6.82309515553925e-08
1973,6.340184044439923e-08
1974,7.08822061046277e-08
1975,5.882824760661265e-08
1976,6.399149810043525e-08
1977,8.051191180413753e-08
1978,8.079204061317569e-08
1979,6.846808853211428e-08
1980,8.072913759704647e-08
1981,9.678091128506594e-08
1982,1.0118228610522806e-07
1983,8.525676786774739e-08
1984,1.0786156057207563e-07
1985,1.0527226290690805e-07
1986,9.531232092463426e-08
1987,1.0571713193741061e-07
1988,1.0014245033218572e-07
1989,1.1470175698136131e-07
1990,1.1006274736047317e-07
1991,1.0433408093035723e-07
1992,9.807700451780477e-08
1993,1.202007986478293e-07
1994,1.0813599216064063e-07
1995,9.326615213467448e-08
1996,1.1423517642938918e-07
1997,1.1603644622937281e-07
1998,1.053756579771914e-07
1999,9.688826629883351e-08
2000,1.2856472153544019e-07
2001,1.3406507548552327e-07
2002,1.274935454986803e-07
2003,1.5500953098879222e-07
2004,1.4535810954896533e-07
2005,1.3150948774409699e-07
2006,1.3177248359141913e-07
2007,1.4819518989739322e-07
2008,1.507133622347112e-07
2009,1.5782716511480999e-07
2010,1.6155372772885812e-07
2011,1.5754764737252458e-07
2012,1.5217009474710608e-07
2013,1.6176924910737966e-07
2014,1.3728923065059462e-07
2015,1.4873220788302888e-07
2016,1.4996502617492524e-07
2017,1.6426942162084401e-07
2018,1.5901834871101528e-07
2019,1.6351831755301305e-07
