year,refusant_VERB en_ADP
1899,1.5477219506010442e-08
1900,1.0901211489056095e-08
1901,2.0119459875900247e-08
1902,8.838511256215043e-09
1903,1.2960528428251905e-08
1904,6.987012746151322e-09
1905,8.257214467732865e-09
1906,9.773950537805831e-09
1907,6.1714118260169926e-09
1908,7.858222517143076e-09
1909,8.251475058784763e-09
1910,1.4963622230190765e-08
1911,1.3300935464144459e-08
1912,1.0939784189645252e-08
1913,7.42418571064718e-09
1914,1.9420557606508737e-08
1915,1.0602685840410686e-08
1916,2.307367097387214e-08
1917,2.1932848426331475e-08
1918,1.033773866510046e-08
1919,3.038589824200244e-08
1920,1.9687803387569147e-08
1921,1.060184651180407e-08
1922,2.0658220023506146e-08
1923,1.5923922180860473e-08
1924,2.578324886925998e-09
1925,1.3197813286680571e-08
1926,2.6750733184144337e-08
1927,6.689535148041159e-09
1928,2.9707706517001498e-08
1929,2.2280811862174232e-08
1930,2.10072066408884e-08
1931,2.8513390759599133e-08
1932,2.082311922890767e-08
1933,2.408838994938378e-08
1934,1.3179738189705859e-08
1935,8.377798899061872e-09
1936,2.3036957230715416e-08
1937,2.6441348666139675e-08
1938,2.463390735840676e-08
1939,2.5999884911698246e-08
1940,2.5357829169792012e-09
1941,1.7709016475464523e-08
1942,9.102635090130207e-09
1943,5.806470415592457e-09
1944,1.927911696952833e-08
1945,1.5249528306782167e-08
1946,1.3921104269343232e-08
1947,2.622591566137089e-08
1948,1.4133454406817236e-08
1949,1.570721330779179e-08
1950,1.914365022059883e-08
1951,2.2388944032059044e-08
1952,1.4762725597528004e-08
1953,1.508335856215126e-08
1954,2.149958033825783e-08
1955,2.4402580844906652e-08
1956,2.703553914074064e-08
1957,4.0641172205369e-08
1958,2.7298403537656668e-08
1959,3.952881399982289e-08
1960,2.906750040665429e-08
1961,2.848745239703021e-08
1962,2.6002021535909137e-08
1963,3.103705603635376e-08
1964,3.346182686492227e-08
1965,2.5171400352963502e-08
1966,2.9911003784910406e-08
1967,2.7116845657815247e-08
1968,3.593132524848386e-08
1969,2.4979667556657148e-08
1970,2.897196726969753e-08
1971,2.0553589163974095e-08
1972,3.385897073826527e-08
1973,2.039885482751913e-08
1974,2.8127859263982202e-08
1975,2.8557401332562904e-08
1976,2.685357691767365e-08
1977,3.3497655538283766e-08
1978,2.9108897847685e-08
1979,2.867466974976196e-08
1980,3.4679419391725474e-08
1981,4.1748625501103476e-08
1982,3.041676055470788e-08
1983,3.915495971895666e-08
1984,3.885335653208699e-08
1985,3.9101126669827124e-08
1986,4.076250204043674e-08
1987,4.888653615253702e-08
1988,5.037105266225694e-08
1989,2.7989423112551037e-08
1990,4.522380225857603e-08
1991,5.6270064163754796e-08
1992,4.7385519508225116e-08
1993,4.874502579355067e-08
1994,2.2682184575018027e-08
1995,3.633042089390415e-08
1996,4.217092697267333e-08
1997,4.027711542065049e-08
1998,3.909866030937792e-08
1999,5.0272211282731405e-08
2000,3.004261461825308e-08
2001,4.3812118599717564e-08
2002,3.9430991805033955e-08
2003,4.000246001112373e-08
2004,3.039305984664509e-08
2005,4.5037495954858286e-08
2006,3.3766698770421044e-08
2007,3.475197019042753e-08
2008,4.598035019398594e-08
2009,3.814554050407537e-08
2010,3.3066552163063534e-08
2011,2.0649449039567003e-08
2012,1.565956264659718e-08
2013,2.1755175660942427e-08
2014,1.9055917066523875e-08
2015,2.682056265967958e-08
2016,2.2991873960265252e-08
2017,2.6162358723880175e-08
2018,1.832841367566118e-08
2019,1.989770392896162e-08
