year,craignant_VERB en_ADP
1885,2.320428871271929e-08
1886,9.034849313138693e-09
1887,1.5016526688782506e-08
1888,1.2047167707862627e-08
1889,1.2530273485467092e-08
1890,6.554386366985909e-09
1891,2.103492580118882e-08
1892,5.641661138255927e-09
1893,1.662772503019383e-08
1894,1.7014155417882648e-08
1895,2.1065150956900425e-08
1896,1.061465249030391e-08
1897,2.155884004650943e-08
1898,9.05336783318944e-09
1899,1.7688250864011934e-08
1900,9.34389543516545e-09
1901,1.4530721070826758e-08
1902,8.347482705062248e-09
1903,1.83607493653426e-08
1904,1.289910045443321e-08
1905,1.0837593933388234e-08
1906,4.115347618238729e-09
1907,1.7485667580530162e-08
1908,5.893666887857307e-09
1909,2.475442606453271e-08
1910,7.481811170606534e-09
1911,7.980560989828689e-09
1912,1.82329742415277e-08
1913,1.4848371532316662e-08
1914,2.678697486047099e-09
1915,7.068456930880984e-09
1916,1.648119329900055e-08
1917,1.864292187292449e-08
1918,9.189101035644853e-09
1919,1.657412718181206e-08
1920,1.665890936308756e-08
1921,6.815472852750304e-09
1922,1.0329109456641561e-08
1923,1.9108707061121777e-08
1924,1.804827443052659e-08
1925,1.0998178368026856e-08
1926,7.802296808634424e-09
1927,1.1149224765638621e-08
1928,2.3994686904060814e-08
1929,1.3368487206122381e-08
1930,1.8906487042613662e-08
1931,7.983749661377715e-09
1932,8.767629400274757e-09
1933,8.02946331646126e-09
1934,1.0783422155213884e-08
1935,1.555876849579363e-08
1936,7.274828739411987e-09
1937,1.0072894518486919e-08
1938,0.0
1939,4.588215141154706e-09
1940,2.028626333583361e-08
1941,5.9030051957620344e-09
1942,0.0
1943,1.4516175816936538e-08
1944,6.4263723231761105e-09
1945,4.357008087652048e-09
1946,1.1136883415474585e-08
1947,1.9073394197377525e-08
1948,1.6307831973705333e-08
1949,1.3743811866362421e-08
1950,1.0635361036293034e-08
1951,7.462981344019681e-09
1952,1.4762725597528004e-08
1953,8.619061908632375e-09
1954,7.818028890937967e-09
1955,8.447047061821422e-09
1956,1.5698054856017052e-08
1957,1.501956381488867e-08
1958,6.617794756635931e-09
1959,2.0151945223645384e-08
1960,1.9378333382391588e-08
1961,1.80652133252579e-08
1962,1.585489117772454e-08
1963,1.0345685197421517e-08
1964,1.4601524378488051e-08
1965,1.1491291029841477e-08
1966,2.3264114412668846e-08
1967,1.577707425814978e-08
1968,1.1228539764651657e-08
1969,1.3625273576067798e-08
1970,9.197450023812337e-09
1971,1.0276794637498199e-08
1972,9.234264353175092e-09
1973,8.269805840122046e-09
1974,1.3501372020385816e-08
1975,5.140332159925265e-09
1976,2.285410749536254e-08
1977,8.22749468554207e-09
1978,4.752473081737207e-09
1979,9.948354362521172e-09
1980,1.364436125195212e-08
1981,1.5181318868684457e-08
1982,1.4277254933858785e-08
1983,1.326216336750008e-08
1984,7.538710988796993e-09
1985,1.3835783740923091e-08
1986,1.6185110585098528e-08
1987,7.944062296871834e-09
1988,4.797243047249822e-09
1989,1.0976243913773942e-08
1990,1.4166492645628637e-08
1991,1.523980996953611e-08
1992,8.264916362410446e-09
1993,1.2740176913439427e-08
1994,7.38489736029635e-09
1995,9.21816623034033e-09
1996,1.7081895453685547e-08
1997,6.7128524960935465e-09
1998,1.6211639808361156e-08
1999,1.7823784226322914e-08
2000,1.1045078962546029e-08
2001,1.533424165423014e-08
2002,1.3143664379100528e-08
2003,1.8334460616387105e-08
2004,9.690540647699919e-09
2005,1.846537389660341e-08
2006,1.8118715416903797e-08
2007,1.7176262190332636e-08
2008,1.9158479247494142e-08
2009,1.0966842989290626e-08
2010,1.039234459598859e-08
2011,1.3383901764640882e-08
2012,1.2936160032062105e-08
2013,1.3108887808588321e-08
2014,1.3858849179371191e-08
2015,1.329945220618356e-08
2016,1.5742184222844458e-08
2017,1.3332740467220106e-08
2018,1.1358453622101194e-08
2019,1.3010037491767434e-08
