year,tournant_VERB en_ADP
1936,2.8371832438978117e-07
1937,2.2286279488525906e-07
1938,2.6449036982789664e-07
1939,3.074104073519379e-07
1940,2.0793420274500818e-07
1941,2.921987563020423e-07
1942,3.3376330588197334e-07
1943,3.890335169565162e-07
1944,2.409889656718178e-07
1945,2.919195281059217e-07
1946,3.243617241466268e-07
1947,3.2067144228875577e-07
1948,3.109360022790497e-07
1949,2.8371152893669205e-07
1950,2.7651939005224335e-07
1951,2.8572556587391773e-07
1952,3.05799300548415e-07
1953,3.13518379257971e-07
1954,2.941533452371914e-07
1955,3.031551427667978e-07
1956,2.4855252522826277e-07
1957,2.7742019037546584e-07
1958,3.1186358562251826e-07
1959,2.6972601752106584e-07
1960,2.4153708721996736e-07
1961,2.577766977651663e-07
1962,2.505072913550066e-07
1963,2.7351405318398747e-07
1964,2.5491828470336486e-07
1965,2.571860400202297e-07
1966,2.5978260254078123e-07
1967,2.8349430092333705e-07
1968,2.2591822101958314e-07
1969,2.4162151746054406e-07
1970,2.2303815971902452e-07
1971,2.2660332277268935e-07
1972,1.9904969961181962e-07
1973,2.0839909753433972e-07
1974,2.402119161359906e-07
1975,2.118959185892777e-07
1976,2.0682966717089357e-07
1977,1.9217076108191122e-07
1978,1.9782168791948607e-07
1979,2.0247828214081665e-07
1980,2.1319314535972467e-07
1981,2.1570123998060353e-07
1982,2.3836809059929465e-07
1983,2.4882346139065703e-07
1984,1.99485886476225e-07
1985,2.1415386752821064e-07
1986,2.211965117737691e-07
1987,2.3587753172904513e-07
1988,2.128776648291364e-07
1989,2.2830587820266146e-07
1990,2.288433460506667e-07
1991,2.0046210646995632e-07
1992,2.0166395930942826e-07
1993,1.8390168321502642e-07
1994,1.8251246514111585e-07
1995,2.1147558548761936e-07
1996,1.8896846754046237e-07
1997,2.186471856902017e-07
1998,2.0455274407638058e-07
1999,1.9514758786698394e-07
2000,2.2222698881080305e-07
2001,2.120506550351564e-07
2002,2.1774670422303188e-07
2003,2.108463057481913e-07
2004,2.0658470711865107e-07
2005,2.026687324629961e-07
2006,2.0712986437132486e-07
2007,2.204952664897064e-07
2008,2.4991170288757303e-07
2009,2.937206566855366e-07
2010,2.980713453837325e-07
2011,2.7532597357549093e-07
2012,3.0604230794040177e-07
2013,3.031779058915163e-07
2014,3.354274458189366e-07
2015,3.010109423939866e-07
2016,3.1877924211443087e-07
2017,3.2753258949469455e-07
2018,3.3429993351319354e-07
2019,3.6479126119814964e-07
