year,prétendant_VERB en_ADP,prétendant_VERB sans_ADP
1976,1.5426522170791657e-08,5.142174186456572e-09
1977,1.4691955041445937e-08,0.0
1978,1.4257419245211622e-08,2.970295565063452e-09
1979,2.223749862029223e-08,5.851973128301324e-09
1980,1.3644362084619388e-08,1.1370301367108482e-09
1981,1.012087935681194e-08,4.427884725544118e-09
1982,2.1105507230778642e-08,3.7245013739806154e-09
1983,1.515675762675528e-08,6.315316269933646e-09
1984,1.1018116474748041e-08,8.69851302098823e-09
1985,2.045289804186723e-08,9.624892882698077e-09
1986,1.4386765556650971e-08,2.3977941854269602e-09
1987,7.332980445085013e-09,1.0999470501094066e-08
1988,1.6190695006912392e-08,2.99827696004229e-09
1989,2.140367660885545e-08,2.7440609784434855e-09
1990,1.6345953146590375e-08,1.6345953479657283e-09
1991,2.110127450549726e-08,4.103025752488776e-09
1992,2.0937787115204998e-08,5.509944056569793e-09
1993,1.9387225436151567e-08,3.323524400133948e-09
1994,1.160483886764041e-08,4.747434001473039e-09
1995,1.572510655023507e-08,2.168980273165033e-09
1996,1.1743802375008272e-08,1.6014276571496566e-09
1997,1.4864173003559245e-08,3.3564262480467733e-09
1998,1.859570453177639e-08,6.198567881199324e-09
1999,1.9651864940906094e-08,8.683382013430219e-09
2000,1.811392846828852e-08,7.510653543540968e-09
2001,2.497290763070481e-08,7.448059946568719e-09
2002,1.4896152755738967e-08,8.324320788233308e-09
2003,1.9167845644041392e-08,4.583615098585625e-09
2004,2.1583477588515976e-08,7.047666117365736e-09
2005,1.7114248795913056e-08,6.7556245042510454e-09
2006,1.4412615101377924e-08,3.706100981659688e-09
2007,2.117074093810345e-08,8.787854888225866e-09
2008,1.4475294823901308e-08,4.6831836186811415e-09
2009,1.811913175053803e-08,3.814554005998616e-09
2010,1.5588517143783065e-08,3.3066552274085836e-09
2011,2.2561435386592166e-08,3.059177577924288e-09
2012,1.6340413078186344e-08,4.085103366691101e-09
2013,1.6734749697100426e-08,2.5102124823206395e-09
2014,1.8622828529268887e-08,4.980523826692007e-09
2015,1.7954260481123363e-08,4.43315073539452e-09
2016,1.346371028554394e-08,2.899876117012923e-09
2017,1.5345229364971402e-08,2.0124890642847504e-09
2018,1.3423626599173843e-08,2.581466596041082e-09
2019,1.3520234765085348e-08,4.846876677788714e-09
