year,prétendant_VERB en_ADP
1951,1.0661401650402524e-08
1952,1.0544804140977249e-08
1953,1.1851209791302608e-08
1954,6.840775057526116e-09
1955,5.631364707880948e-09
1956,1.5698054411927842e-08
1957,2.2971098467827744e-08
1958,1.8198935691771112e-08
1959,2.0927018340444192e-08
1960,1.5225833038812198e-08
1961,1.598076693198891e-08
1962,1.0147130247162295e-08
1963,2.3277792138287623e-08
1964,1.8251904876365188e-08
1965,2.0246559984116175e-08
1966,1.38476865529924e-08
1967,1.8735275053582967e-08
1968,1.167768146070891e-08
1969,1.9529558414888015e-08
1970,1.5175793066646293e-08
1971,1.4901352374252497e-08
1972,1.7955514408640738e-08
1973,1.598829157956061e-08
1974,1.0688586071783135e-08
1975,9.138368284311582e-09
1976,1.5426522170791657e-08
1977,1.4691955041445937e-08
1978,1.4257419245211622e-08
1979,2.223749862029223e-08
1980,1.3644362084619388e-08
1981,1.012087935681194e-08
1982,2.1105507230778642e-08
1983,1.515675762675528e-08
1984,1.1018116474748041e-08
1985,2.045289804186723e-08
1986,1.4386765556650971e-08
1987,7.332980445085013e-09
1988,1.6190695006912392e-08
1989,2.140367660885545e-08
1990,1.6345953146590375e-08
1991,2.110127450549726e-08
1992,2.0937787115204998e-08
1993,1.9387225436151567e-08
1994,1.160483886764041e-08
1995,1.572510655023507e-08
1996,1.1743802375008272e-08
1997,1.4864173003559245e-08
1998,1.859570453177639e-08
1999,1.9651864940906094e-08
2000,1.811392846828852e-08
2001,2.497290763070481e-08
2002,1.4896152755738967e-08
2003,1.9167845644041392e-08
2004,2.1583477588515976e-08
2005,1.7114248795913056e-08
2006,1.4412615101377924e-08
2007,2.117074093810345e-08
2008,1.4475294823901308e-08
2009,1.811913175053803e-08
2010,1.5588517143783065e-08
2011,2.2561435386592166e-08
2012,1.6340413078186344e-08
2013,1.6734749697100426e-08
2014,1.8622828529268887e-08
2015,1.7954260481123363e-08
2016,1.346371028554394e-08
2017,1.5345229364971402e-08
2018,1.3423626599173843e-08
2019,1.3520234765085348e-08
