year,servant_VERB en_ADP
1929,8.578112642432245e-08
1930,9.558279201460351e-08
1931,6.843213729013087e-08
1932,7.342889862815838e-08
1933,7.341224117496381e-08
1934,8.387105765450542e-08
1935,8.856530264722551e-08
1936,8.244806215529366e-08
1937,6.673292318737367e-08
1938,8.9459980756601e-08
1939,1.147053767525108e-07
1940,1.4453962648985907e-07
1941,8.854507882460894e-08
1942,1.0923162108156248e-07
1943,8.709705690002068e-08
1944,1.124615138792251e-07
1945,5.2284098384092204e-08
1946,6.682130138102593e-08
1947,9.894323227399582e-08
1948,8.371353743541476e-08
1949,8.73713774662832e-08
1950,7.657460088239532e-08
1951,7.462980988748313e-08
1952,1.0650251702770674e-07
1953,1.228216350845912e-07
1954,8.20893006903134e-08
1955,1.1825865975367833e-07
1956,1.0727004329247336e-07
1957,2.2706046892695397e-07
1958,1.1084805917604967e-07
1959,9.533419498275464e-08
1960,9.619958518669591e-08
1961,9.310533455320069e-08
1962,1.0337388617331911e-07
1963,8.793832373399368e-08
1964,1.210709699162038e-07
1965,6.949495434671604e-08
1966,8.087048997129642e-08
1967,8.529480272079226e-08
1968,7.725235162681088e-08
1969,9.446855964156953e-08
1970,7.633883783442208e-08
1971,7.86174831901576e-08
1972,8.772551174374144e-08
1973,8.380069893565434e-08
1974,6.300640198464436e-08
1975,1.6620407405909532e-07
1976,8.855966604492949e-08
1977,9.637921882799105e-08
1978,9.326728722669486e-08
1979,9.538716483348253e-08
1980,7.106438570936291e-08
1981,6.958104276089117e-08
1982,6.890327353126224e-08
1983,7.515226019272347e-08
1984,8.46655252573214e-08
1985,8.963181385990282e-08
1986,8.032610854247224e-08
1987,7.271872065617302e-08
1988,7.855485462116008e-08
1989,6.530865059861668e-08
1990,5.4486510414619715e-08
1991,5.158089477763639e-08
1992,7.493523868085106e-08
1993,6.647048778063436e-08
1994,6.857404577509385e-08
1995,7.374533073090106e-08
1996,7.846995764282383e-08
1997,6.664903140496392e-08
1998,6.389293494279968e-08
1999,5.986963591553263e-08
2000,6.361965221302057e-08
2001,7.973805393746147e-08
2002,7.316639916155054e-08
2003,7.458792206094245e-08
2004,5.505989159049207e-08
2005,6.350287096168472e-08
2006,6.341550595756473e-08
2007,5.991719187470324e-08
2008,5.279225212539984e-08
2009,4.815874565800016e-08
2010,5.526837942859686e-08
2011,3.9386910510863515e-08
2012,5.617016873848968e-08
2013,6.498661253573346e-08
2014,4.3308905128824904e-08
2015,4.167161567203426e-08
2016,4.4533810861224765e-08
2017,4.226227123815818e-08
2018,3.7689413034946995e-08
2019,3.418323674120316e-08
