year,descendant_VERB en_ADP,descendant_VERB sans_ADP
1850,1.9823868679935686e-07,1.1541293254424545e-08
1851,2.624921493499244e-07,2.902247508984601e-08
1852,1.673210245911605e-07,9.114763388495817e-09
1853,1.9169901044335802e-07,1.1943863675867306e-08
1854,1.53272102121349e-07,1.4547860527347467e-08
1855,1.8521211231359302e-07,2.7065379271107304e-08
1856,2.1330019706056191e-07,1.7602443946884705e-08
1857,2.0307077908121585e-07,1.6597130780837688e-08
1858,1.9770451586964555e-07,2.495774786837046e-08
1859,2.520625899116169e-07,1.7822607167872206e-08
1860,2.5082968635459224e-07,2.9751696217772405e-08
1861,2.5324724806097265e-07,3.301174444914068e-08
1862,2.7921154988064245e-07,2.6656119533896572e-08
1863,2.0128321764900647e-07,1.448440001272644e-08
1864,2.5651794999248523e-07,3.068625886726295e-08
1865,2.2875263683275193e-07,2.0710114512212385e-08
1866,2.1116760007267033e-07,3.454585240092456e-08
1867,2.42640568970387e-07,1.4073153309368536e-08
1868,2.6033137345837787e-07,2.1241458370013788e-08
1869,3.0180148402614293e-07,2.6371003158942585e-08
1870,2.746609233383879e-07,1.3188312664169644e-08
1871,1.7631154491937195e-07,2.7615060460561835e-08
1872,2.322178304092759e-07,1.995621967676442e-08
1873,1.9693955088939674e-07,3.6514627765882324e-08
1874,2.3241228852555196e-07,3.1665429389704514e-08
1875,1.922433057188755e-07,1.7736734747586524e-08
1876,2.0012309054351363e-07,1.6324239737741664e-08
1877,2.418262989856146e-07,2.72131899237138e-08
1878,2.198228288285975e-07,1.2078177569208037e-08
1879,2.480386124270595e-07,2.016077260691418e-08
1880,1.9189360589422222e-07,3.0163878284028556e-08
1881,2.1266148397813822e-07,1.6734017838082593e-08
1882,2.555667795167693e-07,2.5956002902560726e-08
1883,2.502458293918153e-07,3.033282780506852e-08
1884,2.87173804736085e-07,2.5086448474098688e-08
1885,2.571808761508976e-07,2.9649923849461857e-08
1886,2.7620824560870005e-07,1.4842966855610484e-08
1887,2.232892184483859e-07,7.834709381260296e-09
1888,2.4664992270828634e-07,1.1413106904001324e-08
1889,2.4058125447368184e-07,2.380751951136517e-08
1890,2.6741898206950054e-07,2.4251230357208442e-08
1891,2.594307502157278e-07,2.5496881050912634e-08
1892,2.419645834805806e-07,1.5044429702015805e-08
1893,2.537267684843414e-07,2.2170299374124625e-08
1894,2.5143141346717357e-07,2.5836310868498913e-08
1895,2.1727198973309214e-07,1.9861427613676597e-08
1896,2.75980952757493e-07,1.2383760683576384e-08
1897,2.499660207710974e-07,1.981082575763793e-08
1898,2.602843371946051e-07,1.9238406423482957e-08
1899,1.619580434208956e-07,1.9346524382513053e-08
1900,2.2788722864319766e-07,1.453494924419374e-08
1901,2.2746168015785884e-07,1.5648469187112823e-08
1902,2.7202973473805514e-07,1.7677022512430085e-08
1903,2.1654883752830756e-07,2.5381034829408122e-08
1904,2.606693083606615e-07,3.7622378101787035e-08
1905,2.2397694188214246e-07,2.37394921498435e-08
1906,2.4229109207851707e-07,2.777859720026754e-08
1907,1.9645661453182584e-07,1.337139288182243e-08
1908,2.2395933485519492e-07,1.7680999775393502e-08
1909,2.117878681318075e-07,3.5206294768386215e-08
1910,2.3941794724535725e-07,2.778958385629693e-08
1911,2.4260906528184023e-07,1.8621308939259507e-08
1912,2.0837685354990754e-07,2.0837685354990754e-08
1913,2.3439215013354442e-07,1.4318072061314524e-08
1914,1.9755394076170774e-07,2.678697441638178e-08
1915,2.002729564409833e-07,1.295883844676382e-08
1916,1.8678684732265083e-07,3.2962386153911893e-09
1917,1.557232238713624e-07,2.4126133979507358e-08
1918,2.2398433152659436e-07,1.8378202071289707e-08
1919,2.007310908602733e-07,1.2890987832747669e-08
1920,2.211091696402434e-07,2.1202248845497706e-08
1921,2.1279420225894796e-07,1.9689142760626055e-08
1922,2.080577772289871e-07,1.6231458288551437e-08
1923,2.2293491763747397e-07,1.8047112249064412e-08
1924,2.1400096583690242e-07,1.933743654092268e-08
1925,2.0676574408184933e-07,1.5397448649423495e-08
1926,1.9282819518906535e-07,2.6750733184144337e-08
1927,1.9957112140644995e-07,2.341337179689873e-08
1928,2.2623561468648745e-07,2.2852082892654835e-08
1929,2.2392216925126718e-07,1.7824650200282122e-08
1930,1.5020152499545247e-07,1.3654685049324655e-08
1931,1.9046945265444037e-07,4.21998205268892e-08
1932,1.7644854510834307e-07,1.3151444377967891e-08
1933,1.743540636311991e-07,1.605892663292252e-08
1934,2.65991081604966e-07,1.7972370258689807e-08
1935,1.9149255336969873e-07,1.3165112555668657e-08
1936,2.1824485862964593e-07,1.091224355320719e-08
1937,2.027170089569097e-07,1.0072894518486919e-08
1938,1.555825681620604e-07,1.1668692678767911e-08
1939,2.3858719355729363e-07,9.176430282309411e-09
1940,2.0032685643656123e-07,1.7750480196809804e-08
1941,2.2136269794970076e-07,1.4757512545315876e-08
1942,2.39702728777047e-07,2.1239483061208375e-08
1943,1.8290381875729622e-07,1.4516175816936538e-08
1944,2.442021518334059e-07,1.6065930807940276e-08
1945,1.742803275028848e-07,6.535512131478072e-09
1946,2.0881656315197006e-07,1.5313215584455975e-08
1947,2.2530446663893144e-07,3.695469885656166e-08
1948,2.8049471989533004e-07,2.0656587551570738e-08
1949,2.1499248648026992e-07,1.9634017078828947e-08
1950,1.669751741317782e-07,2.0207187034770868e-08
1951,2.185587337777406e-07,1.2793682557799002e-08
1952,2.1722296450477074e-07,1.7926167217297007e-08
1953,2.0039319537090705e-07,1.2928593307037772e-08
1954,2.003369861114379e-07,1.1727043558451555e-08
1955,1.6518670120646561e-07,1.6894095011821264e-08
1956,1.9360934100376426e-07,1.4825940475304833e-08
1957,2.0055535543406222e-07,1.9437083054185678e-08
1958,1.9357049518831104e-07,1.571726271354379e-08
1959,1.6199062935484676e-07,1.4726420971555854e-08
1960,1.460295802058198e-07,1.314958364417862e-08
1961,1.8412622582175686e-07,2.501337270643944e-08
1962,1.5220695548379126e-07,1.6489087428794846e-08
1963,1.8104949273123339e-07,2.069137117199915e-08
1964,1.8373584920183816e-07,2.3727476761159494e-08
1965,1.6197248342564308e-07,1.4774517609339455e-08
1966,1.9165199383053277e-07,2.437192847537517e-08
1967,1.5678466613877617e-07,2.218651079521905e-08
1968,1.922326031689181e-07,1.5719955059889656e-08
1969,1.5487393545399186e-07,2.770472290469783e-08
1970,1.6739359143258525e-07,1.0117194915171268e-08
1971,1.7316400180433789e-07,1.1304474689666222e-08
1972,1.7545101793636775e-07,1.487742551375959e-08
1973,1.427919746888051e-07,1.3783009400469837e-08
1974,1.8339363583308455e-07,1.5751600079827455e-08
1975,1.347909353022203e-07,1.2565256390928425e-08
1976,1.5312251333554627e-07,9.71299568552908e-09
1977,1.46919551746727e-07,1.116588582705802e-08
1978,1.4495043076934166e-07,1.1287123347081263e-08
1979,1.4688452842914757e-07,8.777959692451986e-09
1980,1.4838243278525454e-07,6.2536656408873625e-09
1981,1.6319917928164784e-07,1.8344093466460265e-08
1982,1.4835930617351778e-07,7.449002636938928e-09
1983,1.7682884534409027e-07,1.0736036948344463e-08
1984,1.2757818679265398e-07,1.159801704675445e-08
1985,1.3053760916648116e-07,1.02264483547998e-08
1986,1.7084283365775832e-07,1.558566170567488e-08
1987,1.839355903143769e-07,8.555143982125202e-09
1988,1.361217696338457e-07,3.597932174415064e-09
1989,1.6080197795531603e-07,1.3720305780395847e-08
1990,1.6945304803783756e-07,3.2691906959314565e-09
1991,1.4653663438224385e-07,1.3481369798284959e-08
1992,1.542784326957758e-07,1.3223866057732181e-08
1993,1.274017753516432e-07,1.883330469354405e-08
1994,1.3820307653844566e-07,6.85740436656701e-09
1995,1.4477943999224863e-07,9.21816667442954e-09
1996,1.414594485993348e-07,1.014237493990322e-08
1997,1.4912122203725175e-07,1.1987236092636522e-08
1998,1.3875256588136153e-07,1.6211639697338853e-08
1999,1.476174933401353e-07,1.2339542720951613e-08
2000,1.378425791287441e-07,1.0161472552283612e-08
2001,1.4939932002633327e-07,8.762423675534592e-09
2002,1.261791804374468e-07,1.0514931481075962e-08
2003,1.4834245298800397e-07,1.0000615446870142e-08
2004,1.1056026116840201e-07,1.0131019578807354e-08
2005,1.2700573215340683e-07,1.261049931144953e-08
2006,1.6389201729083425e-07,9.471146533712727e-09
2007,1.218316243445372e-07,1.0785094956000663e-08
2008,1.473074080493575e-07,1.4049550856043425e-08
2009,1.4447623764013429e-07,1.4781396995289242e-08
2010,1.591918183940777e-07,1.5116137674908714e-08
2011,1.7781470296185375e-07,1.1854312975678738e-08
2012,1.9199985912266015e-07,2.0425515501187874e-08
2013,1.815720409581445e-07,2.0918437759753772e-08
2014,1.7734996138329961e-07,2.208754135146762e-08
2015,2.1123962801183893e-07,1.7067631224998436e-08
2016,2.421396523288877e-07,2.54774817354253e-08
2017,1.6804284186378027e-07,1.3081178501517243e-08
2018,2.137454506723202e-07,3.4333506704342653e-08
2019,1.8494660913859207e-07,2.7040469530170697e-08
