year,donnant_VERB en_ADP,donnant_VERB sans_ADP
1837,2.699661649785412e-07,4.313892532081809e-08
1838,3.048774317448988e-07,2.7773513266993177e-08
1839,3.6076011156183085e-07,4.264799713382672e-08
1840,2.9427962999761803e-07,1.592422194107712e-08
1841,3.595507109821483e-07,3.659712533021775e-08
1842,3.3943820199056063e-07,2.0124794275488966e-08
1843,3.573681226498593e-07,2.6581099155098542e-08
1844,3.479747761048202e-07,3.1833653935109396e-08
1845,3.5936668041358644e-07,6.02664584903323e-08
1846,3.0853220778226387e-07,2.751615646445771e-08
1847,4.314578916364553e-07,3.289866512545814e-08
1848,3.94215874166548e-07,2.333114323960217e-08
1849,2.052956631359848e-07,8.379414495607307e-09
1850,4.0598195027996553e-07,3.055048125588655e-08
1851,3.269865374022629e-07,5.288539739467524e-08
1852,4.518318519330933e-07,3.841221740685796e-08
1853,3.66079433433697e-07,3.8817556058390323e-08
1854,3.460312427705503e-07,4.572184719719985e-08
1855,3.1045581749822304e-07,2.9188154115900034e-08
1856,3.6550954973790795e-07,4.1935233674461614e-08
1857,3.480515999854106e-07,5.1255844124575844e-08
1858,4.0470700923833647e-07,3.768130601988773e-08
1859,3.9260655171347025e-07,4.3283474582267445e-08
1860,4.018767469915474e-07,2.6089947979812678e-08
1861,3.21628732535828e-07,3.254014863118826e-08
1862,3.5963171285402495e-07,2.5300723294208183e-08
1863,4.0656212263456837e-07,1.548332484446746e-08
1864,3.816603566519916e-07,2.1576274988888144e-08
1865,3.920801248114003e-07,3.294790890118193e-08
1866,4.7099132416406064e-07,2.1895258328630263e-08
1867,3.7657815710190334e-07,2.620518202434141e-08
1868,4.080335997969087e-07,2.0253483778986947e-08
1869,3.892164670560305e-07,3.41846337903462e-08
1870,3.537908241924015e-07,2.465641024684828e-08
1871,3.9404568497047876e-07,4.0360472297606975e-08
1872,3.954959879592934e-07,1.3908880269752899e-08
1873,3.3222323736481485e-07,3.352162636360845e-08
1874,4.056759621562378e-07,3.943242177228967e-08
1875,3.856309263028379e-07,1.830888685105947e-08
1876,3.8573574556721724e-07,3.808989457176892e-08
1877,3.036744544715475e-07,2.72131899237138e-08
1878,4.6259418695626664e-07,3.804625947623208e-08
1879,3.873312266478024e-07,3.4823152361695975e-08
1880,4.043243109208561e-07,3.914886193001621e-08
1881,3.116711013717577e-07,6.554157266913663e-08
1882,3.6205295828040107e-07,3.394246306243076e-08
1883,4.581520727242605e-07,3.412443155825784e-08
1884,4.1260605598836264e-07,3.3668655419205606e-08
1885,4.0285223690261773e-07,3.480643157027785e-08
1886,4.865911478191265e-07,6.25986018576441e-08
1887,3.773718333377474e-07,5.941321390423582e-08
1888,3.7853470757909236e-07,5.326116436776829e-08
1889,4.435716789430444e-07,5.5759716843795104e-08
1890,4.1161547414958477e-07,3.211649390877369e-08
1891,3.894648443747428e-07,4.143242904319777e-08
1892,5.064957804279402e-07,3.761107336686109e-08
1893,4.951367031935661e-07,4.618812354806323e-08
1894,4.3417605866125086e-07,4.978215883966186e-08
1895,4.483867712679057e-07,6.740847879882494e-08
1896,4.865049163527146e-07,6.073939573525422e-08
1897,4.7138112790889863e-07,4.428302136094686e-08
1898,4.4191750703248545e-07,5.149102833001962e-08
1899,4.250707661412889e-07,3.205995646737847e-08
1900,4.3968219642920303e-07,3.322274066963615e-08
1901,4.35921634789338e-07,4.582765822380708e-08
1902,4.527281589616905e-07,5.0575925336637795e-08
1903,4.077166408933408e-07,6.534266638880126e-08
1904,3.8966032889220514e-07,5.965834048993202e-08
1905,4.5466288156603696e-07,4.541467968355306e-08
1906,4.7429381311303587e-07,4.5268822468358394e-08
1907,4.196560325908649e-07,3.394276504309346e-08
1908,4.223794576319051e-07,4.813161269545674e-08
1909,3.7791755858052056e-07,4.6208263604352595e-08
1910,4.54787226544795e-07,3.473697940403753e-08
1911,3.995600934558752e-07,6.065226454410322e-08
1912,4.5530342163146997e-07,6.095022919705428e-08
1913,4.242391753450647e-07,5.037840367094759e-08
1914,4.0381365806752e-07,5.1564928327252346e-08
1915,4.0643629972691997e-07,5.654765888873925e-08
1916,3.867586713113269e-07,4.1752354462687435e-08
1917,3.322826671592338e-07,5.15421945124217e-08
1918,5.685756150342058e-07,4.9391417178412667e-08
1919,4.1803630779213563e-07,7.550435932035526e-08
1920,9.541012104818947e-07,4.619061177990602e-08
1921,6.482271714958188e-07,4.4679211441689404e-08
1922,4.3382260628277436e-07,5.090775445637519e-08
1923,4.129603894398315e-07,4.458698299458774e-08
1924,4.228452894494694e-07,4.898817329568317e-08
1925,3.9263494500119123e-07,3.079489729884699e-08
1926,4.112925182653271e-07,4.681378129589575e-08
1927,4.247854690220265e-07,3.344767507407198e-08
1928,4.1590789123802097e-07,4.113374696412819e-08
1929,4.1219504964828957e-07,4.344758353092004e-08
1930,4.1489232671665377e-07,3.886333388436469e-08
1931,4.4138730004306126e-07,4.21998205268892e-08
1932,5.140022949490231e-07,2.520693354046699e-08
1933,3.3494333706585167e-07,3.670611858908046e-08
1934,4.0138294821190357e-07,3.834105832822843e-08
1935,4.5000749082646507e-07,4.906996409204112e-08
1936,3.8556592585337057e-07,2.9099314513558738e-08
1937,3.5758776562033745e-07,4.658713759209121e-08
1938,4.356311933406687e-07,4.2785206488815675e-08
1939,4.909390440843708e-07,2.5999884911698246e-08
1940,4.133326285682415e-07,1.7750480196809804e-08
1941,4.397738848638255e-07,3.246652724442356e-08
1942,4.3996070075991156e-07,5.158160010232393e-08
1943,4.35485276284453e-07,1.7419411690866582e-08
1944,5.141097858540888e-07,4.177142010064472e-08
1945,4.2045127202072763e-07,4.357008265287732e-08
1946,3.9396724105245085e-07,3.201854070766785e-08
1947,3.814678848357289e-07,4.0530959921625254e-08
1948,3.87039193583405e-07,4.348755311411878e-08
1949,4.0053393490779854e-07,4.613993809243766e-08
1950,4.2222384877277364e-07,2.6588404367089424e-08
1951,4.2325766003159515e-07,3.5182626589858046e-08
1952,4.0281150859300396e-07,2.6362009464264702e-08
1953,3.770839498429268e-07,5.602390373837807e-08
1954,3.7037912647974736e-07,2.34540866728139e-08
1955,3.4632893175512436e-07,4.3173796537843145e-08
1956,3.479735539713147e-07,2.4419195998603982e-08
1957,3.631200513609656e-07,2.8272120644601273e-08
1958,4.003765923243918e-07,3.060729980575161e-08
1959,3.139052751066629e-07,2.015194411342236e-08
1960,3.7580124967462325e-07,3.18358317485945e-08
1961,3.4740796195364965e-07,3.196153386397782e-08
1962,3.469050113835692e-07,3.4880759613997725e-08
1963,3.8537677937711123e-07,2.7804028301936512e-08
1964,3.510449744226207e-07,3.224503319909644e-08
1965,2.7852701123265433e-07,3.3379463193483616e-08
1966,3.356679201260704e-07,2.9357095865378824e-08
1967,3.5005382414965425e-07,3.303324902503846e-08
1968,3.566184147985041e-07,4.311759249642222e-08
1969,3.188314110502688e-07,3.451735963722058e-08
1970,3.554814327344502e-07,2.7592349738370103e-08
1971,3.3913423180820246e-07,2.0039749637490445e-08
1972,2.739498370374349e-07,3.796308689629768e-08
1973,3.087394020440115e-07,1.6539610570021068e-08
1974,2.897169508742081e-07,1.7439271360331077e-08
1975,3.0613534818257904e-07,2.056132863970106e-08
1976,3.279564566582849e-07,1.8283285940778882e-08
1977,2.83848549997856e-07,1.3516598507123945e-08
1978,2.94653318633209e-07,1.7821774278559133e-08
1979,2.732871564603556e-07,2.6919078188747392e-08
1980,2.734557540406968e-07,1.7055451329017757e-08
1981,2.403708947440464e-07,2.0874313833019187e-08
1982,2.2533232879595744e-07,3.041676066573018e-08
1983,2.747162568539352e-07,1.7682885711245433e-08
1984,2.6327498403588834e-07,2.1456332099933917e-08
1985,2.58067444747212e-07,1.9851341903631692e-08
1986,2.5536508019285975e-07,3.057187580868259e-08
1987,2.4382160290770116e-07,2.810975807676641e-08
1988,2.1107869940806268e-07,2.4585871116755698e-08
1989,2.43672616306867e-07,1.81108031904742e-08
1990,2.5881092824420193e-07,2.5608660081388734e-08
1991,2.4266466880362714e-07,1.7584396438952155e-08
1992,2.457435073210945e-07,1.597883780846132e-08
1993,2.686515472305473e-07,2.381859270927933e-08
1994,2.004472179351069e-07,1.476979427650349e-08
1995,2.0225741081958404e-07,2.8738989577004048e-08
1996,2.295379601946479e-07,2.93595068256991e-08
1997,2.3207289245874563e-07,2.972834600711849e-08
1998,2.174266882093434e-07,2.4794271524797296e-08
1999,2.0474500672662543e-07,3.0163327835452947e-08
2000,2.0322944749295857e-07,1.943933913839402e-08
2001,2.0898380626022117e-07,2.7601634033924682e-08
2002,2.0460304028802057e-07,1.752488643091965e-08
2003,2.1667999305918784e-07,2.2501383700745947e-08
2004,2.1627525370604417e-07,2.9071621776566303e-08
2005,2.3689722183917183e-07,1.8014997493764895e-08
2006,2.0301197878325183e-07,2.388376163509065e-08
2007,2.1769912450508855e-07,3.155638950147477e-08
2008,2.0222837804340088e-07,3.1079309792403365e-08
2009,1.9263497108568117e-07,2.860915548907883e-08
2010,1.6249848044935788e-07,3.637320489247031e-08
2011,1.5028210498257977e-07,2.906218621312462e-08
2012,1.5931902908050688e-07,2.961699896442127e-08
2013,1.665107589587933e-07,3.4864061471129304e-08
2014,1.5721131774171226e-07,3.096586760620301e-08
2015,1.7134128427187534e-07,6.029085214409591e-08
2016,1.777209774900257e-07,3.5212782467652914e-08
2017,1.7911152383476292e-07,3.219982436242219e-08
2018,1.4094808875597664e-07,3.020315963997433e-08
2019,1.42345115250464e-07,6.300939447978493e-08
