year,pouvaient_VERB avoir_VERB,pouvaient_VERB savoir_VERB
1849,2.5062829536182107e-06,2.8490010350878947e-08
1850,2.091689566441346e-06,6.313766220955586e-08
1851,2.4153148387995316e-06,3.1602251482354404e-08
1852,2.1185314835747704e-06,4.557381672043448e-08
1853,2.133174120899639e-06,5.1358615138497044e-08
1854,2.0626787318178685e-06,1.7665259477439577e-08
1855,1.9640974642243236e-06,5.519214596461097e-08
1856,2.038777211055276e-06,4.40061072026765e-08
1857,2.2450060441769892e-06,3.270611159678083e-08
1858,2.0768761714862194e-06,4.893675864536817e-08
1859,2.3510565370088443e-06,5.397703617404659e-08
1860,2.1096241198392818e-06,4.897586691754441e-08
1861,2.0467282411118504e-06,7.592701933845092e-08
1862,2.144688096450409e-06,2.2589931703009825e-08
1863,2.1586752154689748e-06,4.345320192555846e-08
1864,2.1020086933276616e-06,4.554991406280351e-08
1865,1.9877004433510592e-06,7.578019278753345e-08
1866,1.9413796508160885e-06,5.352174170525359e-08
1867,1.891625970529276e-06,3.785192959071537e-08
1868,1.928032816067571e-06,2.321740844024589e-08
1869,1.909455932036508e-06,3.809144999422642e-08
1870,2.079166051771608e-06,2.752343419842873e-08
1871,2.1465398276632186e-06,4.6733180880664804e-08
1872,2.0446054804779124e-06,3.9912439575573444e-08
1873,2.0454176592465956e-06,2.993002112816612e-08
1874,2.0857360141235404e-06,4.480956761199195e-08
1875,2.0614661480067298e-06,2.345826111138649e-08
1876,1.99276655621361e-06,2.6602464231473277e-08
1877,1.8226652400699095e-06,3.896434108696667e-08
1878,1.7422770497432793e-06,3.0799352401800206e-08
1879,1.9134406556986505e-06,6.903537297375806e-08
1880,1.8207430230177124e-06,3.914886193001621e-08
1881,1.8379530501988484e-06,1.6036766581351003e-08
1882,1.7776533240976278e-06,4.059785041476971e-08
1883,1.8212334680356435e-06,1.9589950994713945e-08
1884,1.7190818653034512e-06,3.895001299270007e-08
1885,1.607541548764857e-06,5.02759576193057e-08
1886,1.6017497728171293e-06,5.420909587883216e-08
1887,1.6511650073880446e-06,2.2198344495905076e-08
1888,1.5306244449675432e-06,5.7699594435689505e-08
1889,1.6314415915985592e-06,4.573549716724301e-08
1890,1.6163116924872156e-06,3.47382496102e-08
1891,1.535549586151319e-06,2.42220359325529e-08
1892,1.4718467582497397e-06,2.193979398157353e-08
1893,1.5482258959309547e-06,3.695049954899332e-08
1894,1.6188654399229563e-06,3.969969597505951e-08
1895,1.6713692048142548e-06,3.611168608586013e-08
1896,1.5650714431103552e-06,2.358811634906033e-08
1897,1.4176393960951827e-06,5.010973680441566e-08
1898,1.638093749534164e-06,2.998928039232851e-08
1899,1.6101836308735074e-06,3.979856444402685e-08
1900,1.4337688298837747e-06,3.4780054392058446e-08
1901,1.4033323623152683e-06,3.63268028991115e-08
1902,1.3262676930025918e-06,3.780918689244572e-08
1903,1.5687639915995533e-06,3.132127801563911e-08
1904,1.4850089655737975e-06,2.9022976022474722e-08
1905,1.4992004935265868e-06,3.148063143498803e-08
1906,1.4995298442954663e-06,4.578324208637241e-08
1907,1.382910568281659e-06,4.4742737514980035e-08
1908,1.3221459767009947e-06,4.862275204686739e-08
1909,1.4198038797985646e-06,4.1257376182102234e-08
1910,1.4423862921830732e-06,3.634022505139001e-08
1911,1.5024736512714298e-06,3.777465806820146e-08
1912,1.3893526329411543e-06,3.750783150735515e-08
1913,1.301884026361222e-06,4.295421618394357e-08
1914,1.3621177004097262e-06,2.1429579888376793e-08
1915,1.5951151226545335e-06,4.830112487752558e-08
1916,1.4349625416798517e-06,5.8233549538044826e-08
1917,1.2644287608054583e-06,2.9609346086090227e-08
1918,1.239380026163417e-06,5.513460621386912e-08
1919,1.2181983493064763e-06,3.498982437122322e-08
1920,1.1835397799586644e-06,2.4231141537711665e-08
1921,1.2835806728617172e-06,2.6504615391331754e-08
1922,1.1856342325700098e-06,1.4018077365562931e-08
1923,1.2516202332335524e-06,4.458698299458774e-08
1924,1.1847403129650047e-06,2.836157442231979e-08
1925,1.2010010550511652e-06,1.5397448649423495e-08
1926,1.087863097382069e-06,3.566764306128789e-08
1927,1.3089189678794355e-06,2.5643217327342427e-08
1928,1.1357484481777647e-06,1.2568645679778001e-08
1929,1.1753128319469397e-06,3.8991423423340166e-08
1930,1.1175834515597671e-06,3.7812974085227324e-08
1931,1.1781733064708533e-06,3.193499864551086e-08
1932,1.1858218158522504e-06,2.6302888755935783e-08
1933,1.2067137049598387e-06,2.7529589274877253e-08
1934,1.198157974613423e-06,3.1152108448395666e-08
1935,1.1022789294656832e-06,3.111753699158726e-08
1936,1.0718247267504921e-06,3.758661648589623e-08
1937,1.115573013521498e-06,2.0145789036973838e-08
1938,1.1837240663226112e-06,2.5930429359277696e-08
1939,1.195994741465256e-06,2.7529290846928234e-08
1940,1.072636223398149e-06,4.81798743123818e-08
1941,1.1156679420309956e-06,2.3612020783048138e-08
1942,1.1530004258020199e-06,4.8547388331598995e-08
1943,1.0945196891043452e-06,2.0322646676618206e-08
1944,1.0699909580580425e-06,2.8918675454292497e-08
1945,1.3158164620108437e-06,4.7927088075994106e-08
1946,1.279349476135394e-06,3.201854070766785e-08
1947,1.3065274515611236e-06,4.649139739854036e-08
1948,1.0273934094584547e-06,2.5005341797168512e-08
1949,1.008206709229853e-06,3.9268034157657894e-08
1950,1.0762985311885132e-06,2.0207187034770868e-08
1951,1.075735440281278e-06,5.863770979885885e-08
1952,1.054480435414007e-06,2.1089608281954497e-08
1953,1.1000078075085185e-06,2.1547654327491728e-08
1954,1.1062510338888387e-06,2.14995790059902e-08
1955,1.1234573094043299e-06,5.5375085850073447e-08
1956,1.0456649306433974e-06,5.319896345667985e-08
1957,1.1432538258304703e-06,2.47381048978923e-08
1958,1.147360194408975e-06,3.9706769427994004e-08
1959,1.1277337534920662e-06,3.797866554577922e-08
1960,1.1004125326508074e-06,3.18358317485945e-08
1961,1.0137364370166324e-06,4.7247482370949e-08
1962,1.076864236893016e-06,3.6783347923119436e-08
1963,1.1354389926054864e-06,3.0390449268224984e-08
1964,1.0287990335200448e-06,3.467862086381501e-08
1965,1.1496763363538776e-06,3.3926667697414814e-08
1966,1.1476962527012802e-06,2.4925835617750636e-08
1967,1.0649524710970582e-06,2.9582013283402375e-08
1968,1.164624109151191e-06,3.638046663922978e-08
1969,1.1722277122316882e-06,3.270065462857019e-08
1970,1.0324138202122413e-06,3.357069289222636e-08
1971,1.006612023957132e-06,2.363662865434435e-08
1972,1.0850260423467262e-06,2.667676390899487e-08
1973,1.024904577207053e-06,2.591205827684462e-08
1974,1.0699836821004283e-06,3.31908722728258e-08
1975,9.463922765462485e-07,3.3126585918807905e-08
1976,1.0581451306279632e-06,2.4568166168137395e-08
1977,1.0466548019394395e-06,3.761140376923322e-08
1978,1.041385644384718e-06,2.613860239364385e-08
1979,1.0153173661819892e-06,3.101546042216796e-08
1980,9.727292535899323e-07,3.013130012163856e-08
1981,1.0241064956062473e-06,2.0874313833019187e-08
1982,1.0509301091587986e-06,2.6071509395819703e-08
1983,9.611910627427278e-07,3.536576898000021e-08
1984,9.74813360699045e-07,3.479405208395292e-08
1985,1.0226448239336605e-06,4.692135391337615e-08
1986,9.866922709989012e-07,4.1961399688261736e-08
1987,9.532874400974833e-07,2.13878585952898e-08
1988,1.0140172435058048e-06,3.2381390013824785e-08
1989,1.0246324109175475e-06,2.6342986458871565e-08
1990,9.802123486224446e-07,3.650596269721973e-08
1991,1.014033500723599e-06,3.751337729340776e-08
1992,1.0265025593980681e-06,3.7467621893938485e-08
1993,1.0358318149883416e-06,2.4926434250005514e-08
1994,1.09190978037077e-06,4.167192102499939e-08
1995,9.923085144691868e-07,3.307695095600138e-08
1996,1.075625618796039e-06,3.25623616959092e-08
1997,1.0673435326680192e-06,3.787966562640577e-08
1998,1.0914247923210496e-06,3.0516027038629545e-08
1999,1.079024514183402e-06,4.1588830157479606e-08
2000,1.0903701195275062e-06,3.1368024622224766e-08
2001,1.0641963399393717e-06,2.760163475556965e-08
2002,1.0440451205795398e-06,2.3658596859377212e-08
2003,1.0529814744586474e-06,2.6668306674082487e-08
2004,1.0474593636899954e-06,3.259545522382723e-08
2005,1.0822510603247792e-06,2.9724747108161864e-08
2006,1.051709091370867e-06,3.706101026068609e-08
2007,9.950248340828693e-07,3.2754730483475214e-08
2008,1.0320034107280662e-06,3.789121194586187e-08
2009,1.0079959338327171e-06,3.337734710839868e-08
2010,1.017032673189533e-06,4.487603533220863e-08
2011,9.601993724572822e-07,4.971163392042399e-08
2012,1.033190642374393e-06,5.6510593537950626e-08
2013,1.1072826282543247e-06,5.522467461105407e-08
2014,1.0799075198519859e-06,6.40971791199263e-08
2015,1.0646211876519374e-06,5.763095956012876e-08
2016,1.1440010894148145e-06,5.426910831829446e-08
2017,9.433542231818137e-07,5.0312227273252574e-08
2018,1.0318121894670185e-06,5.369450661873998e-08
2019,1.0474356031409116e-06,4.693817601264527e-08
