year,voulut_VERB avoir_VERB,voulut_VERB savoir_VERB
1906,2.901319930970203e-07,2.3354597544766875e-07
1907,3.1319916615757393e-07,1.6251385659415973e-07
1908,3.03032692272609e-07,1.7975683874738024e-07
1909,3.1795684662938584e-07,1.7933206208908814e-07
1910,3.211834496141819e-07,3.083574995343952e-07
1911,3.0751763802072674e-07,2.3782072844369395e-07
1912,2.912066463522933e-07,1.7764126880592812e-07
1913,2.640888965288468e-07,2.2643766328656056e-07
1914,2.9398705692074145e-07,1.4264064418512135e-07
1915,1.9673872486691835e-07,8.717763932963862e-08
1916,2.010705486554798e-07,9.339342454950383e-08
1917,1.8971914528265188e-07,1.6559300775043084e-07
1918,2.389166411376209e-07,1.389851576050205e-07
1919,1.9888952351720945e-07,2.200675766061977e-07
1920,2.627564299473306e-07,1.8703411797105218e-07
1921,1.9159051589667797e-07,2.0067780326371576e-07
1922,2.8257491635486076e-07,1.6600354513229831e-07
1923,2.3355086398169078e-07,2.4735157921895734e-07
1924,3.029531683296227e-07,1.675911107668071e-07
1925,2.628564459428162e-07,2.7385462431084306e-07
1926,2.4298580569848127e-07,1.850258968261187e-07
1927,2.5866202690849605e-07,2.452829335197748e-07
1928,2.593711485587846e-07,1.8852968253213476e-07
1929,2.484310641648335e-07,1.9941327877859294e-07
1930,2.57338285791775e-07,1.407482841386809e-07
1931,2.2810712607679307e-07,1.4598856523662107e-07
1932,2.038473780885397e-07,1.6110519140966062e-07
1933,1.5141273479457595e-07,1.45677404361777e-07
1934,2.2525370013681822e-07,1.7612923386423063e-07
1935,1.9987034249879798e-07,1.3404478238498996e-07
1936,1.7580836697561608e-07,1.733834125161593e-07
1937,1.2968851592631836e-07,1.1080184236789137e-07
1938,1.4521040725412604e-07,1.1927997434213466e-07
1939,1.391758530644438e-07,1.5294050115244318e-07
1940,1.572185368559076e-07,1.2171757646228798e-07
1941,1.4167213180371618e-07,1.4167213180371618e-07
1942,1.5474479653221351e-07,1.365395263519531e-07
1943,1.9161352327046188e-07,2.2354910811372974e-07
1944,1.83151612986876e-07,1.702988612350964e-07
1945,2.1567190344740084e-07,1.524952892850706e-07
1946,1.5034792966162058e-07,1.9907179193978664e-07
1947,1.8715766714194615e-07,1.7642888394675538e-07
1948,1.6090393728518393e-07,1.9025803510430706e-07
1949,1.2369430635317258e-07,1.148589987565174e-07
1950,1.510221352418739e-07,1.6059395591128123e-07
1951,1.5672260644805647e-07,1.6951628367678495e-07
1952,1.5922654483802035e-07,1.8875199714329938e-07
1953,1.4544666271376627e-07,1.799229210064368e-07
1954,1.0945240092041786e-07,1.6222409726651676e-07
1955,1.1356585360999816e-07,1.154429796201839e-07
1956,1.1860752380243866e-07,1.4738729703367426e-07
1957,1.369430862041554e-07,1.5372965833648777e-07
1958,8.768578396711746e-08,1.381464613814387e-07
1959,1.1083569262382298e-07,1.3176271806969453e-07
1960,1.2803542404071777e-07,1.9032292186693667e-07
1961,1.1950834277740796e-07,1.625869288091053e-07
1962,1.2874171773091803e-07,1.3825464861838554e-07
1963,1.2802784965515457e-07,1.306142820567402e-07
1964,1.478404243471232e-07,1.800854647626693e-07
1965,1.4829237215963076e-07,1.871438826128724e-07
1966,1.8057383499581192e-07,2.0439185277609795e-07
1967,1.8538061397066485e-07,1.814363486118964e-07
1968,2.0435942360563786e-07,1.89986891996341e-07
1969,1.7440349608932593e-07,1.757660328394195e-07
1970,1.6693371662768186e-07,1.5037831246900168e-07
1971,1.495273664886554e-07,1.515827250386792e-07
1972,1.333838213213312e-07,1.3389683317655e-07
1973,1.2900896706469211e-07,1.0750747492238588e-07
1974,8.888402902584858e-08,1.0294796481957746e-07
1975,8.967023745753977e-08,9.024138591939845e-08
1976,1.1369918695436354e-07,1.0684295403962096e-07
1977,8.991476363462425e-08,9.990529292736028e-08
1978,1.3841578550000122e-07,1.473266593166045e-07
1979,8.368321857687988e-08,1.4688453120470513e-07
1980,8.072913715295726e-08,1.0233271297011015e-07
1981,5.69299452024552e-08,9.29855801246049e-08
1982,7.386928047026231e-08,1.1670104527183867e-07
1983,6.883694680936969e-08,1.2125406101404224e-07
1984,6.436899724349132e-08,1.188796758810895e-07
1985,6.797580454076524e-08,1.4076405818741478e-07
1986,6.953602849080198e-08,1.7443952060602896e-07
1987,5.377518874638554e-08,1.1854984904857702e-07
1988,5.936588109989316e-08,1.2652728287321224e-07
1989,6.146697018039049e-08,1.163481897492602e-07
1990,6.919786699199904e-08,1.0406923678374369e-07
1991,6.682070363694947e-08,1.307106742842734e-07
1992,6.116037809533736e-08,1.195657830521668e-07
1993,5.871559949355287e-08,1.4789684144034254e-07
1994,8.017888575295729e-08,1.1710336877968075e-07
1995,7.049185768437383e-08,1.3068105886304693e-07
1996,5.658377588702024e-08,1.2971564444796968e-07
1997,6.185413781167881e-08,1.2466725252124888e-07
1998,5.4833485307881347e-08,1.2873948662672774e-07
1999,5.484241327735617e-08,1.3664902098753373e-07
2000,5.3899984919780763e-08,1.4800404812831403e-07
2001,6.790878614992835e-08,1.143496248801057e-07
2002,8.324320788233308e-08,1.4326593600344495e-07
2003,7.583799543908754e-08,1.6792699852885562e-07
2004,5.726228735625227e-08,1.7310829036887299e-07
2005,6.170137112349039e-08,1.8915748967174295e-07
2006,5.188541152278958e-08,1.84893252708207e-07
2007,4.7933752966855536e-08,2.3727207576484943e-07
2008,5.321799534385718e-08,3.295258181879035e-07
2009,6.198650481792356e-08,3.84316308554844e-07
2010,4.440365586333428e-08,4.6907265982554236e-07
2011,6.577231914661752e-08,6.27896213245549e-07
2012,7.829780912516071e-08,9.239141718353494e-07
2013,8.395266348770747e-08,9.569488383931457e-07
2014,1.3837194501320482e-07,1.027070652526163e-06
2015,1.8331078877054097e-07,9.161105936073e-07
2016,1.8807767787620833e-07,9.938289622368757e-07
2017,5.685281578848844e-08,9.058716159415781e-07
2018,1.0067719813378062e-07,1.1089980489487061e-06
2019,2.1377277903411596e-07,9.283044164476451e-07
