year,profond_ADJ savoir_NOUN
1930,3.571225093423891e-08
1931,3.763767608688795e-08
1932,3.616647248350091e-08
1933,3.326492148403304e-08
1934,3.9539216345474415e-08
1935,2.8723881939640705e-08
1936,4.607391446143083e-08
1937,3.5255130370615007e-08
1938,3.8895642262559704e-08
1939,2.7529290846928234e-08
1940,2.7893612752905028e-08
1941,4.132103725851266e-08
1942,1.517105907566929e-08
1943,3.4838823381733164e-08
1944,3.213186161588055e-08
1945,1.742803235060819e-08
1946,1.1136883415474585e-08
1947,3.337843779149807e-08
1948,1.7395020535104777e-08
1949,2.4542520904446974e-08
1950,2.7651939404904624e-08
1951,1.4925962688039363e-08
1952,9.490323193972472e-09
1953,2.0470272588113403e-08
1954,1.9545073115523337e-08
1955,3.0972504561077585e-08
1956,2.616342520411763e-08
1957,1.8553580005686854e-08
1958,2.2335056470978998e-08
1959,9.300897829689347e-09
1960,2.145458388724819e-08
1961,2.848745239703021e-08
1962,2.473363025501385e-08
1963,2.8450633848819962e-08
1964,2.5552667537454e-08
1965,2.954903344232207e-08
1966,3.26805427164345e-08
1967,3.204718268534634e-08
1968,3.8626176035450044e-08
1969,3.088395317263348e-08
1970,3.1731204330753826e-08
1971,4.213486093362917e-08
1972,4.719735002822745e-08
1973,3.087394162548662e-08
1974,1.9689501584707614e-08
1975,2.6843956391076063e-08
1976,1.542652228181396e-08
1977,2.1744092748576804e-08
1978,4.099008066305032e-08
1979,2.3407892513205297e-08
1980,1.8760998088396263e-08
1981,1.5813874654213578e-08
1982,2.1726258125909226e-08
1983,1.1999100379966876e-08
1984,1.6237223121606803e-08
1985,1.142956040922627e-08
1986,1.2588419195935785e-08
1987,2.199894133525504e-08
1988,1.3792074149421296e-08
1989,1.7561990972581043e-08
1990,1.3076762783725826e-08
1991,1.2309077312977479e-08
1992,2.0937788391961476e-08
1993,1.772546376344053e-08
1994,1.5824779708850656e-08
1995,1.4640617607142303e-08
1996,1.7081895009596337e-08
1997,9.110299181713799e-09
1998,1.716526476513991e-08
1999,2.102292562256025e-08
2000,1.6346715980830595e-08
2001,1.2267393323384113e-08
2002,1.7086764003693133e-08
2003,1.12506919336397e-08
2004,1.7178685141061578e-08
2005,1.3961623857028371e-08
2006,2.0589450144825605e-08
2007,1.1583990655594789e-08
2008,1.4049550856043425e-08
2009,1.2874119548200724e-08
2010,1.0864724231396394e-08
2011,7.265546830836911e-09
2012,1.191488419038933e-08
2013,1.0319762822064149e-08
2014,1.3858849179371191e-08
2015,2.017083566840938e-08
2016,2.713455415914723e-08
2017,7.2952728302766445e-09
2018,1.0325866384164328e-08
2019,1.3775333762566788e-08
